source_row_uid,eligible_voters,actual_voters,scan_locality_code,source_locality_name,source_kalpi,evidence_method,final_report_pdf,final_report_page,planned_list_part,planned_list_page,ocr_variant_votes,ocr_confidence,evidence_note
K17:3795,592,287,3608,מעלה אפרים,10,final_report_rapidocr,yizrael.pdf,21,,,3,0.997334,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3796,599,295,3608,מעלה אפרים,20,final_report_rapidocr,yizrael.pdf,21,,,3,0.998469,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3797,142,80,3609,חמרה,10,final_report_rapidocr,yizrael.pdf,21,,,3,0.997031,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3798,124,73,3610,מצפה שלם,10,final_report_rapidocr,yehuda.pdf,12,,,3,0.997602,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3799,508,360,3611,קרית ארבע,10,final_report_rapidocr,yehuda.pdf,12,,,3,0.998114,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3800,517,370,3611,קרית ארבע,20,final_report_rapidocr,yehuda.pdf,12,,,3,0.998923,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3801,510,362,3611,קרית ארבע,30,final_report_rapidocr,yehuda.pdf,12,,,3,0.99888,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3802,493,371,3611,קרית ארבע,40,final_report_rapidocr,yehuda.pdf,12,,,3,0.997683,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3803,614,425,3611,קרית ארבע,50,final_report_rapidocr,yehuda.pdf,12,,,3,0.998752,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3804,529,348,3611,קרית ארבע,60,final_report_rapidocr,yehuda.pdf,12,,,3,0.999401,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3805,604,413,3611,קרית ארבע,70,final_report_rapidocr,yehuda.pdf,12,,,3,0.99833,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3806,138,87,3612,בקעות,10,final_report_rapidocr,yizrael.pdf,21,,,3,0.999336,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3807,143,100,3613,גיתית,10,final_report_rapidocr,yizrael.pdf,21,,,3,0.997654,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3808,118,76,3614,מכורה,10,final_report_rapidocr,yizrael.pdf,21,,,3,0.998473,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3809,217,146,3615,פצאל,10,final_report_rapidocr,yizrael.pdf,21,,,3,0.997746,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3810,603,358,3616,מעלה אדומים,10,final_report_rapidocr,yehuda.pdf,12,,,3,0.999211,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3811,621,361,3616,מעלה אדומים,20,final_report_rapidocr,yehuda.pdf,12,,,3,0.999652,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3812,620,381,3616,מעלה אדומים,30,final_report_rapidocr,yehuda.pdf,12,,,3,0.999371,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3813,649,426,3616,מעלה אדומים,40,final_report_rapidocr,yehuda.pdf,12,,,3,0.998543,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3814,641,348,3616,מעלה אדומים,60,final_report_rapidocr,yehuda.pdf,12,,,3,0.997294,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3815,682,388,3616,מעלה אדומים,70,final_report_rapidocr,yehuda.pdf,12,,,3,0.996086,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3816,636,432,3616,מעלה אדומים,80,final_report_rapidocr,yehuda.pdf,12,,,3,0.995278,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3817,681,427,3616,מעלה אדומים,90,final_report_rapidocr,yehuda.pdf,12,,,3,0.997999,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3818,655,430,3616,מעלה אדומים,100,final_report_rapidocr,yehuda.pdf,12,,,3,0.999879,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3819,701,387,3616,מעלה אדומים,110,final_report_rapidocr,yehuda.pdf,12,,,3,0.997987,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3820,696,464,3616,מעלה אדומים,120,final_report_rapidocr,yehuda.pdf,12,,,3,0.993959,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3821,610,335,3616,מעלה אדומים,130,final_report_rapidocr,yehuda.pdf,12,,,3,0.996173,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3822,732,472,3616,מעלה אדומים,140,final_report_rapidocr,yehuda.pdf,12,,,3,0.998747,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3823,637,421,3616,מעלה אדומים,150,final_report_rapidocr,yehuda.pdf,13,,,3,0.999479,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3824,714,473,3616,מעלה אדומים,160,final_report_rapidocr,yehuda.pdf,13,,,3,0.999301,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3825,538,352,3616,מעלה אדומים,170,final_report_rapidocr,yehuda.pdf,13,,,3,0.998802,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3826,719,468,3616,מעלה אדומים,180,final_report_rapidocr,yehuda.pdf,13,,,3,0.999442,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3827,541,457,3616,מעלה אדומים,190,final_report_rapidocr,yehuda.pdf,13,,,3,0.997296,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3828,566,484,3616,מעלה אדומים,200,final_report_rapidocr,yehuda.pdf,13,,,3,0.999164,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3829,755,453,3616,מעלה אדומים,220,final_report_rapidocr,yehuda.pdf,13,,,3,0.999649,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3830,626,432,3616,מעלה אדומים,240,final_report_rapidocr,yehuda.pdf,13,,,3,0.998058,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3831,684,450,3616,מעלה אדומים,250,final_report_rapidocr,yehuda.pdf,13,,,3,0.997544,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3832,660,456,3616,מעלה אדומים,260,final_report_rapidocr,yehuda.pdf,13,,,3,0.999041,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3833,583,413,3616,מעלה אדומים,270,final_report_rapidocr,yehuda.pdf,13,,,3,0.999606,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3834,806,546,3616,מעלה אדומים,280,final_report_rapidocr,yehuda.pdf,13,,,3,0.995367,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3835,746,474,3616,מעלה אדומים,290,final_report_rapidocr,yehuda.pdf,13,,,3,0.995465,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3836,605,407,3616,מעלה אדומים,350,final_report_rapidocr,yehuda.pdf,13,,,3,0.990051,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3837,691,425,3616,מעלה אדומים,360,final_report_rapidocr,yehuda.pdf,13,,,3,0.998256,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3838,614,448,3616,מעלה אדומים,9510,final_report_rapidocr,yehuda.pdf,13,,,3,0.999492,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3839,830,551,3616,מעלה אדומים,9520,final_report_rapidocr,yehuda.pdf,13,,,3,0.999184,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3840,650,532,3617,עופרה,10,final_report_rapidocr,yehuda.pdf,13,,,3,0.998591,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3841,683,593,3617,עופרה,20,final_report_rapidocr,yehuda.pdf,13,,,3,0.999036,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3842,613,513,3618,אלעזר,10,final_report_rapidocr,yehuda.pdf,13,,,3,0.998047,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3843,165,137,3619,רועי,10,final_report_rapidocr,yizrael.pdf,21,,,3,0.998708,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3844,55,36,3620,נירן,10,final_report_rapidocr,yehuda.pdf,13,,,3,0.997593,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3845,411,308,3637,מעלה שומרון,10,final_report_rapidocr,petachtikva.pdf,10,,,3,0.997168,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3846,640,518,3638,כפר אדומים,10,final_report_rapidocr,yehuda.pdf,13,,,3,0.998914,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3847,566,439,3638,כפר אדומים,20,final_report_rapidocr,yehuda.pdf,13,,,3,0.997785,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3848,141,93,3639,ורד יריחו,10,final_report_rapidocr,yehuda.pdf,14,,,3,0.997988,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3849,788,560,3640,קרני שומרון,10,final_report_rapidocr,petachtikva.pdf,11,,,3,0.998272,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3850,463,385,3640,קרני שומרון,20,final_report_rapidocr,petachtikva.pdf,11,,,3,0.997662,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3851,777,536,3640,קרני שומרון,30,final_report_rapidocr,petachtikva.pdf,11,,,3,0.999342,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3852,541,361,3640,קרני שומרון,40,final_report_rapidocr,petachtikva.pdf,11,,,3,0.93495,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3853,749,442,3640,קרני שומרון,50,final_report_rapidocr,petachtikva.pdf,11,,,3,0.998995,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3854,498,426,3640,קרני שומרון,60,final_report_rapidocr,petachtikva.pdf,11,,,3,0.997522,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3855,400,322,3640,קרני שומרון,9900,final_report_rapidocr,petachtikva.pdf,11,,,3,0.996569,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3856,526,415,3641,שילה,10,final_report_rapidocr,yehuda.pdf,14,,,3,0.996028,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3857,477,400,3641,שילה,20,final_report_rapidocr,yehuda.pdf,14,,,3,0.999397,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3858,383,283,3643,חיננית,10,final_report_rapidocr,hadera.pdf,11,,,3,0.999907,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3859,797,572,3644,גבעון החדשה,10,final_report_rapidocr,yehuda.pdf,14,,,3,0.998241,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3860,53,39,3645,בית הערבה,10,final_report_rapidocr,yehuda.pdf,14,,,3,0.99509,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3861,584,487,3647,יקיר,10,final_report_rapidocr,petachtikva.pdf,11,,,3,0.996706,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3862,188,132,3648,מתתיהו,10,final_report_rapidocr,ramla.pdf,9,,,3,0.999242,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3863,377,249,3649,שקד,10,final_report_rapidocr,hadera.pdf,11,,,3,0.999494,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3864,740,568,3650,אפרתה,10,final_report_rapidocr,yehuda.pdf,14,,,3,0.99762,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3865,730,566,3650,אפרתה,20,final_report_rapidocr,yehuda.pdf,14,,,3,0.998076,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3866,620,504,3650,אפרתה,30,final_report_rapidocr,yehuda.pdf,14,,,3,0.996929,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3867,783,629,3650,אפרתה,40,final_report_rapidocr,yehuda.pdf,14,,,3,0.99812,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3868,740,576,3650,אפרתה,50,final_report_rapidocr,yehuda.pdf,14,,,3,0.998697,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3869,724,624,3650,אפרתה,60,final_report_rapidocr,yehuda.pdf,14,,,3,0.998406,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3870,569,525,3651,מעלה מכמש,10,final_report_rapidocr,yehuda.pdf,14,,,3,0.997615,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3871,519,375,3652,בית אריה,10,final_report_rapidocr,petachtikva.pdf,11,,,3,0.993927,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3872,687,471,3652,בית אריה,20,final_report_rapidocr,petachtikva.pdf,11,,,3,0.998877,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3873,488,370,3652,בית אריה,30,final_report_rapidocr,petachtikva.pdf,11,,,3,0.997762,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3874,483,308,3652,בית אריה,1010,final_report_rapidocr,petachtikva.pdf,11,,,3,0.997739,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3875,163,103,3653,מעלה עמוס,10,final_report_rapidocr,yehuda.pdf,14,,,3,0.998985,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3876,878,608,3654,ברקן,10,final_report_rapidocr,petachtikva.pdf,11,,,3,0.998929,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3877,516,394,3655,"ניל""י",10,final_report_rapidocr,ramla.pdf,9,,,3,0.998988,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3878,206,178,3656,כרמל,10,final_report_rapidocr,beersheva.pdf,23,,,3,0.997623,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3879,161,131,3657,מעון,10,final_report_rapidocr,beersheva.pdf,23,,,3,0.998017,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3880,185,170,3658,עטרת,10,final_report_rapidocr,yehuda.pdf,14,,,3,0.999039,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3881,792,711,3659,פסגות,10,final_report_rapidocr,yehuda.pdf,15,,,3,0.997196,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3882,831,564,3660,עמנואל,10,final_report_rapidocr,petachtikva.pdf,11,,,3,0.997413,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3883,656,395,3660,עמנואל,20,final_report_rapidocr,petachtikva.pdf,11,,,3,0.998568,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3884,464,419,3709,מבוא חורון,10,final_report_rapidocr,ramla.pdf,9,,,3,0.989703,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3885,596,469,3710,ברכה,10,final_report_rapidocr,petachtikva.pdf,11,,,3,0.999307,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3886,324,267,3712,ענב,10,final_report_rapidocr,hasharonnetanya.pdf,13,,,3,0.997379,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3887,85,56,3713,נעמי,10,final_report_rapidocr,yehuda.pdf,15,,,3,0.994126,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3888,457,328,3715,עלמון,10,final_report_rapidocr,yehuda.pdf,15,,,3,0.998411,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3889,154,74,3717,חרמש,10,final_report_rapidocr,hadera.pdf,11,,,3,0.999232,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3890,83,58,3719,תלם,10,final_report_rapidocr,yehuda.pdf,15,,,3,0.99462,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3891,612,439,3720,שערי תקווה,10,final_report_rapidocr,petachtikva.pdf,11,,,3,0.996295,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3892,685,483,3720,שערי תקווה,20,final_report_rapidocr,petachtikva.pdf,11,,,3,0.998737,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3893,664,504,3720,שערי תקווה,30,final_report_rapidocr,petachtikva.pdf,12,,,3,0.996856,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3894,556,397,3720,שערי תקווה,40,final_report_rapidocr,petachtikva.pdf,12,,,2,0.998329,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3895,119,80,3722,אשכולות,10,final_report_rapidocr,beersheva.pdf,23,,,3,0.997871,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3896,113,101,3723,פני חבר,10,final_report_rapidocr,yehuda.pdf,15,,,3,0.999342,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3897,727,614,3725,נווה דניאל,10,final_report_rapidocr,yehuda.pdf,15,,,3,0.998867,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3898,432,317,3726,נוקדים,10,final_report_rapidocr,yehuda.pdf,15,,,3,0.994544,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3899,387,295,3727,עלי זהב,10,final_report_rapidocr,petachtikva.pdf,12,,,3,0.99931,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3900,682,469,3730,גבעת זאב,10,final_report_rapidocr,yehuda.pdf,15,,,3,0.996832,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3901,662,462,3730,גבעת זאב,20,final_report_rapidocr,yehuda.pdf,15,,,3,0.997141,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3902,658,431,3730,גבעת זאב,30,final_report_rapidocr,yehuda.pdf,15,,,3,0.999075,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3903,687,474,3730,גבעת זאב,40,final_report_rapidocr,yehuda.pdf,15,,,3,0.998703,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3904,617,430,3730,גבעת זאב,50,final_report_rapidocr,yehuda.pdf,15,,,3,0.998254,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3905,553,374,3730,גבעת זאב,60,final_report_rapidocr,yehuda.pdf,15,,,3,0.999527,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3906,638,406,3730,גבעת זאב,70,final_report_rapidocr,yehuda.pdf,15,,,3,0.998151,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3907,572,423,3730,גבעת זאב,80,final_report_rapidocr,yehuda.pdf,15,,,3,0.992004,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3908,575,395,3730,גבעת זאב,90,final_report_rapidocr,yehuda.pdf,15,,,3,0.997146,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3909,632,450,3730,גבעת זאב,100,final_report_rapidocr,yehuda.pdf,15,,,3,0.998613,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3910,539,395,3730,גבעת זאב,110,final_report_rapidocr,yehuda.pdf,15,,,3,0.996814,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3911,402,239,3730,גבעת זאב,150,final_report_rapidocr,yehuda.pdf,15,,,3,0.997378,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3912,319,218,3743,טנא,10,final_report_rapidocr,beersheva.pdf,23,,,3,0.999586,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3913,211,184,3745,מצדות יהודה,10,final_report_rapidocr,beersheva.pdf,23,,,3,0.99776,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3914,230,180,3746,קרית נטפים,10,final_report_rapidocr,petachtikva.pdf,12,,,3,0.998592,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3915,466,410,3747,דולב,10,final_report_rapidocr,yehuda.pdf,16,,,3,0.988802,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3916,353,278,3748,עתניאל,10,final_report_rapidocr,yehuda.pdf,16,,,3,0.999594,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3917,298,232,3749,יצהר,10,final_report_rapidocr,petachtikva.pdf,12,,,3,0.998363,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3918,615,439,3750,אלפי מנשה,10,final_report_rapidocr,petachtikva.pdf,12,,,3,0.999444,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3919,615,422,3750,אלפי מנשה,20,final_report_rapidocr,petachtikva.pdf,12,,,3,0.999475,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3920,692,453,3750,אלפי מנשה,30,final_report_rapidocr,petachtikva.pdf,12,,,3,0.997903,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3921,515,348,3750,אלפי מנשה,40,final_report_rapidocr,petachtikva.pdf,12,,,3,0.998086,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3922,570,395,3750,אלפי מנשה,50,final_report_rapidocr,petachtikva.pdf,12,,,3,0.998901,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3923,557,382,3750,אלפי מנשה,60,final_report_rapidocr,petachtikva.pdf,12,,,2,0.999718,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3924,479,341,3750,אלפי מנשה,70,final_report_rapidocr,petachtikva.pdf,12,,,3,0.998696,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3925,89,51,3751,מגדלים,10,final_report_rapidocr,petachtikva.pdf,12,,,3,0.988141,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3926,282,224,3752,מעלה לבונה,10,final_report_rapidocr,yehuda.pdf,16,,,3,0.999027,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3927,151,104,3754,אספר,10,final_report_rapidocr,yehuda.pdf,16,,,3,0.996251,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3928,293,250,3756,סוסיה,10,final_report_rapidocr,beersheva.pdf,23,,,3,0.999183,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3929,133,74,3759,אדורה,10,final_report_rapidocr,yehuda.pdf,16,,,3,0.998691,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3930,510,373,3760,אורנית,10,final_report_rapidocr,petachtikva.pdf,12,,,3,0.998593,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3931,722,520,3760,אורנית,20,final_report_rapidocr,petachtikva.pdf,12,,,3,0.998531,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3932,747,564,3760,אורנית,30,final_report_rapidocr,petachtikva.pdf,12,,,3,0.997354,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3933,658,455,3760,אורנית,40,final_report_rapidocr,petachtikva.pdf,12,,,3,0.999356,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3934,517,378,3760,אורנית,50,final_report_rapidocr,petachtikva.pdf,12,,,3,0.99818,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3935,504,386,3760,אורנית,60,final_report_rapidocr,petachtikva.pdf,12,,,3,0.997943,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3936,297,227,3762,איתמר,10,final_report_rapidocr,petachtikva.pdf,13,,,3,0.99897,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3937,707,499,3763,גבע בנימין,10,final_report_rapidocr,yehuda.pdf,16,,,3,0.969885,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3938,697,451,3763,גבע בנימין,20,final_report_rapidocr,yehuda.pdf,16,,,3,0.99594,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3939,184,163,3764,חגי,10,final_report_rapidocr,yehuda.pdf,16,,,3,0.999643,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3940,709,575,3765,עלי,10,final_report_rapidocr,yehuda.pdf,16,,,3,0.997641,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3941,549,432,3765,עלי,20,final_report_rapidocr,yehuda.pdf,16,,,3,0.999688,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3942,289,252,3766,כרמי צור,10,final_report_rapidocr,yehuda.pdf,16,,,3,0.999319,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3943,129,95,3767,נחליאל,10,final_report_rapidocr,yehuda.pdf,17,,,3,0.9981,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3944,510,424,3768,פדואל,10,final_report_rapidocr,petachtikva.pdf,13,,,3,0.996289,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3945,525,391,3769,הר אדר,10,final_report_rapidocr,yehuda.pdf,17,,,3,0.999583,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3946,569,401,3769,הר אדר,20,final_report_rapidocr,yehuda.pdf,17,,,3,0.998758,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3947,515,434,3769,הר אדר,30,final_report_rapidocr,yehuda.pdf,17,,,3,0.998887,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3948,781,641,3770,חשמונאים,10,final_report_rapidocr,ramla.pdf,9,,,3,0.998756,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3949,594,478,3770,חשמונאים,20,final_report_rapidocr,ramla.pdf,9,,,3,0.998721,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3950,421,312,3778,עץ אפרים,10,final_report_rapidocr,petachtikva.pdf,13,,,3,0.997973,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3951,703,574,3779,כוכב יעקב,10,final_report_rapidocr,yehuda.pdf,17,,,3,0.998813,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3952,453,377,3779,כוכב יעקב,20,final_report_rapidocr,yehuda.pdf,17,,,3,0.909058,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3953,502,412,3779,כוכב יעקב,30,final_report_rapidocr,yehuda.pdf,17,,,3,0.999548,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3954,619,486,3779,כוכב יעקב,40,final_report_rapidocr,yehuda.pdf,17,,,3,0.978755,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3955,634,492,3780,ביתר עילית,10,final_report_rapidocr,yehuda.pdf,17,,,3,0.997392,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
K17:3956,555,427,3780,ביתר עילית,20,final_report_rapidocr,yehuda.pdf,17,,,2,0.999409,Three numeric image variants; final-report image is authoritative over its faulty embedded OCR layer.
