election,election_number,source_column,ballot_letter,total_votes,list_name_he,name_source,display_name_he,display_name_en,wikipedia_he_url,wikipedia_en_url,wikipedia_match_status,official_source_url,wikipedia_source_url,notes
K23,23,נז,נז,667,הכח להשפיע למען הציבור לחיות בכבוד,official_results,הכח להשפיע למען הציבור לחיות בכבוד,,,,no_standalone_article,https://votes23.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%A9%D7%9C%D7%95%D7%A9,
K23,23,ני,ני,350,"קמ""ה – קידום מעמד הפרט",official_results,"קמ""ה – קידום מעמד הפרט",,,,no_standalone_article,https://votes23.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%A9%D7%9C%D7%95%D7%A9,
K23,23,נץ,נץ,19402,עוצמה יהודית בראשות איתמר בן גביר,official_results,עוצמה יהודית בראשות איתמר בן גביר,,,,no_standalone_article,https://votes23.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%A9%D7%9C%D7%95%D7%A9,
K23,23,נק,נק,622,מתקדמת (בשיתוף עם תנועת הדרור העברי),official_results,מתקדמת (מפלגה),Leader (political party),https://he.wikipedia.org/wiki/%D7%9E%D7%AA%D7%A7%D7%93%D7%9E%D7%AA_(%D7%9E%D7%A4%D7%9C%D7%92%D7%94),https://en.wikipedia.org/wiki/Leader_(political_party),list_article,https://votes23.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%A9%D7%9C%D7%95%D7%A9,
K23,23,פה,פה,1220381,כחול לבן בראשות בני גנץ,official_results,כחול לבן (רשימה),Blue and White (political alliance),https://he.wikipedia.org/wiki/%D7%9B%D7%97%D7%95%D7%9C_%D7%9C%D7%91%D7%9F_(%D7%A8%D7%A9%D7%99%D7%9E%D7%94),https://en.wikipedia.org/wiki/Blue_and_White_(political_alliance),list_article,https://votes23.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%A9%D7%9C%D7%95%D7%A9,
K23,23,ףז,ףז,1473,הפיראטים לדמוקרטיה לחצו כאן,official_results,הפיראטים (מפלגה ישראלית),Pirate Party of Israel,https://he.wikipedia.org/wiki/%D7%94%D7%A4%D7%99%D7%A8%D7%90%D7%98%D7%99%D7%9D_(%D7%9E%D7%A4%D7%9C%D7%92%D7%94_%D7%99%D7%A9%D7%A8%D7%90%D7%9C%D7%99%D7%AA),https://en.wikipedia.org/wiki/Pirate_Party_of_Israel,list_article,https://votes23.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%A9%D7%9C%D7%95%D7%A9,
K23,23,ץ,ץ,612,דעם כלכלה ירוקה מדינה אחת,official_results,דעם,Da'am Workers Party,https://he.wikipedia.org/wiki/%D7%93%D7%A2%D7%9D,https://en.wikipedia.org/wiki/Da%27am_Workers_Party,list_article,https://votes23.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%A9%D7%9C%D7%95%D7%A9,
K23,23,ק,ק,980,ישראליסט זכויותינו בקולנו לחיות טוב יותר,official_results,ישראליסט זכויותינו בקולנו לחיות טוב יותר,,,,no_standalone_article,https://votes23.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%A9%D7%9C%D7%95%D7%A9,
K23,23,קי,קי,442,שמע בראשות נפתלי גולדמן,official_results,שמע בראשות נפתלי גולדמן,,,,no_standalone_article,https://votes23.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%A9%D7%9C%D7%95%D7%A9,
K23,23,קך,קך,677,"סדר חדש לשינוי שיטת הבחירות בראשות עו""ד אביטל אופק",official_results,"סדר חדש לשינוי שיטת הבחירות בראשות עו""ד אביטל אופק",,,,no_standalone_article,https://votes23.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%A9%D7%9C%D7%95%D7%A9,
K23,23,קץ,קץ,1375,"משפט צדק, בראשות ד""ר לריסה עמיר",official_results,"משפט צדק, בראשות ד""ר לריסה עמיר",,,,no_standalone_article,https://votes23.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%A9%D7%9C%D7%95%D7%A9,
K23,23,שס,שס,352853,"התאחדות הספרדים שומרי תורה תנועתו של מרן הרב עובדיה יוסף זצ""ל",official_results,"התאחדות הספרדים שומרי תורה תנועתו של מרן הרב עובדיה יוסף זצ""ל",,,,no_standalone_article,https://votes23.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%A9%D7%9C%D7%95%D7%A9,
K22,22,אמת,אמת,212782,העבודה - גשר בראשות עמיר פרץ ואורלי לוי אבקסיס,official_results,העבודה-גשר,Labor-Gesher,https://he.wikipedia.org/wiki/%D7%94%D7%A2%D7%91%D7%95%D7%93%D7%94-%D7%92%D7%A9%D7%A8,https://en.wikipedia.org/wiki/Labor-Gesher,list_article,https://votes22.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%A9%D7%AA%D7%99%D7%99%D7%9D,
K22,22,ג,ג,268775,יהדות התורה והשבת אגודת ישראל - דגל התורה,official_results,יהדות התורה,United Torah Judaism,https://he.wikipedia.org/wiki/%D7%99%D7%94%D7%93%D7%95%D7%AA_%D7%94%D7%AA%D7%95%D7%A8%D7%94,https://en.wikipedia.org/wiki/United_Torah_Judaism,list_article,https://votes22.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%A9%D7%AA%D7%99%D7%99%D7%9D,
K22,22,ודעם,ודעם,470211,"הרשימה המשותפת חד""ש, רע""ם, תע""ל, בל""ד",official_results,הרשימה המשותפת,Joint List,https://he.wikipedia.org/wiki/%D7%94%D7%A8%D7%A9%D7%99%D7%9E%D7%94_%D7%94%D7%9E%D7%A9%D7%95%D7%AA%D7%A4%D7%AA,https://en.wikipedia.org/wiki/Joint_List,list_article,https://votes22.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%A9%D7%AA%D7%99%D7%99%D7%9D,
K22,22,ז,ז,1193,עוצמה כלכלית קולם של העסקים בישראל,official_results,עוצמה כלכלית קולם של העסקים בישראל,,,,no_standalone_article,https://votes22.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%A9%D7%AA%D7%99%D7%99%D7%9D,
K22,22,זכ,זכ,736,מפלגת הדמוקראטורה,official_results,מפלגת הדמוקראטורה,,,,no_standalone_article,https://votes22.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%A9%D7%AA%D7%99%D7%99%D7%9D,
K22,22,זן,זן,0,זהות - תנועה ישראלית יהודית בהנהגת משה פייגלין,official_results,זהות (מפלגה),Zehut,https://he.wikipedia.org/wiki/%D7%96%D7%94%D7%95%D7%AA_(%D7%9E%D7%A4%D7%9C%D7%92%D7%94),https://en.wikipedia.org/wiki/Zehut,zero_vote_article_match,https://votes22.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%A9%D7%AA%D7%99%D7%99%D7%9D,
K22,22,זץ,זץ,14805,צומת - התיישבות וחקלאות,official_results,מפלגת צומת,Tzomet,https://he.wikipedia.org/wiki/%D7%9E%D7%A4%D7%9C%D7%92%D7%AA_%D7%A6%D7%95%D7%9E%D7%AA,https://en.wikipedia.org/wiki/Tzomet,list_article,https://votes22.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%A9%D7%AA%D7%99%D7%99%D7%9D,
K22,22,טב,טב,260655,ימינה בראשות איילת שקד הבית היהודי-האיחוד הלאומי-הימין החדש,official_results,ימינה,Yamina,https://he.wikipedia.org/wiki/%D7%99%D7%9E%D7%99%D7%A0%D7%94,https://en.wikipedia.org/wiki/Yamina,list_article,https://votes22.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%A9%D7%AA%D7%99%D7%99%D7%9D,
K22,22,י,י,434,מנהיגות חברתית,official_results,מנהיגות חברתית (מפלגה),,https://he.wikipedia.org/wiki/%D7%9E%D7%A0%D7%94%D7%99%D7%92%D7%95%D7%AA_%D7%97%D7%91%D7%A8%D7%AA%D7%99%D7%AA_(%D7%9E%D7%A4%D7%9C%D7%92%D7%94),,list_article,https://votes22.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%A9%D7%AA%D7%99%D7%99%D7%9D,
K22,22,יז,יז,4358,"אדום לבן - לגליזציה לקנביס, שוויון לאתיופים, ערבים ומקופחים",official_results,"אדום לבן - לגליזציה לקנביס, שוויון לאתיופים, ערבים ומקופחים",,,,no_standalone_article,https://votes22.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%A9%D7%AA%D7%99%D7%99%D7%9D,
K22,22,ינ,ינ,610,התנועה הנוצרית הליבראלית,official_results,איחוד בני הברית,Ihud Bnei HaBrit,https://he.wikipedia.org/wiki/%D7%90%D7%99%D7%97%D7%95%D7%93_%D7%91%D7%A0%D7%99_%D7%94%D7%91%D7%A8%D7%99%D7%AA,https://en.wikipedia.org/wiki/Ihud_Bnei_HaBrit,list_article,https://votes22.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%A9%D7%AA%D7%99%D7%99%D7%9D,
K22,22,יף,יף,542,כבוד האדם,official_results,כבוד האדם,,,,no_standalone_article,https://votes22.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%A9%D7%AA%D7%99%D7%99%D7%9D,
K22,22,יק,יק,497,"מפלגת הגוש התנ""כי",official_results,"מפלגת הגוש התנ""כי",,,,no_standalone_article,https://votes22.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%A9%D7%AA%D7%99%D7%99%D7%9D,
K22,22,כ,כ,0,נעם - עם נורמלי בארצנו,official_results,מפלגת נעם,Noam (political party),https://he.wikipedia.org/wiki/%D7%9E%D7%A4%D7%9C%D7%92%D7%AA_%D7%A0%D7%A2%D7%9D,https://en.wikipedia.org/wiki/Noam_(political_party),zero_vote_article_match,https://votes22.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%A9%D7%AA%D7%99%D7%99%D7%9D,
K22,22,כי,כי,5946,האחדות העממית - אלוחדה אלשעביה בראשות פרופ' אסעד גאנם,official_results,האחדות העממית - אלוחדה אלשעביה בראשות פרופ' אסעד גאנם,,,,no_standalone_article,https://votes22.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%A9%D7%AA%D7%99%D7%99%D7%9D,
K22,22,כף,כף,83609,עוצמה יהודית בראשות איתמר בן גביר,official_results,עוצמה יהודית בראשות איתמר בן גביר,,,,no_standalone_article,https://votes22.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%A9%D7%AA%D7%99%D7%99%D7%9D,
K22,22,ל,ל,310154,ישראל ביתנו בראשות אביגדור ליברמן,official_results,ישראל ביתנו,Yisrael Beiteinu,https://he.wikipedia.org/wiki/%D7%99%D7%A9%D7%A8%D7%90%D7%9C_%D7%91%D7%99%D7%AA%D7%A0%D7%95,https://en.wikipedia.org/wiki/Yisrael_Beiteinu,list_article,https://votes22.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%A9%D7%AA%D7%99%D7%99%D7%9D,
K22,22,מחל,מחל,1113617,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה,official_results,הליכוד,Likud,https://he.wikipedia.org/wiki/%D7%94%D7%9C%D7%99%D7%9B%D7%95%D7%93,https://en.wikipedia.org/wiki/Likud,list_article,https://votes22.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%A9%D7%AA%D7%99%D7%99%D7%9D,
K22,22,מרצ,מרצ,192495,"המחנה הדמוקרטי בהנהגת הורוביץ, שפיר וברק",official_results,המחנה הדמוקרטי,Democratic Union (Israel),https://he.wikipedia.org/wiki/%D7%94%D7%9E%D7%97%D7%A0%D7%94_%D7%94%D7%93%D7%9E%D7%95%D7%A7%D7%A8%D7%98%D7%99,https://en.wikipedia.org/wiki/Democratic_Union_(Israel),list_article,https://votes22.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%A9%D7%AA%D7%99%D7%99%D7%9D,
K22,22,נ,נ,1033,מתקדמת,official_results,מתקדמת (מפלגה),Leader (political party),https://he.wikipedia.org/wiki/%D7%9E%D7%AA%D7%A7%D7%93%D7%9E%D7%AA_(%D7%9E%D7%A4%D7%9C%D7%92%D7%94),https://en.wikipedia.org/wiki/Leader_(political_party),list_article,https://votes22.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%A9%D7%AA%D7%99%D7%99%D7%9D,
K22,22,נך,נך,1545,כבוד ושוויון,official_results,כבוד ושוויון,,,,no_standalone_article,https://votes22.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%A9%D7%AA%D7%99%D7%99%D7%9D,
K22,22,נץ,נץ,0,כל ישראל אחים לשוויון חברתי,official_results,כל ישראל אחים לשוויון חברתי,,,,no_wikipedia_table_row,https://votes22.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%A9%D7%AA%D7%99%D7%99%D7%9D,
K22,22,פה,פה,1151214,כחול לבן - בראשות בני גנץ ויאיר לפיד,official_results,כחול לבן (רשימה),Blue and White (political alliance),https://he.wikipedia.org/wiki/%D7%9B%D7%97%D7%95%D7%9C_%D7%9C%D7%91%D7%9F_(%D7%A8%D7%A9%D7%99%D7%9E%D7%94),https://en.wikipedia.org/wiki/Blue_and_White_(political_alliance),list_article,https://votes22.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%A9%D7%AA%D7%99%D7%99%D7%9D,
K22,22,ףז,ףז,1236,הפיראטים - כי כולנו באותה סירה והכל אותו שייט,official_results,הפיראטים (מפלגה ישראלית),Pirate Party of Israel,https://he.wikipedia.org/wiki/%D7%94%D7%A4%D7%99%D7%A8%D7%90%D7%98%D7%99%D7%9D_(%D7%9E%D7%A4%D7%9C%D7%92%D7%94_%D7%99%D7%A9%D7%A8%D7%90%D7%9C%D7%99%D7%AA),https://en.wikipedia.org/wiki/Pirate_Party_of_Israel,list_article,https://votes22.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%A9%D7%AA%D7%99%D7%99%D7%9D,
K22,22,צ,צ,3053,צדק בראשות אבי ילאו,official_results,צדק בראשות אבי ילאו,,,,no_standalone_article,https://votes22.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%A9%D7%AA%D7%99%D7%99%D7%9D,
K22,22,צן,צן,725,צפון,official_results,צפון,,,,no_standalone_article,https://votes22.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%A9%D7%AA%D7%99%D7%99%D7%9D,
K22,22,ץ,ץ,592,דעם - כלכלה ירוקה מדינה אחת,official_results,דעם,Da'am Workers Party,https://he.wikipedia.org/wiki/%D7%93%D7%A2%D7%9D,https://en.wikipedia.org/wiki/Da%27am_Workers_Party,list_article,https://votes22.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%A9%D7%AA%D7%99%D7%99%D7%9D,
K22,22,ק,ק,1473,זכויותינו בקולנו - לחיים בכבוד,official_results,זכויותינו בקולנו - לחיים בכבוד,,,,no_standalone_article,https://votes22.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%A9%D7%AA%D7%99%D7%99%D7%9D,
K22,22,קך,קך,928,סדר חדש - לשינוי שיטת הבחירות,official_results,סדר חדש - לשינוי שיטת הבחירות,,,,no_standalone_article,https://votes22.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%A9%D7%AA%D7%99%D7%99%D7%9D,
K22,22,קץ,קץ,994,"קמ""ה - קידום מעמד הפרט",official_results,"קמ""ה - קידום מעמד הפרט",,,,no_standalone_article,https://votes22.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%A9%D7%AA%D7%99%D7%99%D7%9D,
K22,22,רק,רק,2395,רון קובי - הימין החילוני נלחמים בכפייה החרדית,wikipedia_election_results,רון קובי - הימין החילוני נלחמים בכפייה החרדית,,,,no_standalone_article,https://votes22.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%A9%D7%AA%D7%99%D7%99%D7%9D,
K22,22,שס,שס,330199,"התאחדות הספרדים שומרי התורה תנועתו של מרן הרב עובדיה יוסף זצ""ל",official_results,"התאחדות הספרדים שומרי התורה תנועתו של מרן הרב עובדיה יוסף זצ""ל",,,,no_standalone_article,https://votes22.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%A9%D7%AA%D7%99%D7%99%D7%9D,
K21,21,אמת,אמת,190870,מפלגת העבודה בראשות אבי גבאי,official_results,מפלגת העבודה הישראלית,Israeli Labor Party,https://he.wikipedia.org/wiki/%D7%9E%D7%A4%D7%9C%D7%92%D7%AA_%D7%94%D7%A2%D7%91%D7%95%D7%93%D7%94_%D7%94%D7%99%D7%A9%D7%A8%D7%90%D7%9C%D7%99%D7%AA,https://en.wikipedia.org/wiki/Israeli_Labor_Party,list_article,https://votes21.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%90%D7%97%D7%AA,
K21,21,ג,ג,249049,יהדות התורה והשבת אגודת ישראל - דגל התורה,official_results,יהדות התורה,United Torah Judaism,https://he.wikipedia.org/wiki/%D7%99%D7%94%D7%93%D7%95%D7%AA_%D7%94%D7%AA%D7%95%D7%A8%D7%94,https://en.wikipedia.org/wiki/United_Torah_Judaism,list_article,https://votes21.bechirot.gov.il/nationalresults,https://he.wikipedia.org/wiki/%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%95%D7%AA_%D7%9C%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%A9%D7%A8%D7%99%D7%9D_%D7%95%D7%90%D7%97%D7%AA,
