election,geography_id,geography_type,locality_id,locality_code,locality_name,contributing_rows,contributing_kalpis,eligible_voters,actual_voters,valid_votes,invalid_votes,winning_ballot_letter,winning_votes,runner_up_votes,margin_votes,winning_vote_share,אמת,ג,ד,ה,ו,ז,זה,זך,חץ,טב,יש,כ,כן,כץ,ל,מחל,מרצ,נץ,עם,פ,פז,פכ,פץ,ף,צה,ק,קז,קנ,קפ,רק,שס
K17,loc:3749,locality,loc:3749,3749,יצהר,1,1,298,232,232,0,כ,142,71,71,0.612069,0,1,1,0,0,0,0,0,0,71,0,142,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
K17,loc:375,locality,loc:375,375,מגל,1,1,436,343,342,1,אמת,131,120,11,0.383041,131,0,0,0,1,0,0,7,2,2,0,0,120,0,4,11,47,0,0,2,0,0,0,0,0,1,0,4,0,10,0
K17,loc:3750,locality,loc:3750,3750,אלפי מנשה,7,7,4043,2780,2758,22,כן,867,490,377,0.314358,292,12,0,1,0,1,1,345,13,172,5,7,867,0,218,490,58,2,0,36,0,1,3,0,0,0,2,65,0,102,65
K17,loc:3751,locality,loc:3751,3751,מגדלים,1,1,89,51,50,1,כן,20,10,10,0.4,1,0,0,1,0,0,0,0,0,8,0,0,20,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
K17,loc:3752,locality,loc:3752,3752,מעלה לבונה,1,1,282,224,224,0,טב,161,33,128,0.71875,0,4,0,0,0,0,0,0,0,161,1,33,0,0,6,8,0,0,0,0,0,0,0,0,0,1,0,2,0,1,7
K17,loc:3754,locality,loc:3754,3754,אספר,1,1,151,104,103,1,ג,46,32,14,0.446602,1,46,0,0,0,0,0,0,0,32,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,17
K17,loc:3756,locality,loc:3756,3756,סוסיה,1,1,293,250,250,0,טב,193,28,165,0.772,0,2,0,0,0,0,0,0,0,193,0,28,0,0,1,9,2,0,0,0,0,0,0,0,0,0,0,1,0,1,13
K17,loc:3759,locality,loc:3759,3759,אדורה,1,1,133,74,73,1,כן,21,15,6,0.287671,8,0,0,0,1,0,0,1,0,13,0,3,21,0,8,15,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
K17,loc:376,locality,loc:376,376,עברון,1,1,581,456,453,3,מרצ,176,169,7,0.388521,169,0,0,0,0,2,0,4,1,2,0,0,57,0,4,2,176,0,0,2,0,0,0,0,0,0,0,27,0,6,1
K17,loc:3760,locality,loc:3760,3760,אורנית,6,6,3658,2676,2658,18,כן,883,427,456,0.332205,327,16,0,0,2,0,3,319,8,258,1,6,883,0,125,427,75,4,0,36,1,0,0,0,2,1,1,33,0,71,59
K17,loc:3762,locality,loc:3762,3762,איתמר,1,1,297,227,226,1,טב,161,29,132,0.712389,0,4,0,0,0,0,0,0,0,161,0,29,0,0,6,4,0,2,0,0,0,0,0,0,0,0,0,2,0,0,18
K17,loc:3763,locality,loc:3763,3763,גבע בנימין,2,2,1404,950,942,8,מחל,204,181,23,0.216561,61,12,0,1,0,1,5,61,2,136,0,40,104,1,96,204,9,0,0,5,1,0,1,0,1,0,0,16,0,4,181
K17,loc:3764,locality,loc:3764,3764,חגי,1,1,184,163,163,0,טב,131,13,118,0.803681,0,2,0,0,0,0,0,0,0,131,0,13,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8
K17,loc:3765,locality,loc:3765,3765,עלי,2,2,1258,1007,996,11,טב,740,61,679,0.742972,3,3,0,0,0,0,0,6,0,740,0,59,16,0,61,47,1,1,0,0,0,0,0,2,0,0,0,1,0,0,56
K17,loc:3766,locality,loc:3766,3766,כרמי צור,1,1,289,252,250,2,טב,206,22,184,0.824,2,2,0,0,0,0,0,0,0,206,0,22,0,0,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10
K17,loc:3767,locality,loc:3767,3767,נחליאל,1,1,129,95,95,0,שס,39,35,4,0.410526,0,6,0,0,0,0,0,0,0,12,0,35,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
K17,loc:3768,locality,loc:3768,3768,פדואל,1,1,510,424,424,0,טב,342,29,313,0.806604,1,3,0,0,0,0,0,0,0,342,0,29,3,0,15,15,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14
K17,loc:3769,locality,loc:3769,3769,הר אדר,3,3,1609,1226,1223,3,כן,411,337,74,0.336059,337,2,0,1,2,1,0,79,5,44,1,3,411,0,34,114,116,1,0,16,0,0,1,0,0,1,0,15,0,30,9
K17,loc:377,locality,loc:377,377,המעפיל,1,1,434,303,303,0,מרצ,140,78,62,0.462046,78,0,0,0,1,0,0,10,0,1,3,0,49,0,1,3,140,0,0,1,0,1,0,0,0,0,0,3,0,9,3
K17,loc:3770,locality,loc:3770,3770,חשמונאים,2,2,1375,1119,1113,6,טב,690,141,549,0.619946,10,29,0,0,0,0,1,9,0,690,0,42,12,0,21,132,4,2,0,8,0,1,0,0,0,0,0,3,0,8,141
K17,loc:3777,locality,loc:3777,3777,סנסנה,1,1,90,80,79,1,טב,61,11,50,0.772152,1,0,0,0,0,0,0,0,0,61,0,2,1,0,1,11,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
K17,loc:3778,locality,loc:3778,3778,עץ אפרים,1,1,421,312,306,6,מחל,70,66,4,0.228758,18,2,0,0,0,0,0,16,1,66,0,6,32,1,43,70,1,2,0,3,0,0,1,0,0,0,0,5,0,1,38
K17,loc:3779,locality,loc:3779,3779,כוכב יעקב,4,4,2277,1849,1833,16,שס,877,376,501,0.478451,5,292,0,0,0,0,0,3,0,376,1,228,1,0,11,37,0,0,0,1,0,0,0,0,0,0,0,1,0,0,877
K17,loc:378,locality,loc:378,378,משגב עם,1,1,193,111,110,1,אמת,66,16,50,0.6,66,0,0,0,1,0,0,3,0,1,0,0,16,0,5,0,8,0,0,1,0,0,0,0,0,0,0,3,0,5,1
K17,loc:3780,locality,loc:3780,3780,ביתר עילית,16,16,10091,7837,7779,58,ג,4213,2943,1270,0.541586,5,4213,0,0,0,0,0,5,0,141,0,355,13,0,25,66,3,3,0,4,0,0,0,0,0,1,0,1,0,1,2943
K17,loc:3781,locality,loc:3781,3781,קדר,1,1,360,238,237,1,מחל,61,46,15,0.257384,22,0,0,0,0,0,0,25,1,26,0,1,46,0,36,61,0,0,0,1,0,0,0,0,0,0,0,1,0,3,14
K17,loc:3784,locality,loc:3784,3784,שמעה,1,1,189,127,126,1,כן,42,18,24,0.333333,18,1,1,0,0,1,0,8,0,16,0,5,42,0,7,12,2,0,0,1,0,0,0,0,0,0,0,4,0,2,6
K17,loc:3787,locality,loc:3787,3787,נעלה,1,1,399,296,293,3,כן,73,54,19,0.249147,27,1,0,0,0,0,0,20,5,41,0,2,73,0,45,54,5,1,0,2,0,0,0,0,0,0,0,4,0,7,6
K17,loc:3788,locality,loc:3788,3788,טלמון,1,1,688,642,638,4,טב,556,26,530,0.871473,3,1,0,0,0,0,0,1,0,556,0,22,1,0,6,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21
K17,loc:379,locality,loc:379,379,גאולים,1,1,557,370,361,9,אמת,138,73,65,0.382271,138,3,0,0,0,0,0,26,0,28,0,3,73,0,11,18,2,0,0,2,0,0,0,0,0,0,0,11,0,6,40
K17,loc:3790,locality,loc:3790,3790,נופים,1,1,301,196,196,0,מחל,57,36,21,0.290816,7,2,0,0,0,0,0,17,0,31,1,9,18,0,36,57,2,0,0,0,0,0,0,0,0,0,0,2,0,1,13
K17,loc:3791,locality,loc:3791,3791,צופים,1,1,491,360,358,2,טב,150,61,89,0.418994,14,4,0,0,0,0,0,17,0,150,0,16,47,0,23,61,1,0,0,2,0,0,0,0,0,0,0,3,0,4,16
K17,loc:3793,locality,loc:3793,3793,אבני חפץ,1,1,421,376,374,2,טב,235,70,165,0.628342,0,1,0,0,0,0,0,1,0,235,0,32,10,1,4,16,0,0,2,0,0,0,1,0,0,0,0,1,0,0,70
K17,loc:3794,locality,loc:3794,3794,בת עין,1,1,349,243,241,2,כ,102,92,10,0.423237,0,7,0,0,0,0,0,1,0,92,0,102,0,0,1,17,0,3,0,0,0,0,0,0,0,0,0,1,0,1,16
K17,loc:3795,locality,loc:3795,3795,רבבה,1,1,292,278,278,0,טב,241,18,223,0.866906,0,0,0,0,0,0,0,1,0,241,0,18,1,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
K17,loc:3796,locality,loc:3796,3796,כפר האורנים,2,2,918,776,775,1,כן,306,188,118,0.394839,188,3,0,0,0,0,0,68,3,24,0,3,306,0,14,50,60,0,0,11,0,0,1,0,0,1,0,8,0,29,6
K17,loc:3797,locality,loc:3797,3797,מודיעין עילית,20,20,11891,10640,10564,76,ג,8288,1996,6292,0.784551,2,8288,0,0,1,1,0,5,0,141,1,55,9,0,19,38,2,2,0,2,0,0,1,0,0,0,0,1,0,0,1996
K17,loc:380,locality,loc:380,380,להבות הבשן,1,1,383,271,265,6,מרצ,137,65,72,0.516981,65,0,0,0,1,0,0,5,0,3,0,1,30,0,10,2,137,0,0,1,0,0,0,0,0,0,0,4,0,5,1
K17,loc:382,locality,loc:382,382,מכמורת,2,2,978,633,632,1,כן,207,165,42,0.327532,165,2,0,0,2,0,0,59,7,8,0,0,207,0,15,27,53,0,2,12,0,0,1,0,0,1,0,26,0,39,6
K17,loc:383,locality,loc:383,383,"עין הנצי""ב",1,1,403,313,312,1,טב,198,30,168,0.634615,16,2,0,0,0,0,0,4,1,198,0,4,30,0,6,27,3,0,0,14,0,0,0,0,0,0,0,2,0,5,0
K17,loc:385,locality,loc:385,385,עמיעד,1,1,452,284,282,2,אמת,134,71,63,0.475177,134,0,0,0,0,0,0,17,1,2,0,0,71,0,2,1,27,0,0,0,0,0,1,0,0,0,0,16,0,6,4
K17,loc:386,locality,loc:386,386,בני דרור,2,2,910,700,689,11,כן,265,176,89,0.384615,176,0,2,0,0,0,0,60,2,16,0,2,265,0,16,41,63,0,1,12,1,0,0,0,0,2,1,8,0,18,3
K17,loc:387,locality,loc:387,387,כפר מונש,1,1,544,396,392,4,כן,146,104,42,0.372449,104,2,0,0,0,0,0,27,0,3,0,0,146,0,8,26,45,0,0,5,0,0,0,0,2,0,0,8,0,14,2
K17,loc:388,locality,loc:388,388,כפר קיש,1,1,245,138,138,0,אמת,53,36,17,0.384058,53,1,0,0,0,0,0,14,0,1,2,0,36,0,5,2,7,0,0,5,0,1,1,0,0,0,0,0,0,5,5
K17,loc:389,locality,loc:389,389,בצרה,1,1,569,429,426,3,כן,168,100,68,0.394366,100,2,0,0,3,0,0,25,5,4,2,1,168,14,9,24,39,0,0,9,1,0,1,0,0,0,0,7,0,8,4
K17,loc:39,locality,loc:39,39,גפן,1,1,208,143,141,2,שס,52,37,15,0.368794,11,5,0,1,0,0,0,2,0,10,0,6,15,0,2,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
K17,loc:390,locality,loc:390,390,רגבה,1,1,562,413,408,5,אמת,191,139,52,0.468137,191,0,0,0,1,0,0,15,0,1,0,0,139,0,4,9,29,0,0,1,0,0,0,0,0,0,0,5,0,11,2
K17,loc:393,locality,loc:393,393,גלאון,1,1,342,219,217,2,מרצ,120,54,66,0.552995,54,0,0,0,0,0,0,3,0,0,0,0,23,0,0,1,120,0,0,0,0,0,0,0,0,0,0,10,0,6,0
K17,loc:394,locality,loc:394,394,שובל,1,1,541,381,377,4,מרצ,151,93,58,0.400531,93,0,0,0,0,0,1,13,0,2,0,1,81,0,10,10,151,0,0,3,0,0,0,0,0,0,0,2,0,7,3
K17,loc:395,locality,loc:395,395,משמר הנגב,1,1,705,405,399,6,אמת,224,87,137,0.561404,224,1,0,0,0,1,2,14,1,1,0,0,87,0,14,3,27,0,0,6,0,0,0,0,0,1,0,3,0,11,3
K17,loc:396,locality,loc:396,396,נבטים,1,1,471,330,324,6,אמת,95,89,6,0.29321,95,3,0,0,0,0,0,20,0,34,0,2,89,0,15,27,0,0,0,0,0,1,0,0,0,0,0,0,0,4,34
K17,loc:397,locality,loc:397,397,חצרים,1,1,709,524,520,4,אמת,319,82,237,0.613462,319,0,0,0,0,0,0,8,2,8,0,0,82,0,0,4,66,0,0,9,0,0,0,0,1,0,0,6,0,15,0
K17,loc:398,locality,loc:398,398,שרשרת,1,1,203,133,132,1,שס,43,32,11,0.325758,4,0,0,0,1,0,0,3,0,32,0,2,14,0,13,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43
K17,loc:399,locality,loc:399,399,בארי,1,1,736,542,537,5,אמת,364,84,280,0.67784,364,0,0,0,1,0,2,8,3,5,0,0,84,0,2,6,37,0,0,1,0,0,0,0,0,0,0,10,0,14,0
K17,loc:400,locality,loc:400,400,אבן שמואל,1,1,304,253,252,1,טב,144,54,90,0.571429,1,6,0,0,0,0,0,3,0,144,0,10,6,0,9,17,0,0,0,2,0,0,0,0,0,0,0,0,0,0,54
K17,loc:4000,locality,loc:4000,4000,חיפה,375,375,234676,134744,132516,2228,כן,38316,22517,15799,0.289142,22517,3246,3880,23,3804,60,876,9435,796,5664,231,655,38316,58,16184,11017,5096,97,359,826,78,28,91,33,64,146,200,1879,22,1937,4898
K17,loc:4001,locality,loc:4001,4001,בוקעאתא,1,1,239,91,90,1,שס,28,23,5,0.311111,23,0,0,1,0,0,0,0,0,0,0,0,18,0,17,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,28
K17,loc:4002,locality,loc:4002,4002,אלי-עד,1,1,213,127,120,7,כן,40,19,21,0.333333,15,1,0,0,0,0,0,15,0,3,0,0,40,0,19,3,0,2,0,1,2,0,1,0,0,0,0,9,0,9,0
K17,loc:4003,locality,loc:4003,4003,אל -רום,1,1,235,158,156,2,כן,52,51,1,0.333333,51,0,0,0,2,0,0,10,0,2,0,0,52,0,3,4,15,0,0,4,0,0,0,0,0,0,0,8,0,3,2
K17,loc:4004,locality,loc:4004,4004,כפר חרוב,1,1,239,136,136,0,כן,45,36,9,0.330882,36,0,0,2,1,0,0,15,0,2,0,0,45,0,5,2,9,0,0,4,0,0,0,0,0,0,0,7,0,8,0
K17,loc:4005,locality,loc:4005,4005,חספין,1,1,493,406,405,1,טב,329,22,307,0.812346,0,7,0,0,0,0,0,8,1,329,0,22,4,0,1,15,0,0,0,1,0,1,0,0,0,0,0,0,0,1,15
K17,loc:4006,locality,loc:4006,4006,קשת,1,1,315,260,260,0,טב,230,8,222,0.884615,0,3,0,0,0,0,0,0,0,230,0,8,0,0,6,6,1,2,0,0,0,0,0,0,0,0,0,1,0,0,3
K17,loc:4007,locality,loc:4007,4007,יונתן,1,1,202,156,156,0,טב,117,8,109,0.75,4,0,0,0,0,0,0,5,0,117,0,4,4,0,8,8,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1
K17,loc:4008,locality,loc:4008,4008,מעלה גמלא,1,1,283,172,169,3,כן,57,43,14,0.337278,43,0,0,0,0,0,0,8,1,6,0,0,57,0,10,4,9,0,0,9,0,0,0,0,0,0,0,3,0,19,0
K17,loc:4009,locality,loc:4009,4009,שעל,1,1,239,149,149,0,ל,38,23,15,0.255034,18,0,0,0,1,0,0,22,1,6,1,2,23,0,38,17,2,0,0,1,0,0,0,0,0,0,0,5,0,3,9
K17,loc:4010,locality,loc:4010,4010,אודם,1,1,74,46,46,0,כן,19,10,9,0.413043,6,0,0,0,0,0,0,10,0,2,1,0,19,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0
K17,loc:4011,locality,loc:4011,4011,אבני איתן,1,1,230,184,184,0,טב,111,27,84,0.603261,2,0,0,0,0,0,0,4,0,111,0,13,3,0,11,27,0,0,0,6,0,0,0,0,0,0,0,0,0,3,4
K17,loc:4012,locality,loc:4012,4012,אניעם,1,1,236,159,158,1,כן,47,32,15,0.297468,32,0,0,0,0,0,0,15,0,11,0,0,47,2,11,9,4,0,0,5,0,0,0,0,0,0,0,6,0,13,3
K17,loc:4013,locality,loc:4013,4013,אורטל,1,1,163,119,118,1,זך,28,25,3,0.237288,24,0,0,0,0,0,0,28,0,4,0,0,25,0,5,7,7,0,0,7,0,0,0,0,0,0,0,5,0,6,0
K17,loc:4015,locality,loc:4015,4015,בני יהודה,1,1,756,459,456,3,כן,133,100,33,0.291667,100,0,0,0,1,0,1,69,2,27,0,3,133,0,31,25,19,0,0,3,0,0,0,0,1,0,0,19,0,12,10
K17,loc:4017,locality,loc:4017,4017,אלוני הבשן,1,1,101,86,86,0,טב,56,20,36,0.651163,1,2,0,0,0,0,0,0,0,56,0,3,0,0,0,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
K17,loc:402,locality,loc:402,402,ניר יצחק,1,1,494,347,346,1,מרצ,196,90,106,0.566474,90,0,2,0,5,0,0,2,0,4,0,0,30,0,2,0,196,0,0,1,0,0,0,0,0,0,0,5,0,7,2
K17,loc:4021,locality,loc:4021,4021,גבעת יואב,1,1,363,241,240,1,כן,51,49,2,0.2125,49,0,0,0,0,0,1,30,1,22,1,1,51,0,28,8,10,0,0,5,0,0,0,0,9,0,0,12,0,9,3
K17,loc:4022,locality,loc:4022,4022,גשור,1,1,156,109,106,3,כן,31,16,15,0.292453,16,0,0,0,0,0,0,14,0,2,0,0,31,0,8,2,15,0,0,0,0,0,0,0,0,0,1,5,0,7,5
K17,loc:4025,locality,loc:4025,4025,קדמת צבי,1,1,235,153,153,0,כן,59,28,31,0.385621,28,0,0,0,1,0,0,11,1,6,0,0,59,0,7,4,13,0,0,10,0,0,1,0,0,0,0,1,0,10,1
K17,loc:4026,locality,loc:4026,4026,חד-נס,1,1,275,178,177,1,כן,55,23,32,0.310734,23,0,0,0,1,0,0,18,0,12,0,4,55,2,14,8,8,0,0,2,0,0,0,0,0,0,1,6,0,13,10
K17,loc:4028,locality,loc:4028,4028,כנף,1,1,138,107,106,1,כן,36,16,20,0.339623,10,0,0,0,0,0,0,12,0,7,1,0,36,0,16,4,4,0,0,7,0,0,0,0,0,0,0,1,0,8,0
K17,loc:403,locality,loc:403,403,אורים,1,1,419,241,237,4,אמת,118,63,55,0.49789,118,0,0,0,1,0,0,5,0,4,0,0,63,0,3,1,27,0,0,4,0,0,0,0,0,0,0,6,0,5,0
K17,loc:405,locality,loc:405,405,נווה אילן,1,1,389,214,210,4,אמת,67,50,17,0.319048,67,3,0,0,1,0,0,17,0,4,0,0,50,0,2,20,16,0,0,2,1,0,0,0,0,0,0,11,0,16,0
K17,loc:406,locality,loc:406,406,חצור-אשדוד,1,1,569,415,414,1,מרצ,205,103,102,0.495169,103,0,0,0,2,0,0,3,2,1,0,1,71,0,3,1,205,0,0,0,0,0,0,0,0,0,0,12,0,9,1
K17,loc:407,locality,loc:407,407,דברת,1,1,252,170,169,1,אמת,75,41,34,0.443787,75,1,0,0,0,0,0,4,0,2,0,0,41,0,2,6,11,0,0,1,0,0,0,0,0,0,0,14,0,5,7
K17,loc:408,locality,loc:408,408,נאות מרדכי,1,1,473,330,329,1,אמת,169,58,111,0.513678,169,3,0,0,0,0,0,13,1,7,0,1,58,0,4,8,22,2,0,3,0,0,0,0,0,1,0,22,0,10,5
K17,loc:409,locality,loc:409,409,יחיעם,1,1,377,242,242,0,מרצ,116,62,54,0.479339,62,0,0,0,0,0,0,10,2,2,0,0,38,0,4,0,116,0,0,1,0,0,0,0,0,0,0,6,0,1,0
K17,loc:41,locality,loc:41,41,אליכין,3,3,1890,1299,1280,19,שס,335,198,137,0.261719,185,114,0,0,0,0,1,42,0,198,2,5,180,0,36,151,7,0,0,2,1,0,0,0,1,0,0,8,0,12,335
K17,loc:4100,locality,loc:4100,4100,קצרין,8,8,5207,2851,2782,69,כן,751,551,200,0.26995,309,22,6,1,2,1,0,213,8,216,4,33,751,1,551,250,48,1,1,18,3,0,3,1,2,6,5,71,0,56,199
K17,loc:4101,locality,loc:4101,4101,מרום גולן,1,1,402,254,252,2,אמת,94,62,32,0.373016,94,0,0,0,1,0,0,31,0,10,0,0,62,0,8,11,10,0,0,4,0,0,1,0,0,0,0,6,0,13,1
K17,loc:413,locality,loc:413,413,צאלים,1,1,365,248,244,4,אמת,135,37,98,0.553279,135,0,0,0,1,1,0,12,1,9,0,0,37,0,9,2,23,0,0,0,0,0,1,0,1,0,0,7,0,4,1
K17,loc:414,locality,loc:414,414,קלחים,1,1,210,134,132,2,אמת,61,33,28,0.462121,61,0,0,0,0,0,0,5,0,3,0,1,21,0,2,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,33
K17,loc:415,locality,loc:415,415,שוקדה,1,1,147,93,92,1,שס,38,24,14,0.413043,24,0,0,0,0,0,0,1,0,11,0,1,4,0,2,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,38
K17,loc:416,locality,loc:416,416,מעיין ברוך,1,1,283,184,182,2,אמת,119,31,88,0.653846,119,0,0,0,0,0,0,7,0,1,0,0,31,0,3,1,11,0,0,2,0,0,0,0,0,0,0,3,0,4,0
K17,loc:417,locality,loc:417,417,יקום,1,1,472,363,361,2,מרצ,142,116,26,0.393352,116,0,0,0,0,0,0,8,0,2,0,0,60,0,2,2,142,0,0,4,0,0,0,0,0,1,0,12,0,10,2
K17,loc:418,locality,loc:418,418,בני ציון,1,1,612,470,466,4,כן,211,93,118,0.45279,93,5,0,0,3,0,1,17,2,6,0,1,211,5,8,35,48,0,0,10,0,0,0,0,0,1,0,2,0,12,6
K17,loc:419,locality,loc:419,419,סעד,1,1,514,405,405,0,טב,180,59,121,0.444444,58,3,0,0,0,0,0,14,1,180,0,0,59,0,19,20,12,0,0,16,0,0,0,0,0,0,0,1,0,15,7
K17,loc:4201,locality,loc:4201,4201,מג'דל שמס,1,1,316,95,95,0,כן,33,30,3,0.347368,5,0,0,0,0,0,0,0,0,0,0,0,33,1,19,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,30
K17,loc:4203,locality,loc:4203,4203,מסעדה,1,1,122,48,48,0,שס,20,13,7,0.416667,4,0,0,0,0,0,0,1,0,0,0,1,5,0,13,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,20
K17,loc:4204,locality,loc:4204,4204,מבוא חמה,1,1,330,178,176,2,אמת,59,46,13,0.335227,59,0,1,1,0,0,0,22,0,2,0,0,46,0,9,6,7,0,0,5,0,0,0,0,0,1,0,10,0,7,0
K17,loc:421,locality,loc:421,421,משאבי שדה,1,1,439,285,284,1,אמת,162,54,108,0.570423,162,1,0,0,0,0,0,6,0,2,1,0,54,0,2,3,32,0,0,4,0,0,0,0,0,0,0,7,0,9,1
K17,loc:422,locality,loc:422,422,חרב לאת,1,1,394,283,281,2,כן,114,61,53,0.405694,61,0,0,0,0,0,1,17,1,21,0,1,114,0,6,21,17,0,0,3,0,0,0,0,4,0,0,7,0,7,0
K17,loc:423,locality,loc:423,423,העוגן,1,1,549,373,371,2,מרצ,163,111,52,0.439353,111,0,0,5,0,0,0,16,0,5,0,0,50,0,5,2,163,0,0,1,0,0,0,0,0,1,0,2,0,8,2
K17,loc:424,locality,loc:424,424,גבים,1,1,279,213,211,2,אמת,131,31,100,0.620853,131,0,0,0,0,0,0,11,0,0,0,0,31,0,2,1,24,0,0,1,0,0,0,0,0,0,0,4,0,6,0
K17,loc:425,locality,loc:425,425,משמרת,1,1,458,362,354,8,כן,143,96,47,0.403955,96,0,0,0,0,0,0,24,0,6,0,3,143,0,17,8,31,0,0,7,0,0,0,0,0,0,0,5,0,13,1
K17,loc:426,locality,loc:426,426,עין כרמל,1,1,343,262,262,0,אמת,158,43,115,0.603053,158,0,0,0,0,0,0,8,0,2,0,0,43,0,9,1,23,0,0,1,0,0,0,0,0,0,0,7,0,9,1
K17,loc:427,locality,loc:427,427,כפר גלים,1,1,83,59,59,0,אמת,17,16,1,0.288136,17,0,0,0,0,0,2,2,0,1,0,0,16,0,4,3,5,0,1,2,0,0,0,0,0,0,0,2,0,2,2
K17,loc:428,locality,loc:428,428,ברור חיל,1,1,453,272,271,1,אמת,188,46,142,0.693727,188,0,0,0,0,0,0,4,0,1,0,0,46,0,0,4,18,0,0,2,0,0,1,0,0,0,0,4,0,1,2
K17,loc:429,locality,loc:429,429,אלוני אבא,1,1,251,196,196,0,אמת,77,52,25,0.392857,77,0,0,0,0,0,0,12,1,1,1,0,52,0,6,6,26,0,0,3,0,0,0,0,0,2,0,4,0,3,2
K17,loc:43,locality,loc:43,43,מטולה,2,2,1162,701,693,8,כן,245,199,46,0.353535,199,7,1,0,1,0,1,44,4,15,0,3,245,0,26,48,35,0,0,7,0,0,1,0,0,1,0,20,0,28,7
K17,loc:430,locality,loc:430,430,בית לחם הגלילית,1,1,468,347,346,1,כן,122,99,23,0.352601,99,1,0,0,1,0,0,13,0,11,0,0,122,0,11,15,38,0,0,14,0,0,0,0,0,2,0,10,0,8,1
K17,loc:4301,locality,loc:4301,4301,אפיק,1,1,229,147,145,2,אמת,57,40,17,0.393103,57,0,0,0,0,0,0,18,1,3,0,0,40,0,5,8,5,0,0,0,0,0,0,0,0,0,0,4,0,3,1
K17,loc:4303,locality,loc:4303,4303,"נווה אטי""ב",1,1,147,91,91,0,כן,37,10,27,0.406593,2,0,0,0,0,0,0,8,0,6,0,4,37,0,10,6,2,1,1,1,0,0,0,0,0,0,0,7,0,6,0
K17,loc:4304,locality,loc:4304,4304,נוב,1,1,392,305,304,1,טב,204,49,155,0.671053,1,2,0,0,0,0,0,4,0,204,0,15,1,0,11,49,0,4,0,2,0,0,0,0,0,0,0,0,0,1,10
K17,loc:431,locality,loc:431,431,דלתון,1,1,519,276,274,2,שס,100,50,50,0.364964,26,1,1,0,0,0,0,3,0,47,1,7,23,0,12,50,0,1,1,0,0,0,0,0,0,0,1,0,0,0,100
K17,loc:432,locality,loc:432,432,שמרת,1,1,357,252,250,2,מרצ,112,79,33,0.448,79,1,0,0,1,0,0,8,1,2,0,0,29,0,4,4,112,0,0,0,0,0,0,0,0,0,0,2,0,6,1
K17,loc:433,locality,loc:433,433,נחשולים,1,1,356,262,261,1,אמת,125,62,63,0.478927,125,0,0,0,0,0,0,29,1,0,1,0,62,0,1,1,17,0,0,4,0,0,0,0,0,1,0,9,0,10,0
K17,loc:434,locality,loc:434,434,החותרים,1,1,459,336,334,2,אמת,194,65,129,0.580838,194,2,0,0,0,0,0,8,0,1,0,0,65,0,3,6,33,0,0,1,0,0,0,0,0,0,0,8,0,12,1
K17,loc:435,locality,loc:435,435,נצר סרני,1,1,512,387,383,4,אמת,196,90,106,0.511749,196,0,0,0,0,0,0,16,1,4,0,0,90,0,4,5,50,1,0,0,0,0,0,0,0,0,0,7,0,6,3
K17,loc:436,locality,loc:436,436,עין דור,1,1,672,399,397,2,מרצ,210,77,133,0.528967,77,0,0,0,1,0,1,12,2,1,1,0,71,0,4,3,210,0,0,1,0,0,0,0,0,0,0,7,0,6,0
K17,loc:437,locality,loc:437,437,רשפים,1,1,357,268,267,1,מרצ,111,84,27,0.41573,84,0,0,0,1,1,0,13,0,3,1,0,36,1,1,1,111,0,0,1,0,0,0,0,0,0,0,9,0,3,1
K17,loc:439,locality,loc:439,439,שלוחות,1,1,376,268,263,5,טב,140,46,94,0.532319,17,5,0,0,1,0,0,4,0,140,0,1,46,0,3,14,3,0,0,16,0,0,0,0,0,0,1,5,0,5,2
K17,loc:44,locality,loc:44,44,זוהר,1,1,269,171,170,1,שס,59,48,11,0.347059,48,1,0,0,0,0,0,4,0,1,0,0,18,0,3,33,1,0,0,0,0,0,0,0,0,0,0,1,0,1,59
K17,loc:440,locality,loc:440,440,יסודות,1,1,231,204,202,2,ג,180,17,163,0.891089,0,180,0,0,0,0,0,0,0,17,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
