election,geography_id,geography_type,locality_id,locality_code,locality_name,contributing_rows,contributing_kalpis,eligible_voters,actual_voters,valid_votes,invalid_votes,winning_ballot_letter,winning_votes,runner_up_votes,margin_votes,winning_vote_share,אמת,ג,ודעם,ז,זך,זץ,טב,י,יז,יך,יץ,כ,ל,מחל,מרצ,נז,ני,נץ,ע,פה,ף,ףץ,קנ,קץ,רק,שס
K20,loc:3722,locality,loc:3722,3722,אשכולות,1,1,212,166,165,1,מחל,54,34,20,0.327273,24,1,0,0,0,0,25,0,0,0,0,14,3,54,1,0,0,0,0,34,0,0,2,5,2,0
K20,loc:3723,locality,loc:3723,3723,פני חבר,1,1,192,166,166,0,קץ,90,52,38,0.542169,1,0,0,0,0,0,52,0,0,0,0,0,0,20,0,0,0,1,0,0,0,1,0,90,0,1
K20,loc:3724,locality,loc:3724,3724,נגוהות,1,1,87,82,82,0,טב,59,15,44,0.719512,0,0,0,0,0,0,59,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,15,0,0
K20,loc:3725,locality,loc:3725,3725,נווה דניאל,2,2,1341,1093,1089,4,טב,691,272,419,0.634527,11,4,0,0,0,1,691,0,0,0,0,18,2,272,1,3,0,0,0,5,0,0,5,70,0,6
K20,loc:3726,locality,loc:3726,3726,נוקדים,2,2,922,760,756,4,טב,296,213,83,0.391534,12,9,1,0,0,1,296,0,0,0,0,13,119,213,2,2,0,1,0,5,0,0,8,70,0,4
K20,loc:3727,locality,loc:3727,3727,עלי זהב,1,1,657,532,530,2,טב,321,140,181,0.60566,8,0,0,0,0,0,321,0,0,0,0,14,12,140,0,0,0,0,0,10,0,0,1,18,0,6
K20,loc:373,locality,loc:373,373,בית הלוי,1,1,513,420,419,1,אמת,221,66,155,0.527446,221,0,1,0,0,0,8,0,0,0,0,23,2,40,41,0,0,0,0,66,0,0,11,3,2,1
K20,loc:3730,locality,loc:3730,3730,גבעת זאב,18,18,10109,7854,7802,52,מחל,2644,1051,1593,0.338887,567,1051,6,1,0,2,813,1,0,0,0,472,119,2644,64,4,1,0,0,498,0,2,80,599,3,875
K20,loc:374,locality,loc:374,374,חוקוק,1,1,406,282,280,2,אמת,152,52,100,0.542857,152,0,4,0,0,0,7,0,0,0,0,10,5,20,52,0,0,0,0,21,0,0,8,0,1,0
K20,loc:3743,locality,loc:3743,3743,טנא,1,1,474,363,362,1,טב,116,79,37,0.320442,41,1,1,0,0,0,116,0,0,0,0,27,15,79,2,0,0,0,0,38,0,0,2,38,0,2
K20,loc:3744,locality,loc:3744,3744,ברוכין,1,1,230,198,198,0,טב,154,24,130,0.777778,0,1,0,0,0,0,154,0,0,0,0,1,0,24,0,0,0,0,0,0,0,0,0,18,0,0
K20,loc:3745,locality,loc:3745,3745,מצדות יהודה,1,1,285,249,249,0,טב,168,37,131,0.674699,4,0,0,0,0,0,168,0,0,0,0,5,0,27,2,0,0,0,0,0,0,0,4,37,0,2
K20,loc:3746,locality,loc:3746,3746,קריית נטפים,1,1,352,306,306,0,טב,174,88,86,0.568627,1,3,0,0,0,0,174,0,0,0,0,11,3,88,0,0,0,0,0,3,0,0,1,18,0,4
K20,loc:3747,locality,loc:3747,3747,דולב,1,1,725,611,608,3,טב,459,73,386,0.754934,4,1,0,0,0,0,459,0,0,0,0,3,1,73,2,0,0,1,0,0,0,0,5,59,0,0
K20,loc:3748,locality,loc:3748,3748,עתניאל,1,1,391,335,335,0,טב,228,65,163,0.680597,0,1,0,0,0,0,228,0,0,0,0,5,0,33,2,0,0,0,0,1,0,0,0,65,0,0
K20,loc:3749,locality,loc:3749,3749,יצהר,1,1,539,448,448,0,קץ,332,90,242,0.741071,0,6,1,0,0,0,90,0,0,0,0,1,0,8,0,0,0,2,0,1,0,0,4,332,0,3
K20,loc:375,locality,loc:375,375,מגל,1,1,717,600,597,3,אמת,396,70,326,0.663317,396,0,1,0,0,0,13,0,0,0,0,23,9,14,62,1,0,0,0,70,0,0,7,1,0,0
K20,loc:3750,locality,loc:3750,3750,אלפי מנשה,9,9,5366,4249,4237,12,מחל,1286,879,407,0.303517,879,39,2,1,0,0,404,0,0,0,0,393,105,1286,78,1,0,1,0,866,1,1,75,53,2,50
K20,loc:3751,locality,loc:3751,3751,מגדלים,1,1,134,93,93,0,טב,34,26,8,0.365591,2,0,1,0,0,0,34,0,0,0,0,3,7,26,2,0,0,0,0,4,0,0,8,6,0,0
K20,loc:3752,locality,loc:3752,3752,מעלה לבונה,1,1,359,291,289,2,טב,137,87,50,0.474048,0,1,1,0,0,0,137,0,0,0,0,1,3,58,0,0,0,0,0,0,0,0,1,87,0,0
K20,loc:3754,locality,loc:3754,3754,אספר,1,1,248,187,185,2,ג,69,52,17,0.372973,0,69,0,0,0,0,52,0,0,0,0,0,2,6,0,1,0,0,0,0,0,0,0,40,0,15
K20,loc:3756,locality,loc:3756,3756,סוסיה,1,1,525,429,426,3,טב,318,67,251,0.746479,0,0,0,0,0,0,318,0,0,0,0,2,0,35,1,0,0,0,0,0,0,0,2,67,0,1
K20,loc:3759,locality,loc:3759,3759,אדורה,1,1,220,176,176,0,טב,57,39,18,0.323864,24,0,0,0,0,0,57,0,0,0,0,19,3,39,1,0,0,0,0,10,0,0,4,18,0,1
K20,loc:376,locality,loc:376,376,עברון,2,2,614,489,485,4,אמת,317,106,211,0.653608,317,1,1,0,0,0,0,0,0,0,0,11,3,10,106,0,0,0,0,23,1,0,10,0,0,2
K20,loc:3760,locality,loc:3760,3760,אורנית,9,9,5690,4660,4651,9,מחל,1214,1004,210,0.261019,1003,35,0,0,0,0,678,0,0,0,0,338,75,1214,119,1,0,1,1,1004,0,4,72,57,6,43
K20,loc:3762,locality,loc:3762,3762,איתמר,1,1,485,398,398,0,טב,178,162,16,0.447236,2,13,0,0,0,0,178,0,0,0,0,0,1,35,0,0,0,0,0,0,0,0,3,162,0,4
K20,loc:3763,locality,loc:3763,3763,גבע בנימין,5,4,2743,2182,2161,21,מחל,869,363,506,0.402129,67,30,2,1,0,0,363,0,0,0,0,150,55,869,6,0,0,1,0,75,0,1,16,276,0,249
K20,loc:3764,locality,loc:3764,3764,חגי,1,1,256,225,225,0,טב,126,64,62,0.56,0,0,0,0,0,0,126,0,0,0,0,0,0,34,0,0,0,0,0,0,0,1,0,64,0,0
K20,loc:3765,locality,loc:3765,3765,עלי,3,3,1900,1529,1525,4,טב,760,365,395,0.498361,5,9,0,0,0,0,760,0,0,0,0,15,16,323,1,2,0,1,0,0,0,0,6,365,1,21
K20,loc:3766,locality,loc:3766,3766,כרמי צור,1,1,529,475,475,0,טב,306,86,220,0.644211,0,4,0,0,0,0,306,0,0,0,0,1,0,71,0,0,0,0,0,0,0,0,4,86,0,3
K20,loc:3767,locality,loc:3767,3767,נחליאל,1,1,288,245,244,1,קץ,173,27,146,0.709016,0,10,0,0,0,0,27,0,0,0,0,0,1,13,0,0,0,1,0,0,0,0,0,173,0,19
K20,loc:3768,locality,loc:3768,3768,פדואל,1,1,789,686,684,2,טב,497,90,407,0.726608,0,0,0,0,0,0,497,0,0,0,0,2,0,84,1,0,0,1,0,2,0,0,1,90,0,6
K20,loc:3769,locality,loc:3769,3769,הר אדר,5,5,2668,2135,2125,10,אמת,824,392,432,0.387765,824,2,5,0,0,0,92,0,0,0,0,162,25,392,191,2,0,0,0,388,0,0,17,9,1,15
K20,loc:377,locality,loc:377,377,המעפיל,1,1,571,440,438,2,אמת,219,124,95,0.5,219,2,0,0,0,0,5,0,0,0,0,17,1,16,124,0,0,0,0,48,0,0,2,1,0,3
K20,loc:3770,locality,loc:3770,3770,חשמונאים,3,3,2188,1741,1736,5,טב,865,480,385,0.498272,18,46,2,0,0,0,865,0,0,0,0,46,5,480,8,0,0,0,0,13,0,0,13,164,1,75
K20,loc:3777,locality,loc:3777,3777,סנסנה,1,1,163,145,145,0,טב,110,22,88,0.758621,0,0,0,0,0,0,110,0,0,0,0,2,0,22,0,0,0,0,0,1,0,0,0,9,0,1
K20,loc:3778,locality,loc:3778,3778,עץ אפרים,2,2,955,807,803,4,טב,285,280,5,0.354919,38,4,0,0,0,0,285,0,0,0,0,48,25,280,12,0,0,0,0,42,0,1,9,33,2,24
K20,loc:3779,locality,loc:3779,3779,כוכב יעקב,5,5,3243,2700,2684,16,קץ,854,848,6,0.318182,5,276,0,0,0,1,419,0,0,0,0,11,4,248,2,1,0,2,0,2,0,2,9,854,0,848
K20,loc:378,locality,loc:378,378,משגב עם,1,1,236,166,164,2,אמת,98,21,77,0.597561,98,0,0,0,0,0,3,0,0,0,0,7,6,7,21,0,0,0,0,12,0,0,9,0,0,1
K20,loc:3780,locality,loc:3780,3780,ביתר עילית,33,32,19103,16125,15976,149,ג,9347,3904,5443,0.585065,22,9347,0,1,0,0,101,1,0,0,0,27,26,234,9,6,0,5,1,8,0,7,27,2249,1,3904
K20,loc:3781,locality,loc:3781,3781,קדר,2,2,822,660,656,4,מחל,373,88,285,0.568598,38,3,0,0,0,2,88,0,0,0,0,48,7,373,1,2,0,0,0,40,0,0,21,14,0,19
K20,loc:3784,locality,loc:3784,3784,שמעה,1,1,304,214,211,3,טב,71,62,9,0.336493,14,0,0,0,0,0,71,0,0,0,0,14,7,62,3,0,0,0,0,11,0,0,4,22,0,3
K20,loc:3787,locality,loc:3787,3787,נעלה,1,1,785,634,629,5,מחל,198,125,73,0.314785,97,3,0,0,0,0,125,0,0,0,0,67,26,198,6,1,0,0,0,81,1,0,10,9,1,4
K20,loc:3788,locality,loc:3788,3788,טלמון,3,2,1538,1360,1357,3,טב,869,353,516,0.640383,1,13,0,0,0,0,869,0,0,0,0,1,0,106,0,1,0,0,0,2,0,0,2,353,0,9
K20,loc:379,locality,loc:379,379,גאולים,1,1,647,528,522,6,אמת,147,131,16,0.281609,147,7,0,0,0,0,36,0,0,0,0,89,6,131,18,0,0,0,0,56,0,1,6,5,2,18
K20,loc:3790,locality,loc:3790,3790,נופים,1,1,425,311,309,2,מחל,164,81,83,0.530744,7,1,0,0,0,1,81,0,0,0,0,10,18,164,0,0,0,0,0,4,0,1,8,9,0,5
K20,loc:3791,locality,loc:3791,3791,צופים,2,2,1104,928,923,5,טב,387,272,115,0.419285,57,5,0,0,0,0,387,0,0,0,0,56,12,272,8,1,0,0,0,57,0,1,17,40,1,9
K20,loc:3793,locality,loc:3793,3793,אבני חפץ,2,2,854,735,733,2,טב,389,147,242,0.530696,2,0,0,0,0,0,389,0,0,0,0,14,4,147,1,0,0,0,0,0,0,1,2,141,0,32
K20,loc:3794,locality,loc:3794,3794,בת עין,1,1,703,525,524,1,קץ,212,185,27,0.40458,2,9,0,0,0,0,185,0,0,0,0,3,0,74,1,1,0,3,0,4,2,2,10,212,2,14
K20,loc:3795,locality,loc:3795,3795,רבבה,1,1,787,716,715,1,טב,546,92,454,0.763636,0,5,0,0,0,0,546,0,0,0,0,0,1,67,0,0,0,0,0,1,0,0,1,92,0,2
K20,loc:3796,locality,loc:3796,3796,כפר האורנים,2,2,1358,1104,1099,5,אמת,440,261,179,0.400364,440,5,0,0,0,0,66,0,0,0,0,96,5,128,71,0,1,0,0,261,0,0,10,14,0,2
K20,loc:3797,locality,loc:3797,3797,מודיעין עילית,38,37,23529,21002,19866,1136,ג,15044,3342,11702,0.757274,6,15044,2,1,4,0,259,0,0,0,0,29,15,256,8,8,1,4,0,10,3,24,31,818,1,3342
K20,loc:380,locality,loc:380,380,להבות הבשן,1,1,629,463,461,2,אמת,185,139,46,0.401302,185,1,7,0,0,0,17,0,0,0,0,16,9,34,139,0,0,0,0,44,0,0,6,0,1,2
K20,loc:382,locality,loc:382,382,מכמורת,2,2,1040,737,734,3,אמת,416,104,312,0.566757,416,0,1,0,0,1,14,0,0,0,0,39,2,47,104,0,0,0,0,88,0,1,17,2,2,0
K20,loc:3822,locality,loc:3822,3822,רחלים,1,1,213,199,199,0,טב,142,28,114,0.713568,0,0,0,0,0,0,142,0,0,0,0,1,0,27,0,0,0,0,0,0,0,0,1,28,0,0
K20,loc:383,locality,loc:383,383,"עין הנצי""ב",1,1,429,333,333,0,טב,198,51,147,0.594595,29,0,0,0,0,0,198,0,0,0,0,8,1,51,7,1,0,0,0,23,0,0,4,11,0,0
K20,loc:385,locality,loc:385,385,עמיעד,1,1,418,269,269,0,אמת,185,37,148,0.687732,185,0,0,0,1,0,3,0,0,0,0,6,1,10,37,0,0,0,0,17,0,0,8,0,1,0
K20,loc:386,locality,loc:386,386,בני דרור,2,2,1034,746,741,5,אמת,374,132,242,0.504723,374,0,2,0,0,0,24,0,0,0,0,35,8,132,43,0,0,0,0,109,0,1,11,1,0,1
K20,loc:387,locality,loc:387,387,כפר מונש,2,2,618,491,488,3,אמת,276,81,195,0.565574,276,0,1,0,0,0,8,0,0,0,0,27,2,30,56,0,0,1,0,81,0,1,3,0,2,0
K20,loc:388,locality,loc:388,388,כפר קיש,1,1,374,278,276,2,אמת,149,38,111,0.539855,149,0,0,0,0,0,13,0,0,0,0,16,2,34,18,0,1,0,0,38,0,0,3,0,0,2
K20,loc:389,locality,loc:389,389,בצרה,2,2,691,556,553,3,אמת,301,97,204,0.544304,301,0,0,0,0,0,27,0,0,0,0,21,2,49,44,0,0,0,0,97,0,0,8,4,0,0
K20,loc:39,locality,loc:39,39,גפן,1,1,252,197,194,3,מחל,107,28,79,0.551546,4,9,0,0,0,0,18,1,0,0,0,15,1,107,1,0,0,0,1,3,0,0,2,3,1,28
K20,loc:390,locality,loc:390,390,רגבה,2,2,829,637,634,3,אמת,363,95,268,0.572555,363,1,0,0,0,0,20,0,0,0,0,26,10,70,39,0,0,0,0,95,0,0,4,0,0,6
K20,loc:393,locality,loc:393,393,גלאון,1,1,388,264,262,2,אמת,133,76,57,0.507634,133,0,1,0,0,0,5,0,0,0,0,8,1,7,76,0,0,0,0,28,0,0,2,1,0,0
K20,loc:394,locality,loc:394,394,שובל,1,1,528,390,388,2,אמת,195,107,88,0.502577,195,0,4,0,0,0,9,0,0,0,0,5,4,20,107,0,0,0,0,41,0,0,1,2,0,0
K20,loc:395,locality,loc:395,395,משמר הנגב,2,2,736,493,490,3,אמת,323,46,277,0.659184,323,0,0,0,0,0,7,0,0,0,0,26,4,46,36,0,0,0,0,42,1,0,4,0,1,0
K20,loc:396,locality,loc:396,396,נבטים,1,1,589,481,478,3,אמת,148,132,16,0.309623,148,3,3,0,0,0,56,0,0,0,0,65,3,132,6,0,0,0,1,43,0,1,1,10,0,6
K20,loc:397,locality,loc:397,397,חצרים,2,2,768,586,586,0,אמת,408,87,321,0.696246,408,0,0,0,0,0,4,0,0,0,0,14,6,20,87,0,0,0,0,42,0,0,4,0,0,1
K20,loc:398,locality,loc:398,398,שרשרת,1,1,229,179,177,2,מחל,79,62,17,0.446328,6,1,0,0,0,0,13,0,0,0,0,4,1,79,1,0,0,0,0,1,0,0,0,62,0,9
K20,loc:399,locality,loc:399,399,בארי,2,2,804,669,667,2,אמת,443,109,334,0.664168,443,1,0,0,0,0,14,0,0,0,0,13,5,18,109,0,0,0,0,50,0,0,13,0,1,0
K20,loc:400,locality,loc:400,400,אבן שמואל,1,1,586,522,519,3,טב,232,118,114,0.447013,7,6,0,0,0,0,232,0,0,0,0,15,0,116,1,1,0,0,0,2,0,0,2,118,0,19
K20,loc:4000,locality,loc:4000,4000,חיפה,413,411,243274,151318,149560,1758,אמת,37805,31025,6780,0.252775,37805,4894,12363,24,10,15,8032,14,8,0,13,12697,12010,31025,6783,55,12,16,103,16826,40,87,1596,1648,142,3342
K20,loc:4001,locality,loc:4001,4001,בוקעאתא,1,1,363,17,17,0,מחל,5,4,1,0.294118,4,0,1,0,0,0,0,0,0,0,0,3,0,5,1,0,0,0,0,1,0,0,1,0,0,1
K20,loc:4002,locality,loc:4002,4002,אלי-עד,1,1,260,181,181,0,אמת,60,31,29,0.331492,60,0,1,0,0,0,24,0,0,0,0,17,7,11,7,0,0,0,0,31,0,0,19,3,0,1
K20,loc:4003,locality,loc:4003,4003,אל -רום,1,1,296,207,205,2,אמת,103,28,75,0.502439,103,0,0,0,0,0,6,0,0,0,0,12,3,14,28,0,0,0,0,24,0,0,14,1,0,0
K20,loc:4004,locality,loc:4004,4004,כפר חרוב,1,1,332,216,215,1,אמת,109,39,70,0.506977,109,0,1,0,0,0,8,0,0,0,0,19,2,17,18,0,0,0,0,39,0,0,1,0,1,0
K20,loc:4005,locality,loc:4005,4005,חספין,1,1,703,576,576,0,טב,425,65,360,0.737847,3,2,0,0,0,0,425,0,0,0,0,3,2,65,1,0,0,0,0,3,0,0,0,65,0,7
K20,loc:4006,locality,loc:4006,4006,קשת,1,1,379,299,297,2,טב,189,69,120,0.636364,4,2,0,0,0,0,189,0,0,0,0,1,0,28,0,0,0,0,0,1,0,0,2,69,0,1
K20,loc:4007,locality,loc:4007,4007,יונתן,1,1,296,234,233,1,טב,143,47,96,0.613734,8,2,0,0,0,0,143,0,0,0,0,10,0,47,0,0,0,0,0,11,0,0,3,9,0,0
K20,loc:4008,locality,loc:4008,4008,מעלה גמלא,1,1,335,252,252,0,אמת,126,36,90,0.5,126,0,0,0,0,0,8,0,0,0,0,25,5,22,24,1,0,0,0,36,0,0,5,0,0,0
K20,loc:4009,locality,loc:4009,4009,שעל,1,1,219,172,170,2,אמת,40,39,1,0.235294,40,0,0,0,0,0,14,0,0,0,0,23,4,39,11,0,0,0,0,24,0,0,9,4,0,2
K20,loc:4010,locality,loc:4010,4010,אודם,1,1,102,80,80,0,אמת,29,16,13,0.3625,29,0,0,0,0,0,8,0,0,0,0,8,1,8,5,0,0,0,0,16,0,0,5,0,0,0
K20,loc:4011,locality,loc:4011,4011,אבני איתן,1,1,366,285,285,0,טב,153,54,99,0.536842,2,1,0,0,0,0,153,0,0,0,0,10,0,54,2,1,0,1,0,4,0,0,8,49,0,0
K20,loc:4012,locality,loc:4012,4012,אניעם,1,1,393,282,279,3,אמת,81,61,20,0.290323,81,2,0,0,0,1,19,0,0,0,0,34,3,42,17,0,0,0,0,61,0,0,17,0,0,2
K20,loc:4013,locality,loc:4013,4013,אורטל,1,1,224,163,162,1,אמת,56,45,11,0.345679,56,0,0,0,0,0,10,0,0,0,0,13,4,17,4,0,0,0,0,45,0,0,10,0,0,3
K20,loc:4014,locality,loc:4014,4014,נטור,1,1,189,150,150,0,טב,49,38,11,0.326667,16,0,0,0,0,0,49,0,0,0,0,11,3,38,5,1,0,0,0,16,0,0,5,5,0,1
K20,loc:4015,locality,loc:4015,4015,בני יהודה,2,2,867,621,619,2,אמת,178,116,62,0.287561,178,1,3,1,0,0,50,0,0,0,0,60,24,111,20,0,0,1,0,116,0,1,33,6,2,12
K20,loc:4017,locality,loc:4017,4017,אלוני הבשן,1,1,184,156,156,0,טב,88,44,44,0.564103,1,0,0,0,0,0,88,0,0,0,0,7,0,44,0,0,0,0,0,2,0,0,0,14,0,0
K20,loc:402,locality,loc:402,402,ניר יצחק,1,1,566,381,381,0,מרצ,175,151,24,0.459318,151,0,7,0,0,0,5,0,0,0,0,5,1,3,175,0,0,0,0,27,0,1,5,0,0,1
K20,loc:4021,locality,loc:4021,4021,גבעת יואב,1,1,434,345,343,2,אמת,125,52,73,0.364431,125,0,0,0,0,0,34,0,0,0,0,29,17,52,13,2,0,0,0,51,0,0,11,3,4,2
K20,loc:4022,locality,loc:4022,4022,גשור,1,1,195,138,137,1,אמת,59,16,43,0.430657,59,0,0,0,0,0,10,0,0,0,0,12,1,16,14,0,0,0,0,14,0,0,9,0,0,2
K20,loc:4024,locality,loc:4024,4024,קלע,1,1,156,95,93,2,אמת,33,17,16,0.354839,33,0,0,0,0,0,6,0,0,0,0,7,6,17,2,0,0,0,1,15,0,0,6,0,0,0
K20,loc:4025,locality,loc:4025,4025,קדמת צבי,1,1,306,222,221,1,אמת,96,42,54,0.434389,96,0,0,0,0,0,15,0,0,0,0,12,6,39,5,0,0,0,0,42,0,0,6,0,0,0
K20,loc:4026,locality,loc:4026,4026,חד-נס,1,1,576,420,419,1,אמת,108,107,1,0.257757,108,0,0,0,0,0,45,0,0,0,0,41,6,107,14,0,0,0,0,76,0,0,17,1,2,2
K20,loc:4028,locality,loc:4028,4028,כנף,1,1,255,191,191,0,פה,60,52,8,0.314136,52,0,0,0,0,1,32,0,0,0,0,11,2,17,8,0,0,0,0,60,0,0,8,0,0,0
K20,loc:403,locality,loc:403,403,אורים,1,1,424,260,256,4,אמת,156,38,118,0.609375,156,0,1,0,0,0,8,0,0,0,0,19,7,9,38,0,0,0,0,10,0,0,6,2,0,0
K20,loc:405,locality,loc:405,405,נווה אילן,1,1,705,493,492,1,אמת,196,83,113,0.398374,196,3,0,0,0,0,21,0,0,0,0,43,2,81,46,2,0,0,0,83,0,0,7,1,1,6
K20,loc:406,locality,loc:406,406,חצור-אשדוד,2,2,628,447,446,1,אמת,209,175,34,0.46861,209,0,1,0,0,0,1,0,0,0,0,14,1,9,175,0,0,0,0,32,0,0,4,0,0,0
K20,loc:407,locality,loc:407,407,דברת,1,1,235,163,161,2,אמת,99,19,80,0.614907,99,0,0,0,0,0,3,0,0,0,0,8,4,12,6,0,0,0,0,19,0,1,4,0,1,4
K20,loc:408,locality,loc:408,408,נאות מרדכי,1,1,479,340,340,0,אמת,201,30,171,0.591176,201,0,2,0,0,0,22,0,0,0,0,30,3,22,21,0,0,0,0,24,0,0,13,1,0,1
K20,loc:409,locality,loc:409,409,יחיעם,1,1,466,325,325,0,אמת,176,73,103,0.541538,176,0,1,0,0,0,8,0,0,0,0,11,5,18,73,0,0,0,0,29,0,0,2,1,1,0
K20,loc:41,locality,loc:41,41,אליכין,4,4,2459,1955,1938,17,מחל,661,314,347,0.341073,286,43,1,0,0,0,212,0,0,0,0,314,10,661,20,0,0,0,0,94,1,2,21,62,1,210
K20,loc:4100,locality,loc:4100,4100,קצרין,9,9,5769,3556,3508,48,מחל,900,651,249,0.256556,463,12,6,0,0,2,400,0,0,0,0,384,651,900,48,5,2,0,0,321,1,2,85,138,5,83
K20,loc:4101,locality,loc:4101,4101,מרום גולן,1,1,501,355,355,0,אמת,175,78,97,0.492958,175,3,1,0,0,0,27,0,0,0,0,11,5,29,14,0,0,0,0,78,0,0,12,0,0,0
K20,loc:413,locality,loc:413,413,צאלים,1,1,374,284,284,0,אמת,158,44,114,0.556338,158,0,1,0,0,0,5,0,0,0,0,11,11,13,44,0,0,0,0,32,0,0,8,0,0,1
K20,loc:414,locality,loc:414,414,קלחים,1,1,323,250,249,1,אמת,92,43,49,0.369478,92,0,2,0,0,0,9,0,0,0,0,14,1,43,27,1,0,0,0,19,0,0,1,13,0,27
K20,loc:415,locality,loc:415,415,שוקדה,1,1,200,163,162,1,מחל,65,48,17,0.401235,0,0,0,0,0,0,48,0,1,0,0,9,1,65,0,0,0,0,0,1,0,0,1,18,0,18
K20,loc:416,locality,loc:416,416,מעיין ברוך,1,1,471,347,347,0,אמת,182,48,134,0.524496,182,0,0,0,0,0,6,0,0,0,0,23,2,27,48,1,0,0,0,41,0,1,10,3,0,3
K20,loc:417,locality,loc:417,417,יקום,1,1,508,408,407,1,אמת,223,124,99,0.547912,223,0,0,0,0,0,5,0,0,0,0,7,1,8,124,0,0,0,0,31,0,0,8,0,0,0
K20,loc:418,locality,loc:418,418,בני ציון,2,2,807,663,662,1,אמת,314,127,187,0.47432,314,1,1,0,0,0,20,0,0,0,0,40,4,77,62,1,0,0,0,127,0,0,9,2,0,4
K20,loc:419,locality,loc:419,419,סעד,1,1,594,477,476,1,טב,230,78,152,0.483193,76,1,0,0,0,0,230,0,0,0,0,25,2,78,12,1,0,0,0,25,0,0,8,16,0,2
K20,loc:4201,locality,loc:4201,4201,מג'דל שמס,1,1,580,114,107,7,אמת,40,40,0,0.373832,40,0,0,0,0,0,1,0,0,0,0,14,2,40,4,0,0,0,0,1,0,0,2,0,0,3
K20,loc:4203,locality,loc:4203,4203,מסעדה,1,1,217,26,25,1,אמת,12,4,8,0.48,12,0,2,0,0,0,4,0,0,0,0,2,1,1,1,0,0,0,0,1,0,0,1,0,0,0
K20,loc:4204,locality,loc:4204,4204,מבוא חמה,1,1,345,242,241,1,אמת,140,28,112,0.580913,140,1,1,0,0,1,9,0,0,0,0,11,2,20,28,0,0,0,0,26,0,0,2,0,0,0
K20,loc:421,locality,loc:421,421,משאבי שדה,1,1,458,318,317,1,אמת,206,37,169,0.649842,206,1,0,0,0,0,3,0,0,0,0,12,4,22,37,1,0,0,0,18,1,0,12,0,0,0
K20,loc:422,locality,loc:422,422,חרב לאת,1,1,510,420,415,5,אמת,188,67,121,0.453012,188,1,0,0,0,0,26,0,0,0,0,34,0,58,32,0,0,0,0,67,0,0,5,4,0,0
K20,loc:423,locality,loc:423,423,העוגן,2,2,603,462,456,6,אמת,220,143,77,0.482456,220,1,3,0,0,0,10,0,0,0,0,11,1,10,143,0,0,0,0,47,0,0,6,3,0,1
K20,loc:424,locality,loc:424,424,גבים,1,1,353,269,269,0,אמת,147,51,96,0.546468,147,0,0,0,0,0,10,0,0,0,0,17,4,14,51,0,0,0,0,24,0,0,2,0,0,0
K20,loc:425,locality,loc:425,425,משמרת,1,1,622,504,504,0,אמת,274,92,182,0.543651,274,1,2,0,0,0,11,0,1,0,0,25,5,39,48,0,0,0,0,92,0,0,5,1,0,0
K20,loc:426,locality,loc:426,426,עין כרמל,1,1,470,376,375,1,אמת,236,43,193,0.629333,236,1,0,0,0,0,4,0,0,0,0,19,13,16,34,0,0,0,0,43,0,2,7,0,0,0
K20,loc:427,locality,loc:427,427,כפר גלים,1,1,84,60,59,1,מחל,25,11,14,0.423729,11,0,0,0,0,0,2,0,0,0,0,7,2,25,5,0,0,0,0,7,0,0,0,0,0,0
K20,loc:428,locality,loc:428,428,ברור חיל,1,1,674,467,467,0,אמת,269,52,217,0.576017,269,0,1,0,0,0,7,0,0,0,0,30,2,50,43,0,0,0,1,52,0,0,10,1,0,1
K20,loc:429,locality,loc:429,429,אלוני אבא,1,1,611,502,502,0,אמת,274,86,188,0.545817,274,1,0,0,0,0,11,1,0,0,0,19,1,35,68,0,0,0,0,86,0,0,2,1,0,3
K20,loc:43,locality,loc:43,43,מטולה,2,2,1400,924,921,3,אמת,358,155,203,0.388708,358,6,2,0,0,1,55,0,0,0,0,71,28,155,68,1,0,1,0,131,0,0,28,4,6,6
K20,loc:430,locality,loc:430,430,בית לחם הגלילית,1,1,560,443,439,4,אמת,217,61,156,0.494305,217,3,1,0,0,0,16,0,0,0,0,15,5,52,57,1,0,0,0,61,0,0,8,2,1,0
K20,loc:4301,locality,loc:4301,4301,אפיק,1,1,312,217,216,1,אמת,84,36,48,0.388889,84,0,1,0,0,0,15,0,0,0,0,16,4,19,21,0,0,1,0,36,0,0,17,2,0,0
K20,loc:4303,locality,loc:4303,4303,"נווה אטי""ב",1,1,154,110,108,2,פה,34,26,8,0.314815,26,0,0,0,0,0,11,0,0,0,0,8,7,9,7,0,0,0,0,34,0,0,5,1,0,0
K20,loc:4304,locality,loc:4304,4304,נוב,1,1,447,381,380,1,טב,232,88,144,0.610526,3,2,0,0,0,0,232,0,0,0,0,8,3,88,2,0,0,0,0,12,0,2,7,20,0,1
K20,loc:431,locality,loc:431,431,דלתון,1,1,588,431,427,4,מחל,251,61,190,0.587822,2,4,0,0,0,0,36,0,0,0,0,51,4,251,0,0,0,0,0,0,0,1,5,12,0,61
K20,loc:432,locality,loc:432,432,שמרת,1,1,354,258,258,0,אמת,130,79,51,0.503876,130,1,1,0,0,0,5,0,0,0,0,9,3,8,79,0,0,0,0,18,0,1,3,0,0,0
K20,loc:433,locality,loc:433,433,נחשולים,1,1,510,408,407,1,אמת,276,45,231,0.678133,276,0,0,0,0,0,8,0,0,0,0,18,2,11,45,0,0,0,0,34,0,0,12,0,1,0
