election,geography_id,geography_type,locality_id,locality_code,locality_name,contributing_rows,contributing_kalpis,eligible_voters,actual_voters,valid_votes,invalid_votes,winning_ballot_letter,winning_votes,runner_up_votes,margin_votes,winning_vote_share,אמת,ג,ודעם,ז,זכ,זן,זץ,טב,י,יז,ינ,יף,יק,כ,כי,כף,ל,מחל,מרצ,נ,נך,נץ,פה,ףז,צ,צן,ץ,ק,קך,קץ,רק,שס
K22,loc:3745,locality,loc:3745,3745,מצדות יהודה,1,1,314,241,239,2,טב,192,20,172,0.803347,2,1,0,0,0,0,0,192,0,0,0,0,0,0,0,20,1,14,2,0,0,0,2,0,0,0,0,0,0,0,0,5
K22,loc:3746,locality,loc:3746,3746,קריית נטפים,1,1,415,360,360,0,טב,178,91,87,0.494444,7,0,0,0,0,0,0,178,0,0,0,0,0,0,0,67,3,91,0,0,0,0,1,0,0,0,0,0,0,0,0,13
K22,loc:3747,locality,loc:3747,3747,דולב,2,2,816,663,661,2,טב,483,76,407,0.730711,2,5,0,0,0,0,0,483,0,2,0,0,0,0,1,76,2,71,2,0,0,0,4,0,0,0,0,0,0,0,0,13
K22,loc:3748,locality,loc:3748,3748,עתניאל,1,1,454,350,350,0,טב,226,58,168,0.645714,2,6,0,0,0,0,0,226,0,0,0,0,0,0,0,58,1,50,0,0,0,0,3,0,0,0,0,0,0,0,0,4
K22,loc:3749,locality,loc:3749,3749,יצהר,1,1,664,536,536,0,כף,311,161,150,0.580224,1,35,0,0,0,0,1,161,0,0,0,0,0,0,0,311,0,16,1,0,0,0,1,0,0,0,0,0,0,0,0,9
K22,loc:375,locality,loc:375,375,מגל,2,2,800,642,642,0,פה,388,114,274,0.604361,95,1,1,0,1,0,2,10,0,0,0,0,0,0,0,0,12,18,114,0,0,0,388,0,0,0,0,0,0,0,0,0
K22,loc:3750,locality,loc:3750,3750,אלפי מנשה,11,11,5777,4283,4273,10,פה,1829,1357,472,0.428037,207,50,2,5,0,0,12,260,0,6,0,1,0,0,0,47,315,1357,94,1,0,0,1829,1,1,0,0,1,1,0,1,82
K22,loc:3751,locality,loc:3751,3751,מגדלים,1,1,229,168,167,1,טב,107,28,79,0.640719,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,5,7,18,1,0,0,0,28,0,0,0,0,0,0,0,0,1
K22,loc:3752,locality,loc:3752,3752,מעלה לבונה,1,1,418,332,332,0,טב,162,103,59,0.487952,1,12,0,0,0,0,0,162,0,0,0,0,0,0,1,103,2,44,0,0,0,0,1,0,0,0,0,0,1,0,0,5
K22,loc:3754,locality,loc:3754,3754,אספר,1,1,371,278,274,4,ג,126,81,45,0.459854,1,126,0,0,0,0,0,81,0,0,0,0,0,0,0,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,28
K22,loc:3756,locality,loc:3756,3756,סוסיה,1,1,665,507,506,1,טב,361,85,276,0.713439,0,7,0,0,0,0,0,361,0,0,0,0,0,0,0,85,0,43,1,1,0,0,5,0,0,0,0,0,0,0,0,3
K22,loc:3759,locality,loc:3759,3759,אדורה,1,1,246,190,190,0,טב,64,51,13,0.336842,2,1,1,0,0,0,2,64,0,0,0,0,0,0,0,23,9,51,1,0,0,0,32,0,0,0,0,0,0,0,0,4
K22,loc:376,locality,loc:376,376,עברון,1,1,668,525,524,1,פה,229,141,88,0.437023,96,1,1,0,0,0,2,2,0,1,0,0,0,0,0,0,28,22,141,0,0,0,229,0,0,0,0,0,0,0,0,1
K22,loc:3760,locality,loc:3760,3760,אורנית,10,10,6351,4877,4861,16,פה,2080,1335,745,0.427895,247,34,0,1,0,0,9,636,0,8,0,2,0,0,0,89,222,1335,115,1,0,0,2080,2,5,0,0,0,2,0,1,72
K22,loc:3762,locality,loc:3762,3762,איתמר,1,1,572,437,435,2,טב,240,117,123,0.551724,0,22,0,1,0,0,0,240,0,0,0,0,0,0,0,117,0,38,1,0,0,0,1,0,0,0,0,0,0,0,0,15
K22,loc:3763,locality,loc:3763,3763,גבע בנימין,5,5,3174,2369,2363,6,מחל,995,454,541,0.421075,42,50,1,1,0,0,3,284,1,5,0,0,1,0,0,219,90,995,9,0,0,0,204,0,2,0,0,0,1,0,1,454
K22,loc:3764,locality,loc:3764,3764,חגי,1,1,327,261,261,0,טב,188,37,151,0.720307,0,5,0,0,0,0,0,188,0,0,0,0,0,0,0,37,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,4
K22,loc:3765,locality,loc:3765,3765,עלי,3,3,2148,1640,1633,7,טב,1020,293,727,0.624617,5,68,1,0,0,0,1,1020,0,0,0,0,0,0,0,169,21,293,2,0,0,0,13,0,0,0,0,0,0,0,0,40
K22,loc:3766,locality,loc:3766,3766,כרמי צור,1,1,545,448,448,0,טב,278,71,207,0.620536,1,22,0,0,0,0,0,278,0,0,0,0,0,0,0,57,1,71,0,0,0,0,4,0,0,0,0,0,0,0,0,14
K22,loc:3767,locality,loc:3767,3767,נחליאל,1,1,330,259,258,1,כף,74,62,12,0.286822,0,47,0,0,0,0,0,62,0,0,0,0,0,0,0,74,0,32,0,0,0,0,1,0,0,0,0,0,1,0,0,41
K22,loc:3768,locality,loc:3768,3768,פדואל,2,2,1055,899,898,1,טב,706,81,625,0.786192,0,12,0,0,0,0,0,706,0,0,0,0,0,0,0,81,1,74,2,0,0,0,7,1,0,0,0,0,0,0,1,13
K22,loc:3769,locality,loc:3769,3769,הר אדר,5,5,3015,2316,2311,5,פה,1141,507,634,0.493726,208,4,10,0,0,0,3,101,0,1,0,0,0,0,0,16,105,507,198,0,0,0,1141,1,0,0,0,1,1,0,0,14
K22,loc:377,locality,loc:377,377,המעפיל,1,1,630,473,472,1,פה,243,148,95,0.514831,39,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,6,23,148,1,0,0,243,0,0,0,0,0,0,0,0,1
K22,loc:3770,locality,loc:3770,3770,חשמונאים,4,4,2301,1751,1749,2,טב,932,424,508,0.532876,10,55,1,0,0,0,3,932,0,0,0,0,0,0,0,131,9,424,6,0,0,0,65,0,1,0,0,0,0,0,0,112
K22,loc:3777,locality,loc:3777,3777,סנסנה,1,1,241,211,211,0,טב,174,16,158,0.824645,3,3,0,0,0,0,1,174,0,0,0,0,0,0,0,6,0,16,0,0,0,0,6,0,0,0,0,0,0,0,0,2
K22,loc:3778,locality,loc:3778,3778,עץ אפרים,2,2,1326,1068,1063,5,טב,387,348,39,0.364064,10,11,0,0,0,0,2,387,0,0,0,0,0,0,0,99,36,348,11,0,0,0,113,0,0,0,0,0,0,0,0,46
K22,loc:3779,locality,loc:3779,3779,כוכב יעקב,7,7,4217,3456,3441,15,שס,1348,610,738,0.391747,5,610,0,1,0,0,1,512,0,1,0,1,0,0,0,579,8,355,3,0,0,0,16,0,0,0,0,0,1,0,0,1348
K22,loc:378,locality,loc:378,378,משגב עם,1,1,252,172,170,2,פה,90,33,57,0.529412,33,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,11,7,23,0,0,0,90,0,0,0,0,0,1,0,0,0
K22,loc:3780,locality,loc:3780,3780,ביתר עילית,41,41,25369,20980,20841,139,ג,13431,5784,7647,0.644451,5,13431,3,2,1,0,0,214,0,3,0,0,0,0,0,769,10,581,7,0,0,0,31,0,0,0,0,0,0,0,0,5784
K22,loc:3781,locality,loc:3781,3781,קדר,2,2,967,709,707,2,מחל,431,95,336,0.609618,18,5,0,2,0,0,1,61,0,1,0,1,5,0,0,18,39,431,1,0,0,0,95,1,0,0,0,0,0,0,0,28
K22,loc:3784,locality,loc:3784,3784,שמעה,1,1,424,316,316,0,טב,141,89,52,0.446203,12,3,0,0,0,0,4,141,0,0,0,0,0,0,0,27,11,89,1,0,0,0,21,0,0,0,0,0,0,0,0,7
K22,loc:3785,locality,loc:3785,3785,משכיות,1,1,164,128,128,0,טב,67,31,36,0.523438,6,2,0,0,0,0,1,67,0,1,0,0,0,0,0,31,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,9
K22,loc:3787,locality,loc:3787,3787,נעלה,2,2,1146,853,852,1,מחל,323,243,80,0.379108,45,3,0,0,0,0,1,106,0,1,0,0,0,0,0,21,89,323,4,0,0,0,243,1,0,0,0,0,1,0,2,12
K22,loc:3788,locality,loc:3788,3788,טלמון,3,3,2066,1720,1716,4,טב,1198,276,922,0.698135,2,92,0,0,0,0,0,1198,0,0,0,0,0,0,0,276,1,124,0,0,0,0,3,0,0,0,0,0,0,0,0,20
K22,loc:379,locality,loc:379,379,גאולים,1,1,689,526,524,2,פה,172,149,23,0.328244,35,3,0,0,0,0,80,26,0,1,0,0,0,0,0,6,8,149,19,0,0,0,172,0,1,0,0,0,1,0,0,23
K22,loc:3790,locality,loc:3790,3790,נופים,1,1,510,379,378,1,מחל,186,98,88,0.492063,3,2,0,0,0,0,0,98,0,2,0,0,0,0,0,27,20,186,1,0,0,0,28,0,2,0,0,1,0,0,0,8
K22,loc:3791,locality,loc:3791,3791,צופים,2,2,1441,1134,1131,3,טב,451,298,153,0.398762,33,16,1,0,0,0,2,451,0,2,0,0,0,0,0,65,47,298,15,0,0,0,166,3,2,0,0,0,0,0,1,29
K22,loc:3793,locality,loc:3793,3793,אבני חפץ,2,2,1080,865,863,2,טב,413,200,213,0.478563,0,14,0,0,0,0,1,413,0,1,0,0,0,0,0,148,2,200,0,0,0,0,4,1,0,0,0,0,0,0,0,79
K22,loc:3794,locality,loc:3794,3794,בת עין,2,2,860,600,596,4,טב,220,211,9,0.369128,0,25,0,1,0,0,0,220,1,3,0,0,0,0,0,211,1,107,2,0,0,0,4,0,0,0,0,0,0,0,0,21
K22,loc:3795,locality,loc:3795,3795,רבבה,2,2,1150,982,982,0,טב,720,139,581,0.733198,4,18,0,0,0,0,0,720,0,0,0,0,0,0,0,139,0,79,1,0,0,0,3,0,0,0,0,0,0,0,0,18
K22,loc:3796,locality,loc:3796,3796,כפר האורנים,3,3,1607,1187,1182,5,פה,688,166,522,0.582064,112,10,1,0,0,0,2,53,0,0,0,0,0,0,0,9,53,166,82,0,0,0,688,0,1,0,0,0,0,0,2,3
K22,loc:3797,locality,loc:3797,3797,מודיעין עילית,43,43,27973,23639,23167,472,ג,18606,4093,14513,0.803125,7,18606,3,1,1,0,2,39,0,6,0,1,0,0,0,181,10,186,4,1,0,0,20,3,1,0,2,0,0,0,0,4093
K22,loc:380,locality,loc:380,380,להבות הבשן,1,1,678,470,468,2,פה,206,131,75,0.440171,56,2,9,0,0,0,2,9,0,1,0,0,0,0,0,1,17,32,131,0,0,0,206,0,0,1,1,0,0,0,0,0
K22,loc:382,locality,loc:382,382,מכמורת,2,2,1055,711,709,2,פה,460,125,335,0.648801,44,1,2,1,0,0,0,14,0,0,0,0,0,0,0,2,17,42,125,0,0,0,460,0,0,0,0,0,0,0,0,1
K22,loc:3822,locality,loc:3822,3822,רחלים,1,1,313,283,283,0,טב,224,34,190,0.791519,2,3,0,0,0,0,0,224,0,0,0,0,0,0,0,34,0,18,0,0,0,0,1,0,0,0,0,0,0,0,0,1
K22,loc:3823,locality,loc:3823,3823,גני מודיעין,3,3,1862,1477,1469,8,שס,662,254,408,0.450647,3,120,0,0,0,0,1,218,0,0,0,0,0,0,0,183,8,254,3,1,0,0,15,0,0,0,0,1,0,0,0,662
K22,loc:3824,locality,loc:3824,3824,עמיחי,1,1,71,68,68,0,כף,27,18,9,0.397059,0,2,1,0,0,0,0,18,0,0,0,0,0,0,0,27,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,10
K22,loc:383,locality,loc:383,383,"עין הנצי""ב",1,1,424,312,311,1,טב,183,49,134,0.588424,15,2,2,0,0,0,2,183,0,0,0,0,0,0,0,10,1,40,6,0,0,0,49,0,0,0,1,0,0,0,0,0
K22,loc:385,locality,loc:385,385,עמיעד,1,1,432,276,275,1,פה,153,52,101,0.556364,48,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,4,11,52,0,0,0,153,0,0,0,0,0,0,0,0,1
K22,loc:386,locality,loc:386,386,בני דרור,2,2,986,789,788,1,פה,461,113,348,0.585025,79,0,0,1,0,0,3,24,0,0,0,0,0,0,0,4,29,113,68,0,0,0,461,0,0,0,0,0,0,0,0,6
K22,loc:387,locality,loc:387,387,כפר מונש,1,1,628,495,495,0,פה,321,64,257,0.648485,33,2,3,0,0,0,10,9,0,0,0,0,0,0,0,1,13,38,64,0,0,0,321,0,0,0,0,0,0,0,1,0
K22,loc:388,locality,loc:388,388,כפר קיש,1,1,439,316,315,1,פה,167,49,118,0.530159,28,0,0,0,0,0,4,17,0,0,0,0,0,0,0,6,15,49,23,1,0,0,167,0,0,2,0,0,0,0,0,3
K22,loc:389,locality,loc:389,389,בצרה,2,2,777,600,600,0,פה,364,59,305,0.606667,38,2,1,0,0,0,37,18,0,0,0,0,0,0,0,0,22,59,57,0,0,0,364,0,0,0,0,0,0,0,0,2
K22,loc:39,locality,loc:39,39,גפן,1,1,266,213,211,2,מחל,109,52,57,0.516588,5,6,0,0,0,0,4,13,0,0,0,0,0,0,0,2,2,109,2,0,0,0,16,0,0,0,0,0,0,0,0,52
K22,loc:390,locality,loc:390,390,רגבה,2,2,809,580,580,0,פה,343,90,253,0.591379,68,0,0,2,0,0,2,7,0,1,0,0,0,0,0,3,22,90,38,0,0,0,343,0,0,0,0,0,0,0,0,4
K22,loc:393,locality,loc:393,393,גלאון,1,1,456,318,318,0,פה,167,102,65,0.525157,31,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,5,102,0,0,0,167,0,0,0,0,0,0,0,0,0
K22,loc:394,locality,loc:394,394,שובל,1,1,618,488,486,2,פה,244,120,124,0.502058,79,0,2,0,0,0,1,5,0,0,0,0,0,0,0,2,12,18,120,0,0,0,244,1,0,0,0,0,0,0,0,2
K22,loc:395,locality,loc:395,395,משמר הנגב,2,2,777,526,523,3,פה,246,135,111,0.470363,135,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,26,51,50,0,0,0,246,1,1,0,0,0,0,0,0,0
K22,loc:396,locality,loc:396,396,נבטים,1,1,739,564,564,0,פה,188,142,46,0.333333,35,1,6,0,0,0,109,33,0,0,0,0,0,0,0,13,20,142,6,0,0,0,188,0,0,0,0,0,0,0,0,11
K22,loc:397,locality,loc:397,397,חצרים,2,2,816,590,589,1,פה,368,100,268,0.624788,100,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,85,0,0,0,368,0,1,0,0,0,0,0,0,1
K22,loc:398,locality,loc:398,398,שרשרת,1,1,245,190,190,0,מחל,97,28,69,0.510526,1,9,0,0,0,0,5,28,0,0,0,0,0,0,0,22,3,97,1,0,0,0,6,0,0,0,0,0,0,0,0,18
K22,loc:399,locality,loc:399,399,בארי,2,2,852,649,648,1,פה,247,209,38,0.381173,209,1,2,0,0,0,1,7,0,2,0,0,0,0,0,2,13,19,144,0,0,0,247,0,0,0,0,0,0,1,0,0
K22,loc:400,locality,loc:400,400,אבן שמואל,2,2,900,777,773,4,טב,324,250,74,0.419146,12,25,0,0,0,0,0,324,0,0,0,0,0,0,0,82,6,250,1,0,0,0,8,0,0,0,0,0,0,0,0,65
K22,loc:4000,locality,loc:4000,4000,חיפה,409,409,248570,144888,144042,846,פה,47394,33630,13764,0.329029,7885,5629,12697,52,38,0,41,5586,23,133,34,21,33,0,42,1364,17177,33630,7875,36,21,0,47394,47,75,25,29,63,35,34,71,3952
K22,loc:4001,locality,loc:4001,4001,בוקעאתא,1,1,554,82,82,0,מחל,28,16,12,0.341463,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,28,2,0,0,0,13,0,0,0,0,0,0,0,1,13
K22,loc:4002,locality,loc:4002,4002,אלי-עד,1,1,298,214,214,0,פה,100,29,71,0.46729,20,1,0,1,0,0,9,13,0,0,0,0,0,0,0,4,13,29,21,0,0,0,100,0,0,0,1,0,0,0,0,2
K22,loc:4003,locality,loc:4003,4003,אל -רום,1,1,332,243,241,2,פה,113,38,75,0.46888,38,0,1,0,0,0,1,4,0,0,0,0,0,0,0,4,18,31,30,0,0,0,113,1,0,0,0,0,0,0,0,0
K22,loc:4004,locality,loc:4004,4004,כפר חרוב,1,1,385,240,240,0,פה,154,37,117,0.641667,37,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,20,22,0,0,0,154,0,0,1,0,0,0,0,1,0
K22,loc:4005,locality,loc:4005,4005,חספין,2,2,817,624,624,0,טב,423,83,340,0.677885,4,15,0,0,0,0,0,423,0,2,0,0,0,0,0,71,0,83,0,0,0,0,6,0,0,4,0,0,0,0,0,16
K22,loc:4006,locality,loc:4006,4006,קשת,1,1,416,313,313,0,טב,225,31,194,0.71885,1,13,0,0,0,0,0,225,0,1,0,0,0,0,0,31,1,31,1,0,0,0,5,0,0,0,0,0,0,0,0,4
K22,loc:4007,locality,loc:4007,4007,יונתן,1,1,367,293,290,3,טב,182,56,126,0.627586,6,4,0,0,0,0,4,182,0,0,0,0,0,0,0,11,0,56,2,0,0,0,22,0,0,3,0,0,0,0,0,0
K22,loc:4008,locality,loc:4008,4008,מעלה גמלא,1,1,387,296,296,0,פה,175,34,141,0.591216,34,0,0,0,0,0,1,10,0,0,1,0,0,0,0,2,9,30,30,0,0,0,175,0,1,0,1,0,0,0,2,0
K22,loc:4009,locality,loc:4009,4009,שעל,1,1,210,161,161,0,פה,58,42,16,0.360248,13,0,0,0,0,0,11,6,0,2,0,0,0,0,0,2,12,42,8,0,0,0,58,0,0,1,0,0,0,0,0,6
K22,loc:4010,locality,loc:4010,4010,אודם,1,1,121,98,98,0,פה,48,14,34,0.489796,14,0,0,0,0,0,8,5,0,1,0,0,0,0,0,2,3,12,5,0,0,0,48,0,0,0,0,0,0,0,0,0
K22,loc:4011,locality,loc:4011,4011,אבני איתן,1,1,399,306,306,0,טב,165,48,117,0.539216,7,6,1,0,0,0,3,165,0,0,0,0,0,0,0,41,4,48,2,0,0,0,22,0,0,2,0,0,0,0,0,5
K22,loc:4012,locality,loc:4012,4012,אניעם,1,1,438,269,268,1,פה,136,73,63,0.507463,16,1,0,0,0,0,1,6,0,2,0,0,0,0,0,7,6,73,18,0,0,0,136,0,0,0,0,0,0,0,0,2
K22,loc:4013,locality,loc:4013,4013,אורטל,1,1,247,180,180,0,פה,102,24,78,0.566667,24,1,0,2,0,0,7,9,0,1,0,0,0,0,0,1,5,15,11,0,0,0,102,0,0,0,0,0,0,0,0,2
K22,loc:4014,locality,loc:4014,4014,נטור,1,1,242,182,180,2,טב,52,45,7,0.288889,13,0,0,0,0,0,2,52,0,0,0,0,0,0,0,28,6,20,9,0,0,0,45,0,0,2,0,0,0,0,0,3
K22,loc:4015,locality,loc:4015,4015,בני יהודה,2,2,886,590,588,2,פה,261,142,119,0.443878,51,0,1,0,1,0,1,34,0,1,0,0,0,0,0,12,46,142,27,0,0,0,261,1,0,3,0,0,1,0,1,5
K22,loc:4017,locality,loc:4017,4017,אלוני הבשן,1,1,223,166,166,0,טב,90,44,46,0.542169,5,0,0,0,0,0,1,90,0,0,0,0,0,0,0,14,0,44,1,0,0,0,4,0,0,5,0,0,0,0,0,2
K22,loc:4019,locality,loc:4019,4019,מיצר,1,1,123,94,94,0,פה,45,13,32,0.478723,9,1,0,0,0,0,3,5,0,0,0,0,0,0,0,3,7,8,13,0,0,0,45,0,0,0,0,0,0,0,0,0
K22,loc:402,locality,loc:402,402,ניר יצחק,1,1,574,384,382,2,מרצ,162,150,12,0.424084,44,0,6,0,0,0,2,2,0,0,0,0,0,0,0,1,7,7,162,1,0,0,150,0,0,0,0,0,0,0,0,0
K22,loc:4021,locality,loc:4021,4021,גבעת יואב,1,1,465,336,336,0,פה,173,59,114,0.514881,24,0,0,0,0,0,11,25,0,1,0,0,0,0,0,2,20,59,16,0,0,0,173,0,0,3,0,0,0,0,1,1
K22,loc:4022,locality,loc:4022,4022,גשור,1,1,222,153,153,0,פה,85,18,67,0.555556,10,0,0,2,0,0,1,6,0,1,0,0,0,0,0,0,13,18,13,0,0,0,85,0,0,1,0,0,0,0,1,2
K22,loc:4024,locality,loc:4024,4024,קלע,1,1,214,140,139,1,פה,58,35,23,0.417266,12,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,16,35,8,0,0,0,58,0,1,0,0,0,0,0,0,0
K22,loc:4025,locality,loc:4025,4025,קדמת צבי,1,1,380,267,262,5,פה,153,39,114,0.583969,23,0,0,0,0,0,0,15,0,3,0,0,0,0,0,1,12,39,12,0,0,0,153,0,0,1,0,1,0,0,1,1
K22,loc:4026,locality,loc:4026,4026,חד-נס,1,1,636,361,361,0,פה,166,98,68,0.459834,27,1,1,0,0,0,1,26,0,0,0,0,0,0,0,6,16,98,6,0,0,0,166,0,0,8,0,0,0,0,1,4
K22,loc:4028,locality,loc:4028,4028,כנף,1,1,321,234,233,1,פה,136,20,116,0.583691,20,0,0,0,1,0,10,14,0,0,0,0,0,0,0,1,15,20,16,0,0,0,136,0,0,0,0,0,0,0,0,0
K22,loc:403,locality,loc:403,403,אורים,1,1,442,243,241,2,פה,126,51,75,0.522822,51,1,3,0,0,0,1,1,0,0,0,0,0,0,0,1,12,12,33,0,0,0,126,0,0,0,0,0,0,0,0,0
K22,loc:405,locality,loc:405,405,נווה אילן,1,1,690,480,479,1,פה,225,89,136,0.469729,46,1,3,0,0,0,1,14,1,0,0,0,1,0,0,4,19,89,68,0,0,0,225,0,1,0,0,0,0,0,0,6
K22,loc:406,locality,loc:406,406,חצור-אשדוד,1,1,665,451,451,0,פה,229,155,74,0.507761,40,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,9,10,155,0,0,0,229,0,0,0,0,0,1,0,0,2
K22,loc:407,locality,loc:407,407,דברת,1,1,313,217,216,1,פה,144,28,116,0.666667,28,1,0,0,0,0,0,4,0,0,0,0,1,0,0,1,9,14,11,0,0,0,144,0,0,0,0,0,0,0,0,3
K22,loc:408,locality,loc:408,408,נאות מרדכי,1,1,509,349,348,1,פה,189,57,132,0.543103,57,1,0,0,1,0,0,10,0,1,0,0,0,0,0,3,15,23,43,0,0,0,189,1,0,0,0,0,0,0,0,4
K22,loc:409,locality,loc:409,409,יחיעם,1,1,553,370,365,5,פה,169,88,81,0.463014,43,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,11,46,88,0,0,0,169,0,0,0,0,0,0,0,0,0
K22,loc:41,locality,loc:41,41,אליכין,4,4,2595,1983,1972,11,מחל,954,338,616,0.483773,87,43,0,1,0,0,7,131,1,4,0,0,0,0,0,52,57,954,29,0,0,0,338,0,1,0,0,0,1,0,0,266
K22,loc:4100,locality,loc:4100,4100,קצרין,10,10,6052,3468,3440,28,מחל,1220,711,509,0.354651,133,27,1,2,2,0,3,344,0,6,1,1,2,0,0,143,660,1220,53,4,1,0,711,0,3,7,0,1,8,1,4,102
K22,loc:4101,locality,loc:4101,4101,מרום גולן,1,1,566,411,409,2,פה,270,42,228,0.660147,42,0,2,0,0,0,0,7,0,0,0,0,0,0,0,2,19,37,25,0,0,0,270,0,0,5,0,0,0,0,0,0
K22,loc:413,locality,loc:413,413,צאלים,1,1,399,277,277,0,פה,105,94,11,0.379061,94,1,2,0,0,0,1,4,0,0,0,0,0,0,0,2,8,25,35,0,0,0,105,0,0,0,0,0,0,0,0,0
K22,loc:414,locality,loc:414,414,קלחים,1,1,357,286,286,0,מחל,75,75,0,0.262238,38,1,0,1,1,0,25,16,0,0,0,0,0,0,0,5,5,75,29,0,0,0,75,0,0,0,0,0,0,0,0,15
K22,loc:415,locality,loc:415,415,שוקדה,1,1,267,216,215,1,טב,103,65,38,0.47907,4,1,0,0,0,0,0,103,0,0,0,0,0,0,0,9,0,65,0,0,0,0,2,0,0,0,0,0,0,0,0,31
K22,loc:416,locality,loc:416,416,מעיין ברוך,1,1,483,339,339,0,פה,174,67,107,0.513274,67,0,0,0,0,0,1,3,0,0,0,0,0,0,0,2,11,39,38,1,0,0,174,0,0,1,0,0,0,0,0,2
K22,loc:417,locality,loc:417,417,יקום,1,1,541,420,418,2,פה,210,143,67,0.502392,38,0,1,0,1,0,0,3,0,2,0,0,0,0,0,0,10,9,143,0,1,0,210,0,0,0,0,0,0,0,0,0
K22,loc:418,locality,loc:418,418,בני ציון,2,2,833,631,629,2,פה,362,78,284,0.575517,49,0,2,0,0,0,47,7,0,1,0,0,0,0,0,1,16,62,78,0,0,0,362,0,1,0,0,0,0,0,0,3
K22,loc:419,locality,loc:419,419,סעד,1,1,626,461,457,4,טב,214,114,100,0.468271,31,2,1,0,0,0,4,214,0,0,0,0,0,0,0,12,1,66,8,0,0,0,114,0,0,0,0,0,0,0,0,4
K22,loc:4201,locality,loc:4201,4201,מג'דל שמס,2,2,867,175,175,0,פה,84,43,41,0.48,11,0,5,0,0,0,0,4,0,0,0,0,0,0,0,3,6,43,2,0,0,0,84,0,0,0,0,0,0,1,4,12
K22,loc:4203,locality,loc:4203,4203,מסעדה,1,1,346,86,85,1,פה,40,19,21,0.470588,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,8,19,1,0,0,0,40,0,0,0,0,0,0,0,6,5
K22,loc:4204,locality,loc:4204,4204,מבוא חמה,1,1,400,274,274,0,פה,143,55,88,0.521898,31,0,0,0,0,0,4,10,0,0,0,0,0,0,0,2,13,11,55,0,0,0,143,0,0,4,0,0,0,1,0,0
K22,loc:421,locality,loc:421,421,משאבי שדה,1,1,468,312,310,2,פה,139,95,44,0.448387,95,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,17,15,36,0,0,0,139,1,0,0,0,0,0,0,0,1
K22,loc:422,locality,loc:422,422,חרב לאת,1,1,536,408,408,0,פה,214,72,142,0.52451,30,0,0,0,0,0,10,21,0,1,0,0,0,0,0,2,11,72,40,0,1,0,214,0,0,0,0,0,0,0,0,6
K22,loc:423,locality,loc:423,423,העוגן,1,1,614,462,461,1,פה,241,151,90,0.522777,36,0,7,0,0,0,2,3,0,0,0,0,0,0,0,3,7,11,151,0,0,0,241,0,0,0,0,0,0,0,0,0
K22,loc:424,locality,loc:424,424,גבים,1,1,455,351,351,0,פה,158,95,63,0.450142,95,0,1,0,0,0,3,6,0,0,0,0,0,0,0,2,13,17,53,0,0,0,158,0,1,0,0,0,0,0,0,2
K22,loc:425,locality,loc:425,425,משמרת,1,1,652,495,495,0,פה,318,50,268,0.642424,34,2,0,0,0,0,39,8,0,0,0,0,0,0,0,0,11,33,50,0,0,0,318,0,0,0,0,0,0,0,0,0
K22,loc:426,locality,loc:426,426,עין כרמל,1,1,523,405,403,2,פה,215,74,141,0.533499,74,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2,22,25,62,0,0,0,215,0,0,0,0,0,0,0,0,0
K22,loc:427,locality,loc:427,427,כפר גלים,1,1,98,59,59,0,פה,23,15,8,0.389831,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,15,3,0,0,0,23,0,2,1,0,0,0,0,0,0
K22,loc:428,locality,loc:428,428,ברור חיל,1,1,744,530,528,2,פה,243,135,108,0.460227,135,0,4,0,0,0,8,15,0,0,0,0,0,0,0,4,22,46,49,0,0,0,243,0,0,0,1,0,0,0,0,1
K22,loc:429,locality,loc:429,429,אלוני אבא,1,1,678,526,525,1,פה,320,84,236,0.609524,46,0,2,0,0,0,2,10,0,2,0,1,0,0,0,3,17,37,84,0,0,0,320,0,0,0,0,0,0,0,0,1
K22,loc:43,locality,loc:43,43,מטולה,2,2,1416,837,833,4,פה,433,140,293,0.519808,89,3,0,0,0,0,6,33,0,1,0,0,0,0,0,10,42,140,63,0,0,0,433,0,0,1,0,1,1,1,0,9
K22,loc:430,locality,loc:430,430,בית לחם הגלילית,1,1,630,464,462,2,פה,247,60,187,0.534632,53,2,2,0,1,0,13,14,0,0,0,0,0,0,0,1,19,46,60,0,0,0,247,0,0,0,0,0,0,0,0,4
