election,geography_id,geography_type,locality_id,locality_code,locality_name,contributing_rows,contributing_kalpis,eligible_voters,actual_voters,valid_votes,invalid_votes,winning_ballot_letter,winning_votes,runner_up_votes,margin_votes,winning_vote_share,אמת,ג,ודעם,ז,זך,זץ,טב,י,יז,ינ,יף,יק,יר,כ,כן,ל,מחל,נ,נז,ני,נץ,נק,פה,ףז,ץ,ק,קי,קך,קץ,שס
K23,loc:3712,locality,loc:3712,3712,ענב,1,1,505,429,428,1,טב,177,163,14,0.413551,0,7,0,1,0,0,177,0,0,0,0,0,0,0,0,1,163,0,0,0,22,0,3,0,0,0,0,0,0,54
K23,loc:3713,locality,loc:3713,3713,"נעמ""ה",1,1,145,88,88,0,פה,40,32,8,0.454545,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,32,0,0,0,0,0,40,0,0,0,0,0,0,2
K23,loc:3715,locality,loc:3715,3715,עלמון,2,2,987,740,740,0,מחל,480,112,368,0.648649,20,2,3,1,0,0,63,0,0,0,0,0,0,0,0,44,480,0,0,0,5,0,112,1,0,0,0,0,1,8
K23,loc:3717,locality,loc:3717,3717,חרמש,1,1,207,132,132,0,מחל,60,28,32,0.454545,3,0,0,2,0,0,12,0,0,0,0,0,0,0,0,19,60,0,0,0,6,0,28,0,0,0,0,0,0,2
K23,loc:3719,locality,loc:3719,3719,תלם,1,1,205,164,164,0,טב,74,55,19,0.45122,0,11,0,0,0,0,74,0,0,0,0,0,0,0,0,5,55,1,0,0,9,0,5,0,0,0,0,0,0,4
K23,loc:372,locality,loc:372,372,רמות נפתלי,1,1,435,302,301,1,פה,157,87,70,0.521595,30,0,0,0,0,0,6,0,0,0,0,0,0,0,0,10,87,0,0,0,0,0,157,0,0,0,0,0,0,11
K23,loc:3720,locality,loc:3720,3720,שערי תקווה,6,6,3911,2946,2940,6,מחל,1387,629,758,0.471769,64,23,4,3,0,0,603,1,1,0,0,0,0,3,0,72,1387,1,0,0,32,0,629,2,0,0,0,0,1,114
K23,loc:3722,locality,loc:3722,3722,אשכולות,1,1,338,250,250,0,מחל,125,77,48,0.5,12,1,0,1,0,0,18,0,0,0,0,0,0,0,0,13,125,1,0,0,0,0,77,0,0,0,0,0,0,2
K23,loc:3723,locality,loc:3723,3723,פני חבר,1,1,229,175,173,2,טב,95,35,60,0.549133,0,35,0,0,0,0,95,0,0,0,0,0,0,0,0,0,27,0,0,0,7,0,4,0,0,0,0,0,0,5
K23,loc:3724,locality,loc:3724,3724,נגוהות,1,1,142,123,122,1,טב,78,22,56,0.639344,0,2,0,1,0,0,78,0,0,0,0,0,0,0,0,0,22,0,0,0,15,0,1,0,0,0,0,0,0,3
K23,loc:3725,locality,loc:3725,3725,נווה דניאל,3,3,1539,1161,1155,6,טב,701,350,351,0.606926,3,25,0,2,0,0,701,0,0,0,0,0,0,0,0,4,350,1,0,0,27,1,30,0,0,0,0,0,2,9
K23,loc:3726,locality,loc:3726,3726,נוקדים,2,2,1191,886,885,1,מחל,378,332,46,0.427119,10,20,1,0,0,0,332,0,0,0,0,0,0,0,0,66,378,0,0,0,18,1,24,0,0,0,0,0,5,30
K23,loc:3727,locality,loc:3727,3727,עלי זהב,3,3,1610,1356,1356,0,טב,857,394,463,0.632006,4,12,1,1,0,0,857,0,0,0,0,0,0,0,0,10,394,0,0,0,17,0,39,0,0,0,0,0,0,21
K23,loc:373,locality,loc:373,373,בית הלוי,1,1,538,426,424,2,פה,275,69,206,0.648585,69,1,3,1,0,0,5,0,0,0,0,0,0,0,0,15,51,0,1,0,0,0,275,1,0,0,0,0,0,2
K23,loc:3730,locality,loc:3730,3730,גבעת זאב,19,19,11582,8864,8837,27,מחל,3301,1851,1450,0.373543,128,1851,5,1,0,0,678,1,0,0,0,7,0,0,0,153,3301,6,0,0,89,0,831,1,0,1,0,1,1,1782
K23,loc:374,locality,loc:374,374,חוקוק,1,1,464,302,302,0,פה,153,100,53,0.506623,100,0,5,0,1,0,5,0,0,0,0,0,0,0,0,12,22,0,0,0,1,0,153,1,0,1,0,0,0,1
K23,loc:3743,locality,loc:3743,3743,טנא,1,1,512,386,384,2,טב,144,111,33,0.375,12,10,0,0,0,0,144,0,0,0,0,0,0,0,0,16,111,2,0,0,8,0,71,0,0,0,0,0,0,10
K23,loc:3744,locality,loc:3744,3744,ברוכין,1,1,450,395,395,0,טב,317,46,271,0.802532,0,13,0,0,0,0,317,0,0,0,0,0,0,0,0,2,46,0,0,0,4,0,0,0,0,0,0,0,0,13
K23,loc:3745,locality,loc:3745,3745,מצדות יהודה,1,1,329,253,252,1,טב,191,35,156,0.757937,3,6,0,0,0,0,191,0,0,0,0,0,0,0,0,2,35,0,0,0,3,0,4,0,0,0,0,0,0,8
K23,loc:3746,locality,loc:3746,3746,קריית נטפים,1,1,420,362,361,1,טב,170,151,19,0.470914,0,5,0,1,0,0,170,0,0,0,0,0,0,0,0,1,151,0,0,0,15,0,3,0,0,0,0,0,0,15
K23,loc:3747,locality,loc:3747,3747,דולב,2,2,864,689,688,1,טב,440,183,257,0.639535,2,19,0,0,0,0,440,0,0,0,0,0,0,0,0,1,183,0,0,0,18,0,7,0,0,0,0,0,0,18
K23,loc:3748,locality,loc:3748,3748,עתניאל,1,1,460,346,346,0,טב,223,85,138,0.644509,0,8,0,0,0,0,223,0,0,0,0,0,0,0,0,0,85,0,0,0,9,0,6,1,0,0,0,0,0,14
K23,loc:3749,locality,loc:3749,3749,יצהר,1,1,684,529,528,1,טב,186,144,42,0.352273,0,144,0,1,0,0,186,0,0,0,0,0,0,0,0,1,58,0,0,0,123,0,1,0,0,0,0,0,1,13
K23,loc:375,locality,loc:375,375,מגל,2,2,807,627,626,1,פה,440,141,299,0.702875,141,1,3,1,0,0,13,0,0,0,0,0,0,0,0,2,24,1,0,0,0,0,440,0,0,0,0,0,0,0
K23,loc:3750,locality,loc:3750,3750,אלפי מנשה,11,11,5820,4293,4277,16,פה,1855,1635,220,0.433715,175,41,3,5,0,0,216,0,0,0,0,1,0,0,0,218,1635,6,0,0,16,0,1855,2,0,1,1,0,2,100
K23,loc:3751,locality,loc:3751,3751,מגדלים,1,1,247,182,181,1,טב,107,41,66,0.59116,2,0,0,0,0,0,107,0,0,0,0,0,0,0,0,4,41,1,0,0,4,0,21,0,0,0,0,0,0,1
K23,loc:3752,locality,loc:3752,3752,מעלה לבונה,1,1,431,339,338,1,טב,188,85,103,0.556213,0,25,0,0,0,0,188,0,0,0,0,0,0,0,0,2,85,0,0,0,24,0,1,0,0,0,0,0,0,13
K23,loc:3754,locality,loc:3754,3754,אספר,1,1,376,282,281,1,ג,146,77,69,0.519573,0,146,0,0,0,0,77,0,0,0,0,0,0,0,0,0,21,0,0,0,10,0,0,0,0,0,0,0,0,27
K23,loc:3756,locality,loc:3756,3756,סוסיה,1,1,674,527,526,1,טב,372,104,268,0.707224,1,12,0,0,0,0,372,0,0,0,0,0,0,0,0,0,104,0,0,0,23,0,3,0,0,0,0,0,0,11
K23,loc:3759,locality,loc:3759,3759,אדורה,1,1,246,191,191,0,מחל,72,60,12,0.376963,5,4,1,0,0,0,60,0,0,0,0,0,0,0,0,4,72,1,0,0,9,0,32,0,0,0,0,0,0,3
K23,loc:376,locality,loc:376,376,עברון,1,1,673,514,514,0,פה,296,173,123,0.575875,173,2,3,1,0,0,0,0,0,0,0,0,0,0,0,17,17,1,0,0,1,0,296,0,0,0,0,0,0,3
K23,loc:3760,locality,loc:3760,3760,אורנית,10,10,6421,4937,4927,10,פה,2169,1641,528,0.440227,216,36,2,2,0,0,576,0,0,0,0,0,1,0,0,195,1641,1,0,0,12,0,2169,3,0,0,1,1,0,71
K23,loc:3762,locality,loc:3762,3762,איתמר,1,1,592,442,442,0,טב,272,79,193,0.615385,0,46,0,2,0,0,272,0,0,0,0,0,0,0,0,1,79,0,0,0,16,0,1,0,0,0,0,0,1,24
K23,loc:3763,locality,loc:3763,3763,גבע בנימין,5,5,3230,2405,2395,10,מחל,1238,506,732,0.51691,27,58,2,5,0,0,269,0,0,0,0,0,0,0,0,66,1238,1,1,0,62,0,158,2,0,0,0,0,0,506
K23,loc:3764,locality,loc:3764,3764,חגי,1,1,335,262,262,0,טב,179,57,122,0.683206,0,16,0,0,0,0,179,0,0,0,0,0,0,0,0,0,57,0,0,0,8,0,0,0,0,0,0,0,0,2
K23,loc:3765,locality,loc:3765,3765,עלי,3,3,2154,1658,1654,4,טב,941,497,444,0.568924,5,98,1,0,0,0,941,0,0,0,0,0,0,0,0,17,497,0,0,0,22,0,13,0,0,0,0,0,2,58
K23,loc:3766,locality,loc:3766,3766,כרמי צור,1,1,554,443,442,1,טב,297,104,193,0.671946,1,24,0,1,0,0,297,0,0,0,0,0,0,0,0,1,104,0,0,0,6,0,0,0,0,0,0,0,0,8
K23,loc:3767,locality,loc:3767,3767,נחליאל,1,1,332,252,252,0,ג,63,62,1,0.25,2,63,2,0,0,0,62,0,0,0,0,0,0,0,0,0,49,0,0,0,16,0,0,0,0,0,0,0,0,58
K23,loc:3768,locality,loc:3768,3768,פדואל,2,2,1092,933,933,0,טב,669,193,476,0.717042,1,25,0,0,0,0,669,0,0,0,0,0,0,0,0,0,193,0,0,0,10,0,5,0,0,0,0,0,2,28
K23,loc:3769,locality,loc:3769,3769,הר אדר,5,5,3037,2311,2308,3,פה,1238,584,654,0.536395,263,5,12,0,0,0,96,0,0,0,0,3,0,1,0,72,584,1,0,0,7,0,1238,2,0,0,0,0,1,23
K23,loc:377,locality,loc:377,377,המעפיל,1,1,636,494,494,0,פה,294,153,141,0.595142,153,0,5,1,0,0,7,0,0,0,0,0,0,0,0,4,26,0,0,0,0,0,294,0,0,0,0,0,0,4
K23,loc:3770,locality,loc:3770,3770,חשמונאים,4,4,2301,1723,1719,4,טב,821,619,202,0.477603,8,50,0,2,0,0,821,0,0,0,0,0,0,1,0,8,619,6,0,0,38,0,56,0,0,0,0,0,0,110
K23,loc:3777,locality,loc:3777,3777,סנסנה,1,1,259,236,236,0,טב,185,35,150,0.783898,1,3,0,0,0,0,185,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,10,0,0,0,0,0,0,2
K23,loc:3778,locality,loc:3778,3778,עץ אפרים,2,2,1356,1072,1069,3,מחל,485,354,131,0.453695,9,16,0,0,0,0,354,0,0,0,0,0,0,0,0,30,485,1,0,0,6,0,110,0,0,0,0,0,1,57
K23,loc:3779,locality,loc:3779,3779,כוכב יעקב,7,7,4325,3532,3516,16,שס,1450,731,719,0.4124,3,731,1,1,0,0,503,0,0,0,0,0,1,0,0,4,719,0,0,0,87,1,15,0,0,0,0,0,0,1450
K23,loc:378,locality,loc:378,378,משגב עם,1,1,259,169,168,1,פה,87,59,28,0.517857,59,0,1,0,0,0,2,0,0,0,0,0,0,0,0,11,8,0,0,0,0,0,87,0,0,0,0,0,0,0
K23,loc:3780,locality,loc:3780,3780,ביתר עילית,41,41,26014,21339,21211,128,ג,13588,6345,7243,0.640611,15,13588,3,1,0,0,164,0,1,0,0,1,0,0,1,8,895,1,7,0,152,0,22,0,1,0,0,0,6,6345
K23,loc:3781,locality,loc:3781,3781,קדר,2,2,1002,725,724,1,מחל,510,111,399,0.70442,7,2,0,0,0,0,37,0,0,0,0,1,0,0,0,19,510,0,0,0,2,0,111,0,0,0,0,0,0,35
K23,loc:3784,locality,loc:3784,3784,שמעה,1,1,442,327,327,0,טב,133,125,8,0.406728,5,8,1,4,0,0,133,0,0,0,0,0,0,0,0,2,125,0,0,0,15,0,24,0,0,0,0,0,0,10
K23,loc:3785,locality,loc:3785,3785,משכיות,1,1,172,125,125,0,טב,63,35,28,0.504,1,8,0,0,0,0,63,0,0,0,0,0,0,0,0,0,35,0,0,0,1,0,6,0,0,0,0,0,0,11
K23,loc:3787,locality,loc:3787,3787,נעלה,2,2,1214,930,927,3,מחל,442,273,169,0.476807,33,8,1,1,0,0,86,0,0,0,0,0,0,0,0,61,442,4,0,0,6,0,273,0,0,0,0,0,1,11
K23,loc:3788,locality,loc:3788,3788,טלמון,3,3,2143,1778,1775,3,טב,1251,294,957,0.704789,0,146,0,0,0,0,1251,0,0,0,0,0,0,0,0,2,294,0,0,0,47,0,2,0,0,0,0,0,0,33
K23,loc:379,locality,loc:379,379,גאולים,1,1,691,511,509,2,מחל,213,182,31,0.418468,38,3,0,2,0,0,31,0,0,0,0,0,0,0,0,9,213,0,0,0,3,0,182,0,0,0,0,0,0,28
K23,loc:3790,locality,loc:3790,3790,נופים,1,1,529,398,395,3,מחל,247,86,161,0.625316,2,2,0,2,0,0,86,0,0,0,0,0,0,0,0,12,247,1,0,0,7,0,26,0,0,0,0,0,0,10
K23,loc:3791,locality,loc:3791,3791,צופים,2,2,1444,1151,1149,2,טב,418,413,5,0.363795,27,18,0,2,0,0,418,0,0,0,0,0,0,0,0,34,413,2,0,0,19,0,169,3,1,0,0,1,1,41
K23,loc:3793,locality,loc:3793,3793,אבני חפץ,2,2,1107,882,881,1,טב,400,337,63,0.45403,2,20,0,0,0,0,400,0,0,0,0,0,0,0,0,0,337,0,0,0,23,0,4,1,0,0,0,0,0,94
K23,loc:3794,locality,loc:3794,3794,בת עין,2,2,855,620,619,1,מחל,242,204,38,0.390953,1,71,0,5,0,0,204,0,0,0,0,0,0,0,0,0,242,1,0,0,48,0,5,0,0,0,0,0,1,41
K23,loc:3795,locality,loc:3795,3795,רבבה,2,2,1192,1024,1023,1,טב,745,185,560,0.72825,2,23,1,1,0,0,745,0,0,0,0,0,0,0,0,0,185,0,0,0,22,0,6,0,0,0,0,0,0,38
K23,loc:3796,locality,loc:3796,3796,כפר האורנים,3,3,1623,1178,1177,1,פה,738,203,535,0.627018,138,9,2,2,0,0,46,0,0,0,0,0,0,0,0,31,203,1,0,0,3,0,738,0,0,0,0,0,0,4
K23,loc:3797,locality,loc:3797,3797,מודיעין עילית,45,45,28796,24027,23653,374,ג,18926,4328,14598,0.800152,6,18926,3,6,0,0,33,2,0,0,1,2,0,0,1,5,265,1,0,0,57,1,10,3,0,0,1,1,1,4328
K23,loc:380,locality,loc:380,380,להבות הבשן,1,1,694,496,494,2,פה,260,147,113,0.526316,147,2,11,0,0,0,8,0,0,0,0,0,0,0,0,19,42,1,0,1,0,0,260,0,0,2,0,0,0,1
K23,loc:382,locality,loc:382,382,מכמורת,2,2,1045,694,690,4,פה,473,129,344,0.685507,129,0,6,2,0,0,11,0,0,0,0,0,1,0,0,13,51,1,0,0,0,0,473,0,0,0,0,0,0,3
K23,loc:3822,locality,loc:3822,3822,רחלים,1,1,312,277,277,0,טב,218,46,172,0.787004,0,3,0,0,0,0,218,0,0,0,0,0,0,0,0,0,46,1,0,0,7,0,2,0,0,0,0,0,0,0
K23,loc:3823,locality,loc:3823,3823,גני מודיעין,3,3,1882,1486,1481,5,שס,696,392,304,0.469953,4,125,0,1,0,0,211,0,0,0,0,0,0,0,0,2,392,0,0,0,38,0,11,1,0,0,0,0,0,696
K23,loc:3824,locality,loc:3824,3824,עמיחי,1,1,73,66,66,0,טב,29,19,10,0.439394,0,5,0,0,0,0,29,0,0,0,0,0,0,0,0,0,19,0,0,0,5,0,1,0,0,0,0,0,0,7
K23,loc:383,locality,loc:383,383,"עין הנצי""ב",1,1,434,331,331,0,טב,193,59,134,0.583082,19,3,2,0,0,0,193,0,0,0,0,0,0,0,0,1,59,0,0,0,3,0,49,0,0,0,0,0,0,2
K23,loc:385,locality,loc:385,385,עמיעד,1,1,431,267,266,1,פה,171,71,100,0.642857,71,0,1,0,0,0,3,0,0,0,0,0,0,0,0,2,17,0,0,0,0,0,171,0,0,0,0,0,0,1
K23,loc:386,locality,loc:386,386,בני דרור,2,2,981,785,782,3,פה,512,128,384,0.654731,102,1,0,0,1,0,25,0,0,0,0,0,0,0,0,10,128,0,0,0,0,0,512,0,0,0,0,0,1,2
K23,loc:387,locality,loc:387,387,כפר מונש,1,1,628,461,461,0,פה,341,53,288,0.739696,53,1,9,0,0,0,4,0,0,0,0,0,0,0,0,5,48,0,0,0,0,0,341,0,0,0,0,0,0,0
K23,loc:388,locality,loc:388,388,כפר קיש,1,1,442,321,318,3,פה,196,61,135,0.616352,26,1,2,0,0,0,18,0,0,0,0,0,0,0,0,10,61,0,0,0,3,0,196,0,0,0,0,0,0,1
K23,loc:389,locality,loc:389,389,בצרה,2,2,769,573,571,2,פה,408,79,329,0.714536,60,2,2,0,0,0,11,0,0,0,0,0,0,0,0,7,79,0,0,0,0,0,408,0,0,0,0,0,0,2
K23,loc:39,locality,loc:39,39,גפן,1,1,266,224,224,0,מחל,148,38,110,0.660714,4,2,0,0,0,0,7,0,0,0,0,0,0,0,0,2,148,0,0,0,4,0,19,0,0,0,0,0,0,38
K23,loc:390,locality,loc:390,390,רגבה,2,2,837,621,619,2,פה,409,99,310,0.660743,76,0,1,1,0,0,10,0,0,0,0,0,0,0,0,18,99,0,0,0,1,0,409,0,0,0,0,0,0,4
K23,loc:393,locality,loc:393,393,גלאון,1,1,470,327,326,1,פה,200,104,96,0.613497,104,0,4,0,0,0,4,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,200,0,0,0,0,0,0,1
K23,loc:394,locality,loc:394,394,שובל,1,1,628,452,451,1,פה,263,157,106,0.583149,157,0,6,1,0,0,1,0,0,0,0,0,0,0,0,7,15,0,0,0,0,0,263,1,0,0,0,0,0,0
K23,loc:395,locality,loc:395,395,משמר הנגב,2,2,794,532,531,1,פה,279,161,118,0.525424,161,0,0,0,0,0,13,0,0,0,0,0,0,0,0,15,59,0,0,0,2,1,279,0,0,0,0,1,0,0
K23,loc:396,locality,loc:396,396,נבטים,1,1,730,558,558,0,פה,257,193,64,0.460573,19,5,7,0,0,0,45,0,0,0,0,0,0,1,0,13,193,1,0,0,4,0,257,0,0,0,0,0,0,13
K23,loc:397,locality,loc:397,397,חצרים,2,2,820,602,599,3,פה,404,152,252,0.674457,152,0,5,1,0,0,1,0,0,0,0,0,0,0,0,10,22,1,0,0,0,0,404,2,0,0,0,0,0,1
K23,loc:398,locality,loc:398,398,שרשרת,1,1,251,202,201,1,מחל,121,37,84,0.60199,1,12,0,0,0,0,16,0,0,0,0,0,0,0,0,3,121,0,0,0,1,0,10,0,0,0,0,0,0,37
K23,loc:399,locality,loc:399,399,בארי,2,2,852,669,669,0,פה,318,291,27,0.475336,291,1,9,0,0,0,9,0,0,0,0,0,0,0,0,14,27,0,0,0,0,0,318,0,0,0,0,0,0,0
K23,loc:400,locality,loc:400,400,אבן שמואל,2,2,912,787,785,2,מחל,348,299,49,0.443312,4,27,0,0,0,0,299,0,0,0,0,0,0,0,0,0,348,1,0,0,6,0,13,0,0,0,0,0,0,87
K23,loc:4000,locality,loc:4000,4000,חיפה,409,409,249627,145488,144625,863,פה,50081,38464,11617,0.346282,10395,5604,14915,154,10,0,5020,22,13,10,11,21,11,11,41,14893,38464,94,24,13,357,17,50081,46,35,51,17,19,58,4218
K23,loc:4001,locality,loc:4001,4001,בוקעאתא,1,1,567,76,76,0,פה,20,18,2,0.263158,12,0,2,0,0,0,16,0,0,0,0,0,0,0,1,4,18,0,0,0,0,0,20,0,0,0,0,0,0,3
K23,loc:4002,locality,loc:4002,4002,אלי-עד,1,1,307,222,219,3,פה,122,33,89,0.557078,26,1,1,0,0,0,16,0,0,0,0,0,0,0,0,14,33,1,0,0,2,0,122,0,0,0,0,0,0,3
K23,loc:4003,locality,loc:4003,4003,אל -רום,1,1,343,252,250,2,פה,121,61,60,0.484,61,0,1,0,0,0,9,0,0,0,0,0,0,0,0,19,38,1,0,0,0,0,121,0,0,0,0,0,0,0
K23,loc:4004,locality,loc:4004,4004,כפר חרוב,1,1,400,236,236,0,פה,160,44,116,0.677966,44,0,2,0,0,0,1,0,0,0,0,0,0,0,0,3,26,0,0,0,0,0,160,0,0,0,0,0,0,0
K23,loc:4005,locality,loc:4005,4005,חספין,2,2,818,621,620,1,טב,431,125,306,0.695161,1,26,0,0,0,0,431,0,0,0,0,0,0,0,0,0,125,0,0,0,8,0,11,0,0,0,0,0,0,18
K23,loc:4006,locality,loc:4006,4006,קשת,1,1,427,310,308,2,טב,208,55,153,0.675325,1,17,0,0,0,0,208,0,0,0,0,0,0,0,0,0,55,0,0,0,6,0,2,0,0,0,0,0,1,18
K23,loc:4007,locality,loc:4007,4007,יונתן,1,1,388,308,303,5,טב,183,77,106,0.60396,4,5,1,2,0,0,183,0,0,0,0,0,0,0,0,2,77,1,0,0,3,0,23,0,0,0,0,0,0,2
K23,loc:4008,locality,loc:4008,4008,מעלה גמלא,1,1,398,295,293,2,פה,192,39,153,0.65529,38,0,1,1,0,0,13,0,0,0,0,0,0,0,0,6,39,0,0,0,0,0,192,0,2,0,0,0,0,1
K23,loc:4009,locality,loc:4009,4009,שעל,1,1,218,166,166,0,פה,86,48,38,0.518072,13,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,48,0,0,0,0,0,86,0,0,0,0,0,0,6
K23,loc:4010,locality,loc:4010,4010,אודם,1,1,121,89,89,0,פה,54,14,40,0.606742,10,0,1,1,0,0,5,0,0,0,0,0,0,0,0,2,14,0,0,0,1,0,54,0,0,0,0,0,0,1
K23,loc:4011,locality,loc:4011,4011,אבני איתן,1,1,402,311,311,0,טב,158,92,66,0.508039,4,5,1,0,0,0,158,0,0,0,0,0,1,0,0,1,92,0,0,0,17,0,23,0,0,0,0,0,0,9
K23,loc:4012,locality,loc:4012,4012,אניעם,1,1,445,272,272,0,פה,144,86,58,0.529412,18,1,1,0,0,0,11,0,0,0,0,0,0,0,0,4,86,0,0,0,2,0,144,0,0,0,0,0,0,5
K23,loc:4013,locality,loc:4013,4013,אורטל,1,1,248,177,177,0,פה,110,31,79,0.621469,31,0,0,0,0,0,11,0,0,0,0,0,0,0,0,2,21,0,0,0,0,0,110,0,0,0,0,0,0,2
K23,loc:4014,locality,loc:4014,4014,נטור,1,1,250,188,186,2,טב,61,53,8,0.327957,13,0,2,0,0,0,61,0,0,0,0,0,0,0,0,1,49,0,0,0,4,0,53,1,0,0,0,0,0,2
K23,loc:4015,locality,loc:4015,4015,בני יהודה,2,2,893,595,592,3,פה,276,172,104,0.466216,52,1,1,0,0,0,29,0,0,0,0,0,0,0,0,38,172,3,1,0,10,0,276,0,0,0,0,0,1,8
K23,loc:4017,locality,loc:4017,4017,אלוני הבשן,1,1,221,152,152,0,טב,78,61,17,0.513158,3,1,0,1,0,0,78,0,0,0,0,0,0,0,0,0,61,0,0,0,2,0,4,0,0,0,0,0,0,2
K23,loc:4019,locality,loc:4019,4019,מיצר,1,1,125,90,90,0,פה,57,13,44,0.633333,13,0,2,1,0,0,5,0,0,0,0,0,0,0,0,3,8,0,0,0,1,0,57,0,0,0,0,0,0,0
K23,loc:402,locality,loc:402,402,ניר יצחק,1,1,563,361,360,1,אמת,185,145,40,0.513889,185,1,9,0,0,0,2,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,145,0,0,0,0,0,0,2
K23,loc:4021,locality,loc:4021,4021,גבעת יואב,1,1,471,331,328,3,פה,178,76,102,0.542683,30,0,2,1,0,0,19,0,0,0,0,0,0,0,0,21,76,1,0,0,0,0,178,0,0,0,0,0,0,0
K23,loc:4022,locality,loc:4022,4022,גשור,1,1,220,153,151,2,פה,86,30,56,0.569536,14,0,0,5,0,0,2,0,0,0,0,0,0,0,0,11,30,0,0,0,1,0,86,0,0,0,0,0,0,2
K23,loc:4024,locality,loc:4024,4024,קלע,1,1,220,142,141,1,פה,74,38,36,0.524823,14,1,0,0,0,0,3,0,0,0,0,0,0,0,0,10,38,0,0,0,0,0,74,0,0,0,0,0,0,1
K23,loc:4025,locality,loc:4025,4025,קדמת צבי,1,1,392,283,282,1,פה,156,61,95,0.553191,36,0,0,0,0,0,15,0,0,0,0,0,0,0,0,12,61,1,0,0,0,0,156,0,0,0,0,0,0,1
K23,loc:4026,locality,loc:4026,4026,חד-נס,1,1,642,381,380,1,פה,198,130,68,0.521053,18,2,0,1,0,0,17,0,0,0,0,0,0,0,0,11,130,1,0,0,0,0,198,0,0,1,0,0,0,1
K23,loc:4028,locality,loc:4028,4028,כנף,1,1,323,226,226,0,פה,141,31,110,0.623894,22,0,0,2,0,0,20,0,0,0,0,0,0,0,0,10,31,0,0,0,0,0,141,0,0,0,0,0,0,0
K23,loc:403,locality,loc:403,403,אורים,1,1,448,238,237,1,פה,142,67,75,0.599156,67,1,5,0,0,0,1,0,0,0,0,0,0,0,0,7,13,0,0,0,0,0,142,1,0,0,0,0,0,0
K23,loc:405,locality,loc:405,405,נווה אילן,1,1,696,486,484,2,פה,266,107,159,0.549587,81,1,4,0,0,0,11,0,0,0,0,1,0,0,0,9,107,0,0,0,0,0,266,0,0,0,0,0,0,4
K23,loc:406,locality,loc:406,406,חצור-אשדוד,1,1,674,484,483,1,פה,273,173,100,0.565217,173,6,0,0,0,0,2,0,0,0,0,0,0,0,0,10,16,1,0,0,0,0,273,0,0,0,0,0,0,2
K23,loc:407,locality,loc:407,407,דברת,1,1,327,230,228,2,פה,164,27,137,0.719298,27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,24,0,1,0,0,0,164,0,0,0,0,0,0,4
K23,loc:408,locality,loc:408,408,נאות מרדכי,1,1,513,365,364,1,פה,235,62,173,0.645604,62,1,0,0,0,0,12,0,0,0,0,0,0,0,0,15,33,2,0,0,0,0,235,0,0,0,0,0,0,4
K23,loc:409,locality,loc:409,409,יחיעם,1,1,563,391,388,3,פה,198,111,87,0.510309,111,0,1,0,0,0,4,0,0,0,0,0,0,0,0,12,61,0,0,0,0,0,198,0,0,0,0,0,0,1
K23,loc:41,locality,loc:41,41,אליכין,4,4,2579,1958,1956,2,מחל,1071,363,708,0.547546,73,41,1,2,0,0,83,0,0,0,0,0,0,0,0,29,1071,0,1,0,13,0,363,1,0,0,0,0,1,277
K23,loc:4100,locality,loc:4100,4100,קצרין,10,10,6175,3523,3498,25,מחל,1370,746,624,0.391652,119,53,7,6,0,0,343,0,1,1,0,6,0,0,1,663,1370,2,2,0,42,0,746,0,1,2,0,6,4,123
K23,loc:4101,locality,loc:4101,4101,מרום גולן,1,1,576,406,405,1,פה,282,54,228,0.696296,54,0,1,0,0,0,6,0,0,0,0,0,0,0,0,9,51,0,0,0,1,0,282,1,0,0,0,0,0,0
K23,loc:413,locality,loc:413,413,צאלים,1,1,394,271,271,0,פה,127,94,33,0.468635,94,2,3,0,0,0,7,0,0,0,0,0,0,0,0,6,31,0,0,0,1,0,127,0,0,0,0,0,0,0
K23,loc:414,locality,loc:414,414,קלחים,1,1,365,301,301,0,מחל,106,96,10,0.352159,59,1,1,0,0,0,14,0,0,0,0,0,0,0,0,3,106,0,0,0,1,0,96,0,0,0,0,0,0,20
K23,loc:415,locality,loc:415,415,שוקדה,1,1,262,221,220,1,מחל,92,87,5,0.418182,0,3,0,0,0,0,87,0,0,0,0,0,0,0,0,1,92,0,0,0,3,0,4,0,0,0,0,0,0,30
K23,loc:416,locality,loc:416,416,מעיין ברוך,1,1,479,336,334,2,פה,185,78,107,0.553892,78,0,2,0,0,0,4,0,0,0,0,0,0,0,0,14,51,0,0,0,0,0,185,0,0,0,0,0,0,0
K23,loc:417,locality,loc:417,417,יקום,1,1,545,427,424,3,פה,252,144,108,0.59434,144,0,7,0,0,0,2,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,252,0,0,0,0,0,0,0
K23,loc:418,locality,loc:418,418,בני ציון,2,2,846,637,636,1,פה,420,100,320,0.660377,88,1,3,0,0,0,5,0,0,0,0,0,1,0,0,13,100,1,0,0,1,0,420,0,0,0,0,0,0,3
