election,geography_id,geography_type,locality_id,locality_code,locality_name,contributing_rows,contributing_kalpis,eligible_voters,actual_voters,valid_votes,invalid_votes,winning_ballot_letter,winning_votes,runner_up_votes,margin_votes,winning_vote_share,אמת,ג,ד,הי,הפ,הק,ו,ז,זה,זך,טב,יק,כן,מחל,מרץ,נ,ני,נץ,נק,עם,פ,פה,פז,פי,פך,פנ,פץ,ץ,צפ,צק,ק,קנ,רק,שס
K19,loc:3744,locality,loc:3744,3744,ברוכין,1,1,154,142,142,0,טב,94,46,48,0.661972,0,0,0,0,0,0,0,0,0,0,94,0,0,46,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19,loc:3745,locality,loc:3745,3745,מצדות יהודה,1,1,261,226,225,1,טב,170,25,145,0.755556,5,2,0,0,0,0,0,0,0,0,170,0,0,14,1,0,0,25,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1
K19,loc:3746,locality,loc:3746,3746,קריית נטפים,1,1,312,265,265,0,טב,146,63,83,0.550943,0,1,0,0,0,0,0,0,0,0,146,0,1,63,0,0,0,18,0,0,0,2,20,0,0,0,0,2,0,0,0,1,1,10
K19,loc:3747,locality,loc:3747,3747,דולב,1,1,696,586,585,1,טב,455,57,398,0.777778,4,5,0,0,0,0,0,0,0,0,455,0,0,41,1,0,0,57,0,0,0,3,2,0,0,0,0,3,1,0,0,8,0,5
K19,loc:3748,locality,loc:3748,3748,עתניאל,1,1,351,300,300,0,טב,165,72,93,0.55,3,2,0,0,0,0,0,0,0,0,165,0,1,42,0,0,0,72,0,0,0,1,3,0,0,0,1,3,0,0,0,1,0,6
K19,loc:3749,locality,loc:3749,3749,יצהר,1,1,500,391,390,1,נץ,279,65,214,0.715385,0,8,0,0,0,0,0,0,0,0,65,0,0,21,0,0,0,279,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,13
K19,loc:375,locality,loc:375,375,מגל,1,1,683,573,571,2,אמת,196,166,30,0.343257,196,0,0,0,0,0,0,21,0,1,7,0,6,25,91,0,0,2,0,0,0,166,0,0,0,0,0,1,48,0,0,7,0,0
K19,loc:3750,locality,loc:3750,3750,אלפי מנשה,9,9,5300,4070,4050,20,מחל,1290,1068,222,0.318519,520,25,1,0,2,0,1,50,0,6,383,2,97,1290,91,1,0,57,0,1,0,1068,31,2,0,0,1,49,220,1,1,59,13,78
K19,loc:3751,locality,loc:3751,3751,מגדלים,1,1,111,69,67,2,מחל,25,15,10,0.373134,1,1,0,0,0,0,0,1,0,0,15,0,0,25,0,0,0,8,0,0,0,7,2,0,0,2,0,1,2,0,0,2,0,0
K19,loc:3752,locality,loc:3752,3752,מעלה לבונה,1,1,346,261,261,0,טב,145,79,66,0.555556,1,5,0,0,0,0,0,0,0,0,145,0,1,15,0,0,0,79,0,0,0,1,4,1,0,0,1,2,0,0,0,0,0,6
K19,loc:3754,locality,loc:3754,3754,אספר,1,1,225,173,172,1,ג,60,55,5,0.348837,1,60,0,0,0,0,0,0,0,0,55,0,0,2,0,0,0,15,0,0,0,0,6,5,0,0,1,7,0,0,0,0,0,20
K19,loc:3756,locality,loc:3756,3756,סוסיה,1,1,478,382,381,1,טב,280,66,214,0.734908,0,2,0,0,1,0,0,0,0,0,280,0,1,21,0,0,0,66,0,1,1,0,1,0,0,0,0,1,0,0,0,3,0,3
K19,loc:3759,locality,loc:3759,3759,אדורה,1,1,179,144,144,0,טב,53,30,23,0.368056,9,0,0,0,0,0,0,0,0,0,53,1,1,30,1,0,0,8,0,0,0,15,0,0,0,0,0,3,19,0,0,1,0,3
K19,loc:376,locality,loc:376,376,עברון,2,2,618,457,454,3,אמת,198,119,79,0.436123,198,0,0,0,0,0,1,14,0,0,0,0,4,16,119,0,0,2,0,0,0,65,0,0,0,0,0,3,20,0,0,7,1,4
K19,loc:3760,locality,loc:3760,3760,אורנית,9,9,5049,3999,3979,20,פה,1192,1062,130,0.299573,432,11,0,0,2,0,3,39,0,10,586,1,71,1062,105,0,1,38,3,0,1,1192,15,0,0,1,0,54,214,0,1,52,11,74
K19,loc:3762,locality,loc:3762,3762,איתמר,1,1,453,349,349,0,טב,192,114,78,0.550143,1,4,0,0,0,0,0,0,0,0,192,0,0,22,1,0,0,114,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,9
K19,loc:3763,locality,loc:3763,3763,גבע בנימין,4,4,2493,1805,1789,16,מחל,559,375,184,0.312465,73,35,0,0,0,0,0,3,0,0,375,5,22,559,10,1,2,158,1,0,0,115,45,0,0,1,0,22,14,0,0,21,5,322
K19,loc:3764,locality,loc:3764,3764,חגי,1,1,254,214,214,0,טב,152,40,112,0.71028,0,0,0,0,0,0,0,0,0,0,152,0,0,18,0,0,0,40,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
K19,loc:3765,locality,loc:3765,3765,עלי,3,3,1711,1375,1369,6,טב,975,179,796,0.712199,9,9,1,0,0,0,0,0,0,2,975,7,3,179,1,0,0,123,3,0,0,6,1,0,0,2,0,6,1,0,0,6,0,35
K19,loc:3766,locality,loc:3766,3766,כרמי צור,1,1,443,384,383,1,טב,277,48,229,0.723238,0,5,0,0,0,0,0,0,0,0,277,0,0,33,0,0,0,48,0,0,0,2,3,0,0,0,1,2,0,0,0,4,0,8
K19,loc:3767,locality,loc:3767,3767,נחליאל,1,1,251,195,195,0,נץ,85,47,38,0.435897,0,10,0,0,0,0,0,0,0,0,47,0,0,7,0,0,0,85,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,39
K19,loc:3768,locality,loc:3768,3768,פדואל,1,1,658,589,589,0,טב,460,62,398,0.780985,3,1,0,0,0,0,0,2,0,0,460,0,0,46,0,0,0,62,0,0,0,0,2,0,0,0,1,3,0,0,0,1,0,8
K19,loc:3769,locality,loc:3769,3769,הר אדר,4,4,2542,2015,2006,9,פה,548,397,151,0.27318,397,1,0,0,0,0,13,22,0,0,95,0,85,346,210,0,0,17,1,1,2,548,1,2,0,0,1,38,186,0,0,18,1,21
K19,loc:377,locality,loc:377,377,המעפיל,1,1,566,444,443,1,מרץ,179,113,66,0.404063,113,0,0,0,0,0,1,5,0,0,5,0,6,15,179,0,0,1,0,0,1,85,0,0,0,0,0,4,22,1,1,1,1,2
K19,loc:3770,locality,loc:3770,3770,חשמונאים,3,3,1987,1638,1630,8,טב,918,278,640,0.56319,20,41,0,0,0,0,1,1,0,1,918,0,3,278,5,0,0,160,0,0,0,23,17,0,0,0,0,33,2,0,0,12,1,114
K19,loc:3778,locality,loc:3778,3778,עץ אפרים,1,1,601,478,478,0,מחל,166,138,28,0.34728,12,3,0,0,1,0,0,0,0,2,138,0,3,166,5,0,0,25,0,0,0,48,14,0,0,1,0,6,10,0,0,3,1,40
K19,loc:3779,locality,loc:3779,3779,כוכב יעקב,5,5,3032,2467,2456,11,שס,1044,580,464,0.425081,6,277,0,0,0,0,0,0,0,0,580,0,0,125,2,0,0,336,0,1,0,4,61,0,0,0,1,14,2,0,0,2,1,1044
K19,loc:378,locality,loc:378,378,משגב עם,1,1,210,132,131,1,אמת,52,21,31,0.396947,52,0,0,0,0,0,2,6,0,0,3,0,2,14,12,0,0,0,0,0,0,21,0,0,0,0,0,0,18,0,0,1,0,0
K19,loc:3780,locality,loc:3780,3780,ביתר עילית,30,30,16587,14069,13997,72,ג,8404,4247,4157,0.600414,15,8404,1,0,0,0,2,1,0,0,154,2,1,137,3,1,0,737,0,0,1,10,198,0,0,6,4,51,1,1,0,20,0,4247
K19,loc:3781,locality,loc:3781,3781,קדר,1,1,698,515,512,3,מחל,229,106,123,0.447266,28,1,0,0,0,0,0,4,0,0,106,0,4,229,4,0,0,20,0,0,0,65,0,0,0,0,0,4,11,0,0,3,3,30
K19,loc:3784,locality,loc:3784,3784,שמעה,1,1,241,142,138,4,מחל,48,31,17,0.347826,14,0,0,0,0,0,0,0,0,0,31,0,0,48,0,0,0,15,0,0,0,11,1,0,0,0,0,4,8,0,0,2,0,4
K19,loc:3787,locality,loc:3787,3787,נעלה,1,1,644,512,510,2,מחל,167,115,52,0.327451,64,5,0,0,0,0,0,2,0,1,115,1,3,167,7,0,0,17,0,1,0,82,4,0,0,0,0,5,20,0,0,8,2,6
K19,loc:3788,locality,loc:3788,3788,טלמון,2,2,1298,1157,1153,4,טב,817,219,598,0.708586,2,7,1,0,0,0,0,0,0,0,817,0,0,80,0,0,0,219,0,0,0,1,3,0,0,0,2,6,1,0,0,1,0,13
K19,loc:379,locality,loc:379,379,גאולים,1,1,645,450,445,5,אמת,107,77,30,0.240449,107,3,0,0,0,0,0,1,0,0,57,0,17,74,12,0,1,7,0,0,0,77,14,0,0,0,0,11,21,0,0,8,2,33
K19,loc:3790,locality,loc:3790,3790,נופים,1,1,368,256,254,2,מחל,140,51,89,0.551181,5,1,0,0,0,0,0,1,0,0,51,0,2,140,4,0,0,13,0,0,0,12,1,1,0,0,0,2,4,0,0,7,0,10
K19,loc:3791,locality,loc:3791,3791,צופים,2,2,904,719,718,1,טב,289,188,101,0.402507,45,1,0,0,0,0,0,7,0,0,289,0,5,188,6,0,0,58,0,0,1,63,3,0,0,1,0,5,15,0,0,6,2,23
K19,loc:3793,locality,loc:3793,3793,אבני חפץ,1,1,767,644,640,4,טב,390,91,299,0.609375,1,4,0,0,0,0,0,0,0,0,390,0,1,58,0,0,0,91,0,0,0,2,46,0,0,0,0,1,1,0,0,4,0,41
K19,loc:3794,locality,loc:3794,3794,בת עין,1,1,635,464,460,4,טב,183,169,14,0.397826,3,17,0,0,0,0,0,3,0,0,183,0,0,24,1,0,0,169,0,0,0,2,7,0,0,0,4,3,0,0,1,0,0,43
K19,loc:3795,locality,loc:3795,3795,רבבה,1,1,626,582,581,1,טב,462,60,402,0.795181,0,4,0,0,0,0,0,0,0,0,462,0,0,40,0,0,0,60,0,0,1,0,5,0,0,0,1,0,0,0,0,0,0,8
K19,loc:3796,locality,loc:3796,3796,כפר האורנים,2,2,1276,1062,1059,3,פה,417,179,238,0.393768,179,4,0,0,1,1,1,17,0,2,63,0,29,152,75,0,1,2,0,1,0,417,0,0,0,0,0,13,76,0,1,12,0,12
K19,loc:3797,locality,loc:3797,3797,מודיעין עילית,36,36,20927,18979,18864,115,ג,14532,3402,11130,0.770356,14,14532,1,0,0,0,0,0,0,0,302,0,2,111,3,1,2,166,0,0,0,13,247,1,0,1,6,42,2,0,1,14,1,3402
K19,loc:380,locality,loc:380,380,להבות הבשן,1,1,567,387,387,0,מרץ,161,89,72,0.416021,89,1,0,0,0,0,2,10,0,0,12,0,3,23,161,0,0,0,0,0,0,36,1,0,0,0,0,2,35,0,2,5,2,3
K19,loc:382,locality,loc:382,382,מכמורת,2,2,994,694,690,4,אמת,181,177,4,0.262319,181,0,0,0,1,0,4,41,0,3,15,0,20,64,94,0,1,2,0,0,0,177,1,0,0,0,3,13,53,0,1,11,3,2
K19,loc:383,locality,loc:383,383,"עין הנצי""ב",1,1,419,337,334,3,טב,233,28,205,0.697605,21,0,0,0,0,0,0,2,0,0,233,0,2,28,5,0,0,8,0,0,0,9,2,0,0,1,0,10,7,0,0,3,1,2
K19,loc:385,locality,loc:385,385,עמיעד,1,1,416,275,274,1,אמת,120,43,77,0.437956,120,0,0,0,0,0,1,5,0,0,3,0,2,14,40,0,0,0,0,0,0,43,0,0,0,0,0,1,38,0,0,6,0,1
K19,loc:386,locality,loc:386,386,בני דרור,2,2,1032,727,724,3,פה,189,188,1,0.26105,188,0,0,0,0,0,1,5,0,2,35,0,14,119,69,0,0,2,0,0,0,189,2,0,0,0,0,13,76,0,0,6,1,2
K19,loc:387,locality,loc:387,387,כפר מונש,2,2,610,490,489,1,פה,160,128,32,0.327198,128,0,0,0,0,0,2,10,0,1,18,0,7,47,69,0,0,5,0,0,0,160,0,0,0,0,0,2,36,0,2,1,1,0
K19,loc:388,locality,loc:388,388,כפר קיש,1,1,333,229,228,1,פה,69,59,10,0.302632,59,0,0,0,0,0,0,6,0,0,18,0,4,31,15,0,0,2,0,0,0,69,1,0,0,0,0,0,18,0,1,2,0,2
K19,loc:389,locality,loc:389,389,בצרה,2,2,693,551,550,1,פה,206,88,118,0.374545,88,3,0,0,0,0,4,10,0,1,22,0,17,62,56,0,0,2,0,0,0,206,2,0,0,0,0,6,62,0,0,6,0,3
K19,loc:39,locality,loc:39,39,גפן,1,1,249,182,181,1,מחל,89,44,45,0.491713,8,2,0,0,0,0,0,2,0,0,16,0,0,89,0,0,0,3,0,0,0,6,1,0,0,0,0,7,0,0,0,2,1,44
K19,loc:390,locality,loc:390,390,רגבה,2,2,784,607,605,2,אמת,259,138,121,0.428099,259,1,0,0,1,0,1,4,0,1,12,0,6,68,44,0,0,1,1,0,0,138,0,0,0,0,0,1,55,0,0,2,4,6
K19,loc:393,locality,loc:393,393,גלאון,1,1,388,264,262,2,מרץ,112,75,37,0.427481,75,0,0,0,0,0,2,5,0,0,5,0,0,9,112,0,0,1,0,0,1,26,0,0,0,0,0,2,15,0,0,5,4,0
K19,loc:394,locality,loc:394,394,שובל,1,1,554,384,382,2,מרץ,123,113,10,0.32199,113,0,0,0,0,0,1,3,0,1,3,0,7,21,123,0,0,2,1,1,0,52,0,0,0,0,0,4,43,0,1,4,0,2
K19,loc:395,locality,loc:395,395,משמר הנגב,2,2,709,465,463,2,אמת,243,68,175,0.524838,243,0,0,0,0,0,0,1,0,0,11,1,4,34,49,0,1,2,0,0,0,68,0,0,0,0,0,1,40,1,0,3,1,3
K19,loc:396,locality,loc:396,396,נבטים,1,1,518,400,397,3,מחל,84,77,7,0.211587,72,0,0,0,0,0,0,1,0,0,77,0,15,84,1,0,0,2,0,2,0,76,1,0,0,0,0,8,38,0,0,3,1,16
K19,loc:397,locality,loc:397,397,חצרים,2,2,769,559,559,0,אמת,272,103,169,0.486583,272,0,0,0,0,0,0,7,0,0,3,0,6,19,103,0,0,0,0,0,0,82,0,0,0,0,1,6,50,0,0,9,0,1
K19,loc:398,locality,loc:398,398,שרשרת,1,1,228,176,174,2,טב,56,46,10,0.321839,0,5,0,0,0,0,0,0,0,0,56,0,3,46,0,0,0,9,0,1,0,2,2,0,0,0,0,9,0,0,0,1,1,39
K19,loc:399,locality,loc:399,399,בארי,2,2,790,630,626,4,אמת,330,123,207,0.527157,330,0,0,0,0,0,3,10,0,0,15,0,9,20,123,0,0,1,0,0,0,62,0,0,0,0,0,2,43,0,1,6,1,0
K19,loc:400,locality,loc:400,400,אבן שמואל,1,1,477,418,414,4,טב,245,61,184,0.591787,2,9,0,0,0,0,0,1,0,1,245,0,1,36,0,0,0,35,0,0,0,3,5,0,0,0,0,10,2,0,0,3,0,61
K19,loc:4000,locality,loc:4000,4000,חיפה,409,409,240749,141085,139363,1722,מחל,36388,25294,11094,0.261102,21196,4232,2713,23,154,37,6644,934,0,416,8912,1316,2407,36388,7230,23,56,1577,66,607,90,25294,349,62,0,54,68,1462,10006,184,128,1655,326,4754
K19,loc:4001,locality,loc:4001,4001,בוקעאתא,1,1,331,9,9,0,מחל,8,1,7,0.888889,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K19,loc:4002,locality,loc:4002,4002,אלי-עד,1,1,239,172,172,0,פה,41,36,5,0.238372,36,0,0,0,0,0,0,10,0,0,32,0,2,12,10,0,0,1,0,0,0,41,1,0,0,0,0,4,10,0,0,9,2,2
K19,loc:4003,locality,loc:4003,4003,אל -רום,1,1,285,186,185,1,אמת,69,34,35,0.372973,69,0,0,0,0,0,2,3,0,0,2,0,2,13,25,1,0,1,0,0,0,34,0,0,0,0,0,0,25,0,0,7,1,0
K19,loc:4004,locality,loc:4004,4004,כפר חרוב,1,1,298,167,166,1,אמת,48,36,12,0.289157,48,0,0,0,0,0,1,2,0,0,15,0,2,15,21,0,0,0,0,0,0,36,0,0,0,0,0,1,25,0,0,0,0,0
K19,loc:4005,locality,loc:4005,4005,חספין,1,1,643,527,527,0,טב,418,41,377,0.793169,6,4,0,0,0,0,0,0,0,0,418,0,1,38,0,0,0,41,0,0,0,2,3,0,0,0,0,2,0,0,0,2,0,10
K19,loc:4006,locality,loc:4006,4006,קשת,1,1,374,294,293,1,טב,241,20,221,0.822526,2,2,0,0,0,0,0,1,0,0,241,0,0,17,0,0,0,20,0,0,0,1,0,0,0,0,0,4,0,0,0,1,0,4
K19,loc:4007,locality,loc:4007,4007,יונתן,1,1,266,211,211,0,טב,142,31,111,0.672986,7,0,0,0,0,0,0,2,0,0,142,0,0,31,1,0,0,9,0,0,0,10,0,0,0,0,1,5,1,0,0,0,0,2
K19,loc:4008,locality,loc:4008,4008,מעלה גמלא,1,1,327,243,242,1,אמת,66,62,4,0.272727,66,0,1,0,0,0,3,5,0,0,12,0,6,25,31,0,0,0,0,0,0,62,0,0,0,0,0,1,25,0,0,3,2,0
K19,loc:4009,locality,loc:4009,4009,שעל,1,1,206,145,145,0,מחל,43,31,12,0.296552,9,0,0,0,0,0,0,16,0,0,11,0,2,43,5,0,0,7,0,0,0,31,0,0,0,0,0,3,9,0,0,4,0,5
K19,loc:4010,locality,loc:4010,4010,אודם,1,1,94,63,63,0,פה,12,11,1,0.190476,8,0,0,0,0,0,0,4,0,0,5,0,5,11,3,0,0,0,0,0,0,12,0,0,0,0,0,1,11,0,0,3,0,0
K19,loc:4011,locality,loc:4011,4011,אבני איתן,1,1,354,272,272,0,טב,154,42,112,0.566176,4,2,0,0,0,0,0,0,0,0,154,0,1,31,0,0,0,42,0,0,0,4,10,0,0,0,0,10,1,0,1,1,1,10
K19,loc:4012,locality,loc:4012,4012,אניעם,1,1,378,260,260,0,אמת,63,53,10,0.242308,63,2,0,0,0,0,0,4,0,0,42,0,6,40,3,0,0,7,0,0,0,53,0,0,0,0,0,3,19,2,1,6,5,4
K19,loc:4013,locality,loc:4013,4013,אורטל,1,1,198,142,142,0,פה,53,32,21,0.373239,32,0,0,0,0,0,0,0,0,0,14,0,1,17,6,0,0,0,0,0,0,53,0,0,0,0,0,5,9,0,0,2,1,2
K19,loc:4014,locality,loc:4014,4014,נטור,1,1,152,121,120,1,טב,42,32,10,0.35,12,0,0,0,0,0,0,0,0,0,42,0,2,32,4,0,0,3,0,0,0,17,1,0,0,0,0,3,4,0,0,0,0,0
K19,loc:4015,locality,loc:4015,4015,בני יהודה,2,2,852,567,560,7,פה,129,119,10,0.230357,119,0,0,0,0,0,0,5,0,3,81,1,9,93,22,0,0,11,0,0,1,129,8,0,0,0,0,8,42,1,0,7,6,14
K19,loc:4017,locality,loc:4017,4017,אלוני הבשן,1,1,168,140,140,0,טב,99,21,78,0.707143,2,0,0,0,0,0,0,0,0,0,99,0,0,21,0,0,0,9,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3
K19,loc:402,locality,loc:402,402,ניר יצחק,1,1,564,389,386,3,מרץ,206,101,105,0.533679,101,0,0,0,0,0,6,2,0,0,0,0,1,6,206,0,0,3,0,0,0,35,0,0,0,0,0,2,14,0,3,5,0,2
K19,loc:4021,locality,loc:4021,4021,גבעת יואב,1,1,407,302,299,3,מחל,56,55,1,0.187291,51,0,0,0,0,0,1,6,0,0,39,0,10,56,15,0,0,5,0,0,0,55,0,0,0,0,0,5,35,1,2,14,3,1
K19,loc:4022,locality,loc:4022,4022,גשור,1,1,180,126,126,0,אמת,34,25,9,0.269841,34,0,0,0,0,0,0,3,0,0,12,0,2,14,20,0,0,1,0,0,0,25,0,0,0,0,0,2,7,0,0,5,0,1
K19,loc:4024,locality,loc:4024,4024,קלע,1,1,134,65,63,2,פה,20,17,3,0.31746,17,0,0,0,0,0,0,0,0,0,7,2,2,11,0,0,0,0,0,0,0,20,0,0,0,0,0,0,3,0,0,1,0,0
K19,loc:4025,locality,loc:4025,4025,קדמת צבי,1,1,303,199,197,2,אמת,56,42,14,0.284264,56,0,0,0,0,0,0,5,0,0,10,1,7,32,5,0,0,2,0,0,0,42,0,0,0,0,0,1,31,0,1,4,0,0
K19,loc:4026,locality,loc:4026,4026,חד-נס,1,1,520,355,355,0,פה,85,77,8,0.239437,52,1,0,0,0,0,1,7,0,0,57,0,15,77,11,0,0,3,0,0,0,85,0,0,0,1,0,3,31,0,0,5,4,2
K19,loc:4028,locality,loc:4028,4028,כנף,1,1,227,171,171,0,פה,61,27,34,0.356725,27,0,0,0,1,0,0,3,0,0,27,0,3,25,4,0,0,2,0,0,0,61,0,0,0,0,0,2,15,0,0,1,0,0
K19,loc:403,locality,loc:403,403,אורים,1,1,437,254,252,2,אמת,118,44,74,0.468254,118,0,0,0,0,0,9,4,0,0,6,1,6,15,44,0,0,1,0,0,2,28,0,0,0,0,0,1,11,0,2,3,0,1
K19,loc:405,locality,loc:405,405,נווה אילן,1,1,613,423,423,0,אמת,110,100,10,0.260047,110,2,0,0,0,0,2,5,0,1,16,0,5,71,62,0,0,2,0,0,0,100,0,0,0,0,0,17,18,1,0,7,3,1
K19,loc:406,locality,loc:406,406,חצור-אשדוד,2,2,597,422,418,4,מרץ,206,106,100,0.492823,106,0,0,0,0,0,5,5,0,0,3,0,0,14,206,0,0,0,0,0,0,40,0,0,0,0,0,0,33,0,1,4,0,1
K19,loc:407,locality,loc:407,407,דברת,1,1,248,182,179,3,אמת,87,32,55,0.486034,87,1,0,0,0,0,1,0,0,0,6,0,5,12,8,0,0,1,0,0,0,32,0,0,0,0,0,0,17,0,0,5,1,3
K19,loc:408,locality,loc:408,408,נאות מרדכי,1,1,489,344,342,2,אמת,156,55,101,0.45614,156,0,0,0,0,0,1,9,0,0,15,0,2,31,34,0,0,2,0,0,0,55,0,0,0,0,0,4,24,0,0,5,3,1
K19,loc:409,locality,loc:409,409,יחיעם,1,1,386,279,279,0,מרץ,113,87,26,0.405018,87,0,0,0,0,0,1,6,0,0,3,0,0,11,113,0,0,4,0,0,0,25,0,0,0,0,0,0,18,0,3,7,1,0
K19,loc:41,locality,loc:41,41,אליכין,4,4,2295,1688,1676,12,מחל,474,268,206,0.282816,157,18,0,0,0,0,2,19,0,0,268,1,38,474,26,0,0,33,0,0,0,156,173,0,0,1,1,38,36,1,0,18,2,214
K19,loc:4100,locality,loc:4100,4100,קצרין,9,9,5651,3233,3160,73,מחל,1043,532,511,0.330063,375,8,1,1,1,1,4,19,0,5,532,46,51,1043,68,1,3,97,2,1,7,384,23,2,0,3,5,63,179,5,2,85,10,133
K19,loc:4101,locality,loc:4101,4101,מרום גולן,1,1,483,354,354,0,אמת,113,90,23,0.319209,113,1,0,0,1,0,2,7,0,1,22,0,7,42,34,0,0,0,0,0,0,90,0,0,0,0,0,7,19,0,0,4,4,0
K19,loc:413,locality,loc:413,413,צאלים,1,1,363,253,252,1,אמת,121,39,82,0.480159,121,0,0,0,0,0,4,2,0,0,11,0,6,14,39,0,0,1,0,0,1,32,0,0,0,0,0,2,13,0,0,5,1,0
K19,loc:414,locality,loc:414,414,קלחים,1,1,289,213,212,1,אמת,52,37,15,0.245283,52,0,0,0,0,0,4,0,0,0,14,0,7,32,18,0,0,4,0,0,0,25,0,0,0,0,0,4,14,0,0,0,1,37
K19,loc:415,locality,loc:415,415,שוקדה,1,1,194,142,142,0,טב,64,31,33,0.450704,3,0,0,0,0,0,0,0,0,0,64,0,6,29,0,0,0,3,0,0,0,1,0,0,0,0,0,1,3,0,0,1,0,31
K19,loc:416,locality,loc:416,416,מעיין ברוך,1,1,438,315,312,3,אמת,130,65,65,0.416667,130,0,0,0,0,0,1,16,0,0,13,0,8,14,26,0,0,3,0,0,0,65,0,0,0,0,0,5,29,0,0,2,0,0
K19,loc:417,locality,loc:417,417,יקום,1,1,505,410,408,2,מרץ,166,146,20,0.406863,146,0,0,0,0,0,2,7,0,0,6,0,0,5,166,0,0,0,0,0,0,46,2,0,0,1,0,0,17,2,0,7,1,0
K19,loc:418,locality,loc:418,418,בני ציון,2,2,757,603,601,2,פה,204,129,75,0.339434,129,1,0,0,0,0,2,17,0,0,22,0,12,75,69,0,0,2,1,0,0,204,0,0,0,0,0,9,49,0,0,3,1,5
K19,loc:419,locality,loc:419,419,סעד,1,1,588,471,470,1,טב,261,55,206,0.555319,55,0,0,0,0,0,1,7,0,0,261,0,11,48,11,0,0,11,0,0,0,22,0,0,0,0,0,24,15,0,0,3,1,0
K19,loc:4201,locality,loc:4201,4201,מג'דל שמס,1,1,505,103,103,0,מחל,72,8,64,0.699029,4,0,0,0,0,0,0,0,0,0,0,0,0,72,2,0,0,0,0,1,0,8,0,0,0,0,0,0,7,1,0,0,0,8
K19,loc:4203,locality,loc:4203,4203,מסעדה,1,1,173,33,32,1,מחל,21,5,16,0.65625,3,0,0,0,0,0,0,0,0,0,5,0,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
K19,loc:4204,locality,loc:4204,4204,מבוא חמה,1,1,347,220,220,0,אמת,82,40,42,0.372727,82,0,0,0,0,0,1,11,0,0,16,0,1,12,29,0,0,0,0,0,0,40,0,0,0,0,0,2,22,0,1,3,0,0
K19,loc:421,locality,loc:421,421,משאבי שדה,1,1,459,292,292,0,אמת,138,54,84,0.472603,138,1,0,0,1,0,1,4,0,0,1,0,2,23,54,0,0,1,0,0,1,39,0,0,0,0,0,7,17,0,1,1,0,0
K19,loc:422,locality,loc:422,422,חרב לאת,1,1,474,379,377,2,פה,104,89,15,0.275862,89,2,0,0,1,0,0,9,0,0,33,0,13,50,34,0,0,6,0,0,0,104,1,0,0,1,0,5,20,0,0,8,0,1
K19,loc:423,locality,loc:423,423,העוגן,2,2,585,426,424,2,מרץ,153,123,30,0.360849,123,0,0,1,0,0,3,15,0,0,9,0,3,12,153,0,0,0,0,2,0,77,0,0,0,0,0,0,11,0,4,4,3,4
K19,loc:424,locality,loc:424,424,גבים,1,1,320,239,238,1,אמת,97,48,49,0.407563,97,0,0,0,0,0,0,1,0,0,7,0,15,11,48,0,1,1,0,1,0,23,0,0,0,0,1,2,23,0,0,7,0,0
K19,loc:425,locality,loc:425,425,משמרת,1,1,576,465,464,1,פה,163,81,82,0.351293,81,1,0,0,0,0,2,14,0,0,19,0,18,48,46,0,0,2,0,0,0,163,0,0,0,0,0,9,53,0,0,3,3,2
K19,loc:426,locality,loc:426,426,עין כרמל,1,1,456,375,370,5,אמת,144,94,50,0.389189,144,0,0,0,0,0,1,4,0,0,4,0,4,24,54,0,0,3,0,0,0,94,0,0,0,0,1,1,29,0,0,6,0,1
K19,loc:427,locality,loc:427,427,כפר גלים,1,1,83,56,56,0,מחל,20,14,6,0.357143,12,0,0,0,0,0,0,1,0,0,2,0,0,20,3,0,0,0,0,0,0,14,0,0,0,0,0,0,3,0,0,1,0,0
K19,loc:428,locality,loc:428,428,ברור חיל,1,1,622,427,426,1,אמת,191,71,120,0.448357,191,0,0,0,0,0,4,2,0,0,11,0,24,33,47,0,0,2,0,1,0,71,1,0,0,0,0,1,33,0,0,4,1,0
K19,loc:429,locality,loc:429,429,אלוני אבא,1,1,550,462,462,0,אמת,136,133,3,0.294372,136,0,0,0,1,0,2,4,0,0,10,0,5,41,65,0,0,0,0,0,0,133,1,0,0,0,0,6,54,1,0,2,0,1
K19,loc:43,locality,loc:43,43,מטולה,2,2,1333,872,868,4,אמת,183,140,43,0.210829,183,6,0,0,0,0,4,19,0,0,59,1,46,136,60,0,0,11,0,0,0,140,0,0,0,0,0,27,119,0,0,11,43,3
K19,loc:430,locality,loc:430,430,בית לחם הגלילית,1,1,550,426,425,1,אמת,116,107,9,0.272941,116,1,0,0,0,0,2,1,0,0,27,0,8,58,53,0,0,0,0,0,0,107,0,0,0,0,0,1,46,0,1,3,1,0
