election,geography_id,geography_type,locality_id,locality_code,locality_name,contributing_rows,contributing_kalpis,eligible_voters,actual_voters,valid_votes,invalid_votes,winning_ballot_letter,winning_votes,runner_up_votes,margin_votes,winning_vote_share,אמת,ב,ג,ודעם,ז,זץ,ט,י,יז,ינ,יף,יק,יר,כ,כך,כן,ל,מחל,מרצ,נ,ני,נר,עם,פה,ףז,צי,צכ,צף,ץ,ק,קי,קך,קץ,ר,רנ,רף,רק,שס,ת
K24,loc:3748,locality,loc:3748,3748,עתניאל,1,1,466,350,350,0,ט,184,101,83,0.525714,0,101,4,0,0,0,184,0,0,0,0,0,0,0,0,1,0,39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,4,10
K24,loc:3749,locality,loc:3749,3749,יצהר,2,2,737,566,564,2,ט,508,18,490,0.900709,0,14,18,0,0,0,508,0,0,0,0,0,0,0,0,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1
K24,loc:375,locality,loc:375,375,מגל,2,2,829,680,680,0,אמת,193,160,33,0.283824,193,19,0,4,0,0,4,0,5,0,0,0,0,0,0,142,12,17,101,0,0,0,0,160,0,0,0,0,0,0,0,0,0,3,0,0,0,0,20
K24,loc:3750,locality,loc:3750,3750,אלפי מנשה,11,11,5951,4368,4356,12,מחל,1256,1087,169,0.288338,269,417,31,2,1,0,124,0,52,0,0,1,0,0,0,382,181,1256,76,1,1,0,0,1087,2,1,0,0,0,0,0,0,1,8,2,0,0,76,385
K24,loc:3751,locality,loc:3751,3751,מגדלים,1,1,273,204,202,2,ט,89,45,44,0.440594,5,45,1,0,0,0,89,0,3,0,0,0,0,0,0,5,4,30,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
K24,loc:3752,locality,loc:3752,3752,מעלה לבונה,1,1,431,334,334,0,ט,238,51,187,0.712575,1,51,3,0,0,0,238,0,0,0,0,0,0,0,0,0,2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,5,0
K24,loc:3754,locality,loc:3754,3754,אספר,1,1,398,284,280,4,ג,119,93,26,0.425,1,30,119,0,0,0,93,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1
K24,loc:3756,locality,loc:3756,3756,סוסיה,2,2,704,508,508,0,ט,282,169,113,0.555118,1,169,4,0,0,0,282,0,0,0,0,0,0,0,0,0,1,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,3
K24,loc:3759,locality,loc:3759,3759,אדורה,1,1,244,183,183,0,ט,66,41,25,0.360656,1,37,0,0,0,0,66,0,3,0,0,0,0,0,0,4,2,41,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,2,1,0,0,3,9
K24,loc:376,locality,loc:376,376,עברון,2,2,686,519,518,1,פה,140,138,2,0.27027,116,10,2,1,0,0,1,0,14,0,0,0,0,0,0,48,18,10,138,0,0,0,0,140,1,0,0,0,0,0,0,0,0,5,1,1,0,3,9
K24,loc:3760,locality,loc:3760,3760,אורנית,11,11,6514,4952,4939,13,פה,1161,1124,37,0.235068,295,719,16,1,0,0,221,0,55,0,0,0,1,0,1,508,150,1124,112,0,0,0,0,1161,2,0,0,0,1,0,0,1,0,15,0,0,0,65,491
K24,loc:3762,locality,loc:3762,3762,איתמר,1,1,615,434,434,0,ט,343,41,302,0.790323,0,41,6,0,0,0,343,0,0,0,0,0,0,0,0,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,5
K24,loc:3763,locality,loc:3763,3763,גבע בנימין,6,6,3337,2233,2222,11,מחל,856,413,443,0.385239,20,182,34,0,0,0,413,0,12,0,0,1,0,0,0,66,55,856,10,0,0,0,0,81,1,1,0,0,0,1,0,0,0,15,0,0,0,410,64
K24,loc:3764,locality,loc:3764,3764,חגי,1,1,359,291,291,0,ט,220,47,173,0.756014,0,47,0,0,0,0,220,0,0,0,0,0,1,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
K24,loc:3765,locality,loc:3765,3765,עלי,4,4,2236,1681,1673,8,ט,985,304,681,0.588763,6,304,7,0,0,0,985,0,3,0,0,0,0,1,0,2,8,268,3,0,0,0,0,10,0,0,0,0,0,0,0,0,2,14,2,0,0,37,21
K24,loc:3766,locality,loc:3766,3766,כרמי צור,1,1,561,436,436,0,ט,278,86,192,0.637615,6,86,3,0,0,0,278,0,0,0,0,0,0,0,0,0,0,50,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4
K24,loc:3767,locality,loc:3767,3767,נחליאל,1,1,343,247,247,0,ט,150,38,112,0.607287,2,10,28,0,0,1,150,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,38,1
K24,loc:3768,locality,loc:3768,3768,פדואל,3,3,1120,928,927,1,ט,551,246,305,0.594391,4,246,5,0,0,0,551,0,1,0,0,0,0,1,0,1,2,79,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,13,20
K24,loc:3769,locality,loc:3769,3769,הר אדר,5,5,3108,2384,2378,6,פה,534,482,52,0.224558,258,149,2,5,0,0,36,0,27,2,1,3,0,0,1,370,63,482,247,0,1,0,0,534,2,0,0,1,0,0,0,0,1,12,0,0,0,16,165
K24,loc:377,locality,loc:377,377,המעפיל,1,1,641,477,476,1,מרצ,137,111,26,0.287815,99,10,2,1,0,0,0,0,4,0,0,0,0,0,1,71,7,17,137,0,0,0,0,111,0,0,0,0,0,0,0,0,0,3,0,0,0,1,12
K24,loc:3770,locality,loc:3770,3770,חשמונאים,4,4,2275,1670,1661,9,ב,624,497,127,0.375677,14,624,24,1,0,0,497,0,5,0,0,0,0,0,0,18,6,281,4,1,0,0,0,23,0,0,0,0,0,0,0,0,0,6,0,1,0,97,59
K24,loc:3777,locality,loc:3777,3777,סנסנה,1,1,280,237,237,0,ב,147,61,86,0.620253,0,147,0,0,0,0,61,0,0,0,0,0,0,0,0,2,0,19,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
K24,loc:3778,locality,loc:3778,3778,עץ אפרים,3,3,1389,1080,1076,4,ב,294,285,9,0.273234,19,294,10,0,0,0,264,0,16,0,0,0,0,0,0,11,26,285,7,0,0,0,0,47,0,1,0,0,0,0,0,0,0,12,1,0,0,42,41
K24,loc:3779,locality,loc:3779,3779,כוכב יעקב,9,9,4609,3563,3539,24,שס,1355,1016,339,0.382877,8,141,686,1,1,1,1016,1,2,0,0,0,0,0,0,2,0,275,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,26,0,2,0,1355,16
K24,loc:378,locality,loc:378,378,משגב עם,1,1,257,173,173,0,אמת,67,43,24,0.387283,67,2,0,0,0,0,0,0,5,0,0,0,0,0,0,12,15,6,15,0,0,0,0,43,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7
K24,loc:3780,locality,loc:3780,3780,ביתר עילית,51,51,27647,21376,21174,202,ג,12752,5734,7018,0.602248,21,78,12752,2,0,0,2124,1,6,0,0,0,0,0,1,13,3,342,3,0,0,0,2,23,0,0,0,0,1,0,0,0,0,39,0,0,0,5734,29
K24,loc:3781,locality,loc:3781,3781,קדר,2,2,1038,698,697,1,מחל,399,59,340,0.572453,19,59,2,0,0,0,45,0,3,0,0,2,0,0,0,18,6,399,1,0,0,0,0,53,0,0,1,0,1,0,0,0,0,3,1,0,0,29,55
K24,loc:3782,locality,loc:3782,3782,רותם,1,1,100,65,64,1,ב,17,15,2,0.265625,9,17,0,0,0,0,15,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,1,0,1,6
K24,loc:3784,locality,loc:3784,3784,שמעה,1,1,455,334,333,1,ט,139,91,48,0.417417,6,46,2,0,0,0,139,0,6,0,0,0,0,0,0,2,2,91,2,0,0,0,0,12,0,0,0,0,0,0,2,0,0,0,0,0,0,7,16
K24,loc:3785,locality,loc:3785,3785,משכיות,1,1,93,77,77,0,ט,65,6,59,0.844156,1,3,1,0,0,0,65,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
K24,loc:3787,locality,loc:3787,3787,נעלה,3,3,1375,1008,1004,4,מחל,376,148,228,0.374502,32,139,3,0,0,0,56,0,11,0,0,0,0,0,0,48,57,376,15,0,0,0,0,148,1,0,0,0,0,0,0,0,1,14,1,0,0,11,91
K24,loc:3788,locality,loc:3788,3788,טלמון,5,5,2307,1852,1849,3,ט,1325,352,973,0.716604,2,352,11,0,0,0,1325,0,2,0,0,0,0,0,0,1,1,118,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,17,11
K24,loc:379,locality,loc:379,379,גאולים,2,2,700,508,507,1,מחל,165,72,93,0.325444,53,35,2,0,0,3,21,0,11,0,0,0,0,0,0,65,7,165,16,0,0,0,0,72,0,0,0,0,0,0,0,0,0,8,0,0,0,15,34
K24,loc:3790,locality,loc:3790,3790,נופים,1,1,567,406,405,1,מחל,172,92,80,0.424691,4,92,0,0,0,0,69,0,2,0,0,0,0,0,0,10,9,172,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,10,20
K24,loc:3791,locality,loc:3791,3791,צופים,3,3,1477,1122,1122,0,ב,345,269,76,0.307487,32,345,6,0,0,0,209,0,12,0,0,0,0,0,0,35,19,269,15,0,0,0,0,75,1,0,0,0,0,0,0,0,0,12,0,0,0,21,71
K24,loc:3793,locality,loc:3793,3793,אבני חפץ,2,2,1219,901,899,2,ט,501,162,339,0.557286,2,132,5,0,0,0,501,0,1,0,0,0,0,0,0,2,2,162,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,85,3
K24,loc:3794,locality,loc:3794,3794,בת עין,2,2,895,525,523,2,ט,302,82,220,0.577438,2,82,20,0,0,0,302,0,0,0,0,0,0,0,0,0,2,45,1,0,0,0,0,3,0,2,0,0,0,0,0,0,1,42,0,0,0,15,6
K24,loc:3795,locality,loc:3795,3795,רבבה,3,3,1314,1120,1119,1,ט,724,269,455,0.647006,7,269,5,0,1,0,724,0,2,0,0,0,0,0,0,1,0,73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,24,5
K24,loc:3796,locality,loc:3796,3796,כפר האורנים,3,3,1684,1255,1253,2,פה,386,227,159,0.308061,168,82,5,0,0,0,15,0,10,0,0,0,0,0,0,227,38,152,82,1,0,0,0,386,0,0,0,0,0,0,0,0,0,5,0,0,0,4,78
K24,loc:3797,locality,loc:3797,3797,מודיעין עילית,61,61,30528,24734,24369,365,ג,19309,4280,15029,0.792359,7,38,19309,0,0,0,539,0,4,0,0,0,0,0,3,7,2,132,3,2,0,0,0,8,3,0,0,0,1,1,1,0,1,9,0,4,0,4280,15
K24,loc:380,locality,loc:380,380,להבות הבשן,2,2,701,490,489,1,מרצ,130,91,39,0.265849,91,14,0,7,0,0,3,0,7,0,0,0,0,0,0,50,25,38,130,0,0,0,0,89,0,0,0,0,0,0,0,0,0,5,2,0,0,0,28
K24,loc:382,locality,loc:382,382,מכמורת,2,2,1065,735,735,0,אמת,173,162,11,0.235374,173,24,1,1,1,0,7,0,8,0,0,0,0,0,0,147,27,29,127,0,0,0,0,162,0,0,0,0,0,0,0,0,0,7,0,0,0,0,21
K24,loc:3822,locality,loc:3822,3822,רחלים,1,1,346,308,308,0,ט,200,85,115,0.649351,0,85,0,0,0,0,200,0,0,0,0,0,0,0,0,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
K24,loc:3823,locality,loc:3823,3823,גני מודיעין,4,4,1958,1446,1441,5,שס,616,397,219,0.427481,5,97,88,0,0,0,397,1,0,0,0,0,0,0,0,1,1,193,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,11,1,2,0,616,16
K24,loc:383,locality,loc:383,383,"עין הנצי""ב",1,1,433,311,309,2,ב,164,43,121,0.530744,13,164,0,1,0,0,43,0,2,0,0,0,0,0,0,20,1,20,5,0,0,0,0,16,1,0,0,0,0,0,0,0,0,4,0,0,0,0,19
K24,loc:385,locality,loc:385,385,עמיעד,1,1,441,267,267,0,פה,66,64,2,0.247191,64,7,0,0,0,0,1,0,0,0,0,0,0,0,0,44,9,14,49,0,0,0,0,66,0,0,0,0,0,0,0,0,0,5,0,0,0,1,7
K24,loc:386,locality,loc:386,386,בני דרור,2,2,980,575,574,1,פה,174,90,84,0.303136,90,33,0,0,0,0,7,0,4,0,0,0,0,0,0,88,12,68,69,0,0,0,0,174,0,1,0,0,0,0,0,0,0,3,0,0,0,0,25
K24,loc:387,locality,loc:387,387,כפר מונש,1,1,622,463,461,2,פה,170,76,94,0.368764,66,8,0,1,0,0,2,0,5,0,0,0,0,0,0,67,7,38,76,0,0,0,0,170,0,0,0,0,0,0,1,0,0,0,0,0,0,1,19
K24,loc:388,locality,loc:388,388,כפר קיש,1,1,468,335,332,3,פה,92,64,28,0.277108,42,24,0,1,0,0,7,0,11,0,0,0,0,0,0,64,9,37,20,0,0,0,0,92,0,0,0,0,0,0,0,0,0,5,1,0,0,2,17
K24,loc:389,locality,loc:389,389,בצרה,2,2,785,580,578,2,פה,187,106,81,0.323529,90,21,1,0,0,9,6,0,2,0,0,0,0,0,0,106,17,47,66,0,0,0,0,187,0,0,0,0,0,0,0,0,0,2,0,0,0,1,23
K24,loc:39,locality,loc:39,39,גפן,1,1,270,207,206,1,מחל,125,33,92,0.606796,3,8,2,0,0,0,15,0,0,0,0,0,0,0,0,2,3,125,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,33,5
K24,loc:390,locality,loc:390,390,רגבה,2,2,841,610,609,1,פה,174,124,50,0.285714,124,20,1,0,0,0,5,0,3,0,0,0,0,0,0,110,19,79,43,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,2,29
K24,loc:393,locality,loc:393,393,גלאון,1,1,473,327,326,1,מרצ,99,72,27,0.303681,72,8,0,0,0,0,1,0,2,0,0,0,0,0,0,56,3,5,99,0,0,0,0,61,0,0,0,0,0,0,0,0,0,5,0,0,0,1,13
K24,loc:394,locality,loc:394,394,שובל,1,1,632,455,455,0,מרצ,120,103,17,0.263736,103,7,0,2,0,0,0,0,3,0,0,0,0,0,0,81,13,9,120,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
K24,loc:395,locality,loc:395,395,משמר הנגב,2,2,822,553,552,1,אמת,188,127,61,0.34058,188,26,1,0,0,0,6,0,2,0,0,0,0,0,0,66,16,47,48,0,0,0,0,127,0,0,0,0,0,0,0,0,0,1,0,1,0,0,23
K24,loc:396,locality,loc:396,396,נבטים,2,2,773,591,588,3,מחל,170,96,74,0.289116,30,83,1,0,0,0,30,0,7,0,0,0,0,0,0,96,11,170,6,0,0,0,7,80,0,0,0,0,0,0,0,1,0,1,0,0,0,13,52
K24,loc:397,locality,loc:397,397,חצרים,2,2,814,616,616,0,אמת,179,152,27,0.290584,179,8,0,0,0,0,0,0,4,0,0,0,0,0,0,83,18,17,128,0,0,0,0,152,1,0,0,0,0,0,0,0,0,2,0,0,0,1,23
K24,loc:398,locality,loc:398,398,שרשרת,1,1,264,188,188,0,מחל,97,29,68,0.515957,2,17,5,0,0,0,29,0,3,0,0,0,0,0,0,1,0,97,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22,9
K24,loc:399,locality,loc:399,399,בארי,2,2,844,674,674,0,אמת,276,146,130,0.409496,276,9,1,0,0,0,6,0,1,0,0,0,0,0,0,77,12,21,146,0,0,0,0,108,0,0,0,0,0,0,0,0,0,6,0,0,0,0,11
K24,loc:400,locality,loc:400,400,אבן שמואל,2,2,978,819,818,1,ט,332,225,107,0.405868,3,154,12,0,0,0,332,1,2,0,0,0,0,0,0,2,0,225,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,59,18
K24,loc:4000,locality,loc:4000,4000,חיפה,448,448,249870,137706,136966,740,מחל,29269,26800,2469,0.213695,9352,6532,5042,9783,25,13,3607,40,1306,22,8,25,10,18,61,11146,12799,29269,8620,13,21,8,492,26800,41,17,8,8,31,14,12,20,24,678,37,17,0,3585,7462
K24,loc:4001,locality,loc:4001,4001,בוקעאתא,1,1,595,92,92,0,ל,34,27,7,0.369565,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,34,27,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4
K24,loc:4002,locality,loc:4002,4002,אלי-עד,1,1,311,222,219,3,פה,54,46,8,0.246575,46,21,0,0,0,0,8,0,1,0,0,0,0,0,0,27,12,18,11,0,0,0,0,54,1,0,0,0,0,0,0,0,0,3,0,0,0,0,17
K24,loc:4003,locality,loc:4003,4003,אל -רום,1,1,359,261,260,1,פה,66,59,7,0.253846,59,9,0,1,0,0,7,1,4,0,0,0,0,0,0,27,9,37,25,0,0,0,2,66,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10
K24,loc:4004,locality,loc:4004,4004,כפר חרוב,1,1,405,248,247,1,פה,79,47,32,0.319838,47,7,0,0,0,0,1,0,2,0,0,0,0,0,0,36,10,17,27,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20
K24,loc:4005,locality,loc:4005,4005,חספין,2,2,813,598,595,3,ט,343,150,193,0.576471,1,150,7,0,0,0,343,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,6,13
K24,loc:4006,locality,loc:4006,4006,קשת,1,1,425,311,310,1,ט,209,56,153,0.674194,3,56,2,0,0,0,209,0,0,0,0,0,0,0,0,0,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,5,3
K24,loc:4007,locality,loc:4007,4007,יונתן,1,1,414,309,309,0,ב,133,82,51,0.430421,6,133,5,0,0,0,82,0,0,0,0,0,0,1,0,2,0,36,2,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,3,26
K24,loc:4008,locality,loc:4008,4008,מעלה גמלא,1,1,393,303,300,3,פה,91,65,26,0.303333,65,15,0,0,0,0,2,0,1,0,0,0,0,0,0,48,8,31,28,0,0,0,0,91,0,0,0,0,1,0,0,0,0,2,0,0,0,0,8
K24,loc:4009,locality,loc:4009,4009,שעל,1,1,224,167,165,2,מחל,41,39,2,0.248485,21,5,0,0,0,2,9,0,1,0,0,0,0,0,0,14,7,41,4,0,0,0,0,39,0,0,0,0,0,0,0,0,0,3,0,0,0,6,13
K24,loc:4010,locality,loc:4010,4010,אודם,1,1,122,95,94,1,פה,23,17,6,0.244681,17,12,0,0,0,0,0,0,4,0,0,0,0,0,0,14,2,9,2,0,0,0,0,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10
K24,loc:4011,locality,loc:4011,4011,אבני איתן,1,1,412,299,299,0,ט,129,85,44,0.431438,2,85,0,0,0,0,129,0,1,0,0,0,0,0,0,2,3,43,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,2,27
K24,loc:4012,locality,loc:4012,4012,אניעם,1,1,442,282,282,0,מחל,76,60,16,0.269504,41,20,1,0,0,0,5,0,6,0,0,0,0,0,0,25,8,76,6,0,0,0,0,60,0,0,0,0,0,0,0,0,0,2,0,0,0,4,28
K24,loc:4013,locality,loc:4013,4013,אורטל,1,1,256,191,191,0,פה,54,41,13,0.282723,41,9,0,0,0,0,2,0,3,0,0,0,0,0,0,26,3,14,11,0,0,0,0,54,0,0,0,0,0,0,0,0,0,2,0,0,0,0,26
K24,loc:4014,locality,loc:4014,4014,נטור,1,1,270,206,206,0,ב,74,26,48,0.359223,18,74,1,0,0,0,16,0,2,0,0,0,0,0,0,12,7,26,9,0,0,0,0,21,0,0,0,0,0,0,0,0,0,1,0,0,0,2,17
K24,loc:4015,locality,loc:4015,4015,בני יהודה,2,2,917,570,566,4,פה,145,118,27,0.256184,54,40,1,1,0,0,31,0,7,0,0,0,0,0,0,51,39,118,20,0,0,0,0,145,0,0,0,0,0,0,0,0,0,8,1,0,0,7,43
K24,loc:4017,locality,loc:4017,4017,אלוני הבשן,1,1,213,151,148,3,ט,44,42,2,0.297297,5,42,1,0,0,1,44,0,0,0,0,0,0,0,0,2,0,36,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,1,6
K24,loc:4019,locality,loc:4019,4019,מיצר,1,1,118,90,90,0,אמת,24,17,7,0.266667,24,10,0,0,0,0,1,0,2,0,0,0,0,0,0,6,5,0,10,0,0,0,0,17,0,0,0,0,0,0,0,0,0,2,0,0,0,0,13
K24,loc:402,locality,loc:402,402,ניר יצחק,1,1,578,383,381,2,מרצ,154,109,45,0.404199,109,4,0,5,0,0,0,0,12,0,0,0,0,0,0,32,4,5,154,0,0,0,0,49,0,0,0,0,0,0,0,0,0,1,0,0,0,2,4
K24,loc:4021,locality,loc:4021,4021,גבעת יואב,1,1,488,341,341,0,פה,73,62,11,0.214076,62,18,0,1,0,0,8,0,6,0,0,0,0,0,0,53,19,54,14,0,0,0,0,73,0,0,0,0,0,0,0,0,0,3,0,0,0,2,28
K24,loc:4022,locality,loc:4022,4022,גשור,1,1,223,151,151,0,פה,38,22,16,0.251656,22,9,0,0,0,2,1,0,3,0,0,0,0,0,0,8,17,22,13,0,0,0,0,38,0,0,0,0,0,0,0,0,0,4,0,0,0,1,11
K24,loc:4024,locality,loc:4024,4024,קלע,1,1,236,145,145,0,פה,39,30,9,0.268966,19,5,0,0,0,0,2,0,4,0,0,0,0,0,1,7,16,30,7,0,0,0,0,39,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12
K24,loc:4025,locality,loc:4025,4025,קדמת צבי,1,1,406,298,298,0,מחל,56,55,1,0.187919,50,16,0,1,0,0,3,0,5,0,0,0,0,0,0,55,16,56,14,0,0,0,0,50,1,0,0,0,0,0,0,0,0,6,0,0,0,0,25
K24,loc:4026,locality,loc:4026,4026,חד-נס,2,2,677,406,405,1,פה,115,110,5,0.283951,25,27,0,1,0,0,14,0,13,0,0,2,1,0,0,51,12,110,8,0,0,0,0,115,1,0,0,0,0,0,0,0,0,5,0,0,0,1,19
K24,loc:4028,locality,loc:4028,4028,כנף,1,1,336,238,238,0,פה,68,37,31,0.285714,37,30,0,1,0,0,5,0,8,0,0,0,0,0,0,26,6,24,13,0,0,0,0,68,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19
K24,loc:403,locality,loc:403,403,אורים,1,1,451,238,236,2,אמת,76,61,15,0.322034,76,4,0,3,0,0,1,0,3,0,0,0,0,0,0,26,9,13,35,0,0,0,0,61,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3
K24,loc:405,locality,loc:405,405,נווה אילן,2,2,709,492,491,1,פה,129,76,53,0.262729,76,21,1,1,0,0,2,0,1,0,0,0,0,0,0,52,23,73,68,0,0,0,1,129,0,0,0,0,0,0,0,0,0,0,0,0,0,5,38
K24,loc:406,locality,loc:406,406,חצור-אשדוד,2,2,669,477,474,3,מרצ,180,112,68,0.379747,86,2,0,0,0,0,0,0,2,0,0,0,0,0,0,57,7,13,180,0,0,0,0,112,0,0,0,0,0,0,0,0,0,2,0,0,0,1,12
K24,loc:407,locality,loc:407,407,דברת,1,1,347,253,253,0,פה,74,56,18,0.29249,56,17,0,0,0,0,1,0,2,0,0,0,0,0,0,36,10,14,13,0,0,0,0,74,0,0,0,0,0,0,0,0,0,2,0,0,0,5,23
K24,loc:408,locality,loc:408,408,נאות מרדכי,1,1,522,377,377,0,פה,107,99,8,0.28382,99,14,1,0,0,0,6,0,3,0,0,0,0,0,0,47,17,21,38,0,0,0,0,107,0,1,0,0,0,0,0,0,0,2,0,0,0,4,17
K24,loc:409,locality,loc:409,409,יחיעם,1,1,571,396,393,3,פה,92,81,11,0.234097,72,13,0,0,0,0,4,0,2,0,0,0,0,0,1,45,10,46,81,0,0,1,0,92,0,0,0,0,0,0,0,0,1,3,0,0,0,0,22
K24,loc:41,locality,loc:41,41,אליכין,5,5,2632,1943,1937,6,מחל,854,260,594,0.440888,90,134,26,1,0,2,101,0,15,0,0,0,0,0,0,107,28,854,31,1,0,0,0,142,0,0,0,0,0,0,0,0,0,16,1,0,0,260,128
K24,loc:4100,locality,loc:4100,4100,קצרין,11,11,6311,3437,3408,29,מחל,1024,568,456,0.300469,123,254,19,7,1,1,356,0,30,0,1,0,1,1,0,138,568,1024,56,0,0,0,1,439,1,1,0,0,0,0,1,3,0,52,0,0,0,93,237
K24,loc:4101,locality,loc:4101,4101,מרום גולן,1,1,579,423,422,1,פה,162,75,87,0.383886,75,18,0,1,0,0,3,0,1,0,0,0,0,0,0,40,23,27,22,0,0,0,0,162,1,0,0,0,0,0,0,0,0,1,0,0,0,0,48
K24,loc:413,locality,loc:413,413,צאלים,1,1,389,268,268,0,מרצ,68,62,6,0.253731,62,7,0,1,0,0,4,1,0,0,0,0,0,0,0,37,4,26,68,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
K24,loc:414,locality,loc:414,414,קלחים,1,1,373,279,278,1,מחל,84,50,34,0.302158,50,16,0,0,0,0,7,0,1,0,0,0,0,0,0,18,4,84,29,0,0,0,0,30,0,0,0,0,0,0,0,0,0,1,0,0,0,22,16
K24,loc:415,locality,loc:415,415,שוקדה,1,1,285,216,215,1,ט,61,59,2,0.283721,1,58,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,7
K24,loc:416,locality,loc:416,416,מעיין ברוך,1,1,472,328,328,0,אמת,91,75,16,0.277439,91,7,0,2,0,0,4,0,6,0,0,0,0,0,0,46,14,29,36,0,0,0,0,75,0,0,0,0,0,0,0,0,0,1,0,0,0,3,14
K24,loc:417,locality,loc:417,417,יקום,1,1,556,435,434,1,מרצ,167,101,66,0.384793,92,7,0,0,0,0,1,0,3,0,0,0,0,0,0,40,8,6,167,0,0,0,0,101,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8
K24,loc:418,locality,loc:418,418,בני ציון,2,2,856,632,632,0,פה,221,92,129,0.349684,79,28,0,1,0,3,4,0,9,0,0,0,0,0,0,92,15,57,90,0,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32
K24,loc:419,locality,loc:419,419,סעד,1,1,616,476,476,0,ב,181,76,105,0.380252,23,181,0,2,0,0,76,0,4,0,0,0,0,0,0,64,2,40,9,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,3,39
K24,loc:4201,locality,loc:4201,4201,מג'דל שמס,2,2,962,169,168,1,מחל,65,35,30,0.386905,10,1,0,3,1,0,0,0,0,2,0,0,0,0,0,24,15,65,6,0,0,0,2,35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
K24,loc:4203,locality,loc:4203,4203,מסעדה,1,1,376,73,72,1,מחל,29,11,18,0.402778,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,7,29,2,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,6,3
K24,loc:4204,locality,loc:4204,4204,מבוא חמה,1,1,409,281,280,1,אמת,73,68,5,0.260714,73,13,0,0,0,0,2,0,6,0,0,0,0,0,0,41,3,12,48,1,0,0,0,68,0,1,0,0,0,0,0,0,0,2,1,0,0,1,8
