election,geography_id,geography_type,locality_id,locality_code,locality_name,contributing_rows,contributing_kalpis,eligible_voters,actual_voters,valid_votes,invalid_votes,winning_ballot_letter,winning_votes,runner_up_votes,margin_votes,winning_vote_share,אמת,אצ,ב,ג,ד,ום,ז,זך,זנ,זץ,ט,י,יז,ינ,יץ,יק,כן,ך,ל,מחל,מרצ,נז,ני,נף,נץ,נק,נר,עם,פה,ף,צ,ץ,ק,קי,קך,קנ,קץ,רז,שס,ת
K25,loc:3743,locality,loc:3743,3743,טנא,1,1,541,417,416,1,ט,194,85,109,0.466346,8,0,25,4,0,0,0,0,0,0,194,0,4,0,0,0,42,0,7,85,3,0,0,0,0,0,0,0,30,0,3,0,0,0,0,0,0,0,11,0
K25,loc:3744,locality,loc:3744,3744,ברוכין,2,2,926,772,772,0,ט,632,59,573,0.818653,0,3,52,6,0,0,0,0,0,0,632,0,0,0,0,0,4,0,1,59,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,12,0
K25,loc:3745,locality,loc:3745,3745,מצדות יהודה,1,1,477,361,361,0,ט,286,30,256,0.792244,1,1,30,4,0,0,0,0,0,0,286,0,0,0,0,0,5,0,2,16,4,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,7,0
K25,loc:3746,locality,loc:3746,3746,קריית נטפים,1,1,474,389,388,1,ט,263,80,183,0.677835,0,0,22,2,0,0,0,0,0,0,263,0,1,0,0,0,6,0,0,80,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,0
K25,loc:3747,locality,loc:3747,3747,דולב,2,2,904,695,692,3,ט,520,93,427,0.751445,2,3,43,0,0,0,0,0,0,0,520,0,0,0,0,0,3,0,1,93,1,0,0,0,0,1,0,0,4,1,2,0,0,0,0,0,0,0,18,0
K25,loc:3748,locality,loc:3748,3748,עתניאל,1,1,501,346,346,0,ט,246,48,198,0.710983,0,3,48,3,0,0,0,0,0,0,246,0,0,0,0,0,3,0,0,32,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,6,0
K25,loc:3749,locality,loc:3749,3749,יצהר,2,2,830,645,645,0,ט,555,66,489,0.860465,0,0,4,66,0,0,0,0,0,0,555,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
K25,loc:375,locality,loc:375,375,מגל,2,2,884,685,685,0,פה,296,127,169,0.432117,107,2,3,0,0,5,0,0,0,0,8,0,2,0,0,0,127,0,16,25,86,0,0,0,0,0,0,1,296,0,3,0,0,0,0,0,4,0,0,0
K25,loc:3750,locality,loc:3750,3750,אלפי מנשה,12,12,6017,4423,4402,21,מחל,1358,1342,16,0.308496,126,16,66,33,0,2,0,0,0,0,493,0,23,0,0,2,621,0,138,1358,41,0,0,0,1,0,0,1,1342,0,7,1,0,0,0,0,20,0,110,1
K25,loc:3751,locality,loc:3751,3751,מגדלים,1,1,297,226,226,0,ט,147,40,107,0.650442,2,1,10,0,0,0,0,0,0,0,147,0,0,0,0,0,9,0,7,40,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,3,0
K25,loc:3752,locality,loc:3752,3752,מעלה לבונה,1,1,461,351,351,0,ט,301,33,268,0.85755,0,0,7,1,0,0,0,0,0,0,301,0,0,0,0,0,0,0,1,33,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6,0
K25,loc:3754,locality,loc:3754,3754,אספר,1,1,465,352,350,2,ג,144,134,10,0.411429,0,0,10,144,0,0,0,0,0,0,134,0,1,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,50,0
K25,loc:3756,locality,loc:3756,3756,סוסיה,2,2,780,596,596,0,ט,479,46,433,0.803691,0,1,46,4,0,0,0,0,0,0,479,0,0,0,0,0,6,0,0,46,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,5,0
K25,loc:3759,locality,loc:3759,3759,אדורה,1,1,264,208,207,1,ט,109,43,66,0.52657,1,0,11,1,0,0,0,0,0,0,109,0,0,0,0,0,18,0,4,43,1,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0
K25,loc:376,locality,loc:376,376,עברון,1,1,700,520,518,2,פה,188,109,79,0.362934,87,1,0,0,0,1,0,1,0,0,9,0,6,0,0,0,70,0,12,22,109,0,0,0,2,0,0,0,188,0,1,0,1,0,0,0,5,0,3,0
K25,loc:3760,locality,loc:3760,3760,אורנית,11,11,6744,5080,5064,16,פה,1475,1317,158,0.291272,175,31,200,25,1,0,0,0,0,0,639,0,18,0,0,0,848,0,115,1317,76,0,0,0,1,1,0,0,1475,5,13,0,2,0,2,2,21,1,95,1
K25,loc:3762,locality,loc:3762,3762,איתמר,1,1,676,492,492,0,ט,429,24,405,0.871951,0,1,14,5,0,0,0,0,0,0,429,0,0,0,0,0,1,0,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,14,0
K25,loc:3763,locality,loc:3763,3763,גבע בנימין,6,6,3518,2566,2556,10,ט,857,800,57,0.33529,15,7,35,42,0,0,0,0,0,0,857,0,4,0,0,2,84,0,42,800,8,0,0,0,0,0,0,0,86,0,5,0,0,0,1,0,7,0,561,0
K25,loc:3764,locality,loc:3764,3764,חגי,1,1,384,280,280,0,ט,236,30,206,0.842857,0,0,12,1,0,0,0,0,0,0,236,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
K25,loc:3765,locality,loc:3765,3765,עלי,4,4,2318,1690,1686,4,ט,1270,261,1009,0.753262,5,2,59,12,0,0,0,0,0,0,1270,0,3,0,0,0,8,0,13,261,0,0,0,0,0,0,0,0,14,0,3,0,0,0,0,0,3,0,33,0
K25,loc:3766,locality,loc:3766,3766,כרמי צור,1,1,582,432,428,4,ט,343,49,294,0.801402,0,0,22,3,0,0,0,0,0,0,343,0,0,0,0,0,4,0,0,49,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0
K25,loc:3767,locality,loc:3767,3767,נחליאל,1,1,346,266,264,2,ט,146,63,83,0.55303,1,0,4,29,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0
K25,loc:3768,locality,loc:3768,3768,פדואל,2,2,1175,974,974,0,ט,761,98,663,0.781314,2,1,73,2,0,0,0,0,0,0,761,0,0,0,0,0,14,0,2,98,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,2,0,14,0
K25,loc:3769,locality,loc:3769,3769,הר אדר,6,6,3177,2361,2355,6,פה,784,508,276,0.332909,166,7,35,4,0,6,0,0,0,0,151,1,6,0,0,2,406,0,74,508,161,0,2,0,0,1,1,2,784,2,1,2,0,0,0,0,11,1,21,0
K25,loc:377,locality,loc:377,377,המעפיל,1,1,651,483,483,0,פה,193,103,90,0.399586,77,2,4,3,1,1,0,0,0,0,3,0,2,0,0,0,74,0,2,15,103,0,0,0,0,0,0,1,193,0,0,0,0,0,0,0,2,0,0,0
K25,loc:3770,locality,loc:3770,3770,חשמונאים,4,4,2244,1646,1640,6,ט,730,321,409,0.445122,10,6,274,27,0,1,0,0,0,0,730,1,1,0,0,0,77,0,13,321,2,0,0,0,0,0,0,2,39,0,5,0,0,1,0,1,7,0,122,0
K25,loc:3777,locality,loc:3777,3777,סנסנה,1,1,385,292,292,0,ט,150,75,75,0.513699,0,0,75,0,0,0,0,0,0,0,150,0,0,0,0,0,19,0,1,44,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0
K25,loc:3779,locality,loc:3779,3779,כוכב יעקב,9,9,5005,4040,4016,24,שס,1602,1302,300,0.398904,3,7,27,809,0,0,0,0,0,0,1302,0,0,0,0,0,10,0,3,228,4,0,0,0,0,0,0,2,7,0,4,0,0,0,0,0,2,3,1602,3
K25,loc:378,locality,loc:378,378,משגב עם,1,1,272,177,175,2,פה,64,51,13,0.365714,51,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,27,0,11,8,8,0,0,0,0,0,0,1,64,0,1,0,0,0,0,0,0,0,0,0
K25,loc:3780,locality,loc:3780,3780,ביתר עילית,49,49,29318,23847,23688,159,ג,14081,7303,6778,0.594436,8,12,25,14081,0,1,0,0,1,0,1844,0,5,0,0,1,26,1,8,328,2,0,0,0,0,0,0,0,21,0,13,2,1,1,0,0,3,0,7303,1
K25,loc:3781,locality,loc:3781,3781,קדר,2,2,1084,755,753,2,מחל,372,223,149,0.494024,6,2,1,1,0,0,0,0,0,0,223,0,3,0,0,1,36,0,8,372,0,0,0,0,0,0,0,0,52,0,1,0,0,0,0,0,0,0,46,1
K25,loc:3782,locality,loc:3782,3782,רותם,1,1,117,82,80,2,ט,29,17,12,0.3625,1,1,11,0,0,0,0,0,0,0,29,0,1,0,0,0,6,0,0,17,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,2,0,4,0
K25,loc:3784,locality,loc:3784,3784,שמעה,1,1,485,370,369,1,ט,217,88,129,0.588076,7,2,7,1,0,0,0,0,0,0,217,0,2,0,0,0,16,0,4,88,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,11,0
K25,loc:3785,locality,loc:3785,3785,משכיות,1,1,104,88,88,0,ט,80,6,74,0.909091,0,0,0,0,0,0,0,0,0,0,80,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0
K25,loc:3787,locality,loc:3787,3787,נעלה,3,3,1637,1223,1217,6,מחל,455,258,197,0.37387,14,16,12,3,0,0,0,0,0,0,258,0,10,0,0,1,110,0,70,455,6,0,0,0,0,0,1,1,225,0,3,0,0,0,0,1,7,0,22,2
K25,loc:3788,locality,loc:3788,3788,טלמון,4,4,2624,2114,2113,1,ט,1793,143,1650,0.848557,5,1,88,21,0,0,0,0,0,0,1793,0,0,0,0,0,16,0,2,143,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,2,0,37,0
K25,loc:379,locality,loc:379,379,גאולים,2,2,721,529,528,1,מחל,163,125,38,0.308712,26,3,9,2,0,0,0,0,0,0,71,0,2,0,0,0,75,0,4,163,10,0,1,0,0,0,0,0,125,0,1,0,0,0,0,1,9,0,26,0
K25,loc:3790,locality,loc:3790,3790,נופים,1,1,636,469,468,1,מחל,197,180,17,0.42094,3,5,20,4,0,0,0,0,0,0,180,0,2,0,0,0,21,0,6,197,1,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,1,0,15,0
K25,loc:3791,locality,loc:3791,3791,צופים,3,3,1574,1206,1203,3,ט,450,348,102,0.374065,17,11,106,3,0,0,0,0,0,0,450,0,2,0,0,0,94,0,17,348,8,0,0,0,0,1,0,0,109,0,1,0,0,0,0,0,3,0,33,0
K25,loc:3793,locality,loc:3793,3793,אבני חפץ,2,2,1358,1049,1044,5,ט,725,172,553,0.694444,0,0,23,10,0,0,0,0,0,0,725,0,2,0,0,0,7,0,0,172,0,0,0,0,0,1,0,0,4,0,2,0,0,0,0,0,0,0,98,0
K25,loc:3794,locality,loc:3794,3794,בת עין,2,2,960,600,594,6,ט,435,58,377,0.732323,0,5,17,24,0,0,0,0,0,0,435,0,1,0,0,0,0,0,2,58,1,0,0,0,0,2,0,0,2,1,0,0,0,0,0,1,5,0,40,0
K25,loc:3795,locality,loc:3795,3795,רבבה,3,3,1457,1197,1195,2,ט,1028,59,969,0.860251,4,5,37,10,0,0,1,0,0,0,1028,0,1,0,0,0,1,0,1,59,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,3,0,40,1
K25,loc:3796,locality,loc:3796,3796,כפר האורנים,3,3,1766,1291,1290,1,פה,555,273,282,0.430233,92,6,12,7,0,1,0,0,0,0,57,0,7,0,0,0,273,0,22,178,64,0,0,0,0,0,2,1,555,0,2,0,2,0,0,0,1,0,8,0
K25,loc:3797,locality,loc:3797,3797,מודיעין עילית,53,53,32933,27016,26655,361,ג,20662,5277,15385,0.775164,4,6,6,20662,0,2,0,0,0,0,514,0,4,0,0,0,6,0,3,127,5,0,1,0,0,0,1,1,10,1,14,0,1,0,1,0,8,0,5277,1
K25,loc:380,locality,loc:380,380,להבות הבשן,2,2,716,465,459,6,פה,159,101,58,0.346405,48,2,4,0,1,6,0,0,0,0,18,0,3,0,0,0,55,0,11,37,101,0,0,0,0,0,0,1,159,0,1,0,0,0,0,0,12,0,0,0
K25,loc:382,locality,loc:382,382,מכמורת,2,2,1097,743,742,1,פה,340,143,197,0.458221,74,1,9,3,1,4,0,0,0,0,13,0,0,0,0,0,143,0,23,33,84,0,0,0,0,0,0,1,340,1,1,0,1,0,0,0,9,0,1,0
K25,loc:3822,locality,loc:3822,3822,רחלים,1,1,422,363,363,0,ט,310,23,287,0.853994,0,0,23,1,0,0,0,0,0,0,310,0,0,0,0,0,2,0,0,22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0
K25,loc:3823,locality,loc:3823,3823,גני מודיעין,4,4,2046,1538,1532,6,שס,706,491,215,0.460836,2,1,30,78,0,0,0,0,0,0,491,0,0,1,0,0,15,0,0,187,3,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,2,0,706,0
K25,loc:3824,locality,loc:3824,3824,עמיחי,1,1,100,86,86,0,ט,69,14,55,0.802326,0,0,1,1,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
K25,loc:383,locality,loc:383,383,"עין הנצי""ב",1,1,438,313,313,0,ט,81,80,1,0.258786,7,1,80,2,0,1,0,0,0,0,81,0,0,0,0,0,63,0,2,42,3,0,0,0,1,0,0,1,22,0,0,0,0,0,0,0,5,0,2,0
K25,loc:385,locality,loc:385,385,עמיעד,1,1,473,283,282,1,פה,106,57,49,0.375887,44,4,3,0,0,2,0,0,0,0,4,0,0,0,0,0,57,0,4,19,34,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,4,0,1,0
K25,loc:386,locality,loc:386,386,בני דרור,2,2,975,519,518,1,פה,240,80,160,0.46332,54,0,4,0,0,0,0,0,0,0,25,0,1,0,0,0,80,0,5,68,35,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,1,0,5,0
K25,loc:387,locality,loc:387,387,כפר מונש,1,1,624,469,469,0,פה,246,67,179,0.52452,46,5,1,2,0,1,0,0,0,0,6,0,0,0,0,0,67,0,10,38,39,0,0,0,0,0,0,1,246,0,2,0,0,0,0,0,5,0,0,0
K25,loc:388,locality,loc:388,388,כפר קיש,1,1,491,338,337,1,פה,135,61,74,0.400593,17,2,8,0,0,0,0,0,0,0,23,0,2,0,0,0,61,0,7,55,19,0,0,0,0,0,0,0,135,0,3,0,0,0,1,0,1,0,2,1
K25,loc:389,locality,loc:389,389,בצרה,2,2,813,604,603,1,פה,307,94,213,0.509121,48,0,4,0,0,0,0,0,0,8,19,1,0,0,0,0,94,0,11,54,46,0,0,0,0,0,1,2,307,0,0,0,1,0,0,0,4,0,3,0
K25,loc:39,locality,loc:39,39,גפן,1,1,270,223,223,0,מחל,106,46,60,0.475336,2,1,3,6,0,0,0,0,0,0,45,0,1,0,0,0,3,0,2,106,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,46,0
K25,loc:390,locality,loc:390,390,רגבה,2,2,856,625,623,2,פה,281,98,183,0.451043,69,1,2,0,0,0,0,0,0,0,23,0,0,0,0,0,98,0,7,91,38,0,0,0,0,0,0,0,281,1,3,0,0,0,0,0,4,0,3,2
K25,loc:393,locality,loc:393,393,גלאון,1,1,480,338,337,1,פה,128,100,28,0.379822,39,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,49,0,2,8,100,0,0,0,0,0,0,1,128,0,1,0,0,0,0,0,4,0,0,0
K25,loc:394,locality,loc:394,394,שובל,1,1,645,466,465,1,פה,168,100,68,0.36129,81,0,1,1,0,2,0,0,0,0,3,0,5,0,0,0,79,0,10,12,100,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,3,0,0,0
K25,loc:395,locality,loc:395,395,משמר הנגב,2,2,863,562,559,3,פה,208,101,107,0.372093,101,4,3,0,0,1,0,0,0,0,26,0,2,0,0,0,101,0,14,55,36,0,0,0,0,0,0,0,208,0,2,0,0,0,0,0,5,0,1,0
K25,loc:396,locality,loc:396,396,נבטים,2,2,790,626,625,1,מחל,194,136,58,0.3104,18,7,8,5,0,1,0,0,0,0,104,0,2,0,0,0,136,0,9,194,3,0,1,0,0,0,0,5,114,0,1,0,0,0,0,0,1,0,16,0
K25,loc:397,locality,loc:397,397,חצרים,2,2,832,607,607,0,פה,236,146,90,0.388797,146,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,102,0,16,19,73,0,0,0,0,1,0,3,236,0,1,0,0,0,0,0,2,0,2,0
K25,loc:398,locality,loc:398,398,שרשרת,1,1,280,211,211,0,מחל,104,49,55,0.492891,0,0,1,5,0,0,0,0,0,0,49,0,0,0,0,0,8,0,0,104,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,41,0
K25,loc:399,locality,loc:399,399,בארי,2,2,859,663,661,2,אמת,232,189,43,0.350983,232,1,1,1,0,4,0,0,0,0,8,0,1,0,0,0,83,0,4,19,109,0,1,0,0,1,0,0,189,0,0,0,0,0,0,0,7,0,0,0
K25,loc:400,locality,loc:400,400,אבן שמואל,2,2,1069,905,904,1,ט,482,248,234,0.533186,4,0,44,14,0,0,0,0,0,0,482,0,0,0,0,0,19,0,0,248,3,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,86,0
K25,loc:4000,locality,loc:4000,4000,חיפה,424,424,253292,140650,139764,886,פה,36777,29260,7517,0.263136,6654,486,1244,5258,3912,7974,10,4,2,10,8792,44,405,15,10,10,14168,52,11364,29260,6417,24,60,17,33,31,12,1147,36777,62,179,39,58,13,48,38,604,56,4425,50
K25,loc:4001,locality,loc:4001,4001,בוקעאתא,2,2,749,190,190,0,כן,71,49,22,0.373684,6,0,0,0,1,0,8,0,0,0,1,1,0,0,0,0,71,0,49,33,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,13,0
K25,loc:4002,locality,loc:4002,4002,אלי-עד,1,1,330,244,243,1,פה,72,53,19,0.296296,30,3,5,0,0,1,0,0,0,0,31,0,1,0,0,0,53,0,5,24,15,0,0,0,0,0,0,1,72,0,0,0,0,0,0,0,1,0,1,0
K25,loc:4003,locality,loc:4003,4003,אל -רום,1,1,387,275,274,1,פה,102,38,64,0.372263,38,2,2,0,0,1,0,0,0,0,13,0,4,0,0,0,32,0,10,35,23,0,0,0,0,0,0,0,102,0,0,0,0,2,0,0,9,0,0,1
K25,loc:4004,locality,loc:4004,4004,כפר חרוב,1,1,427,268,268,0,פה,121,59,62,0.451493,30,3,4,1,0,2,0,0,0,0,12,0,1,0,0,0,59,0,0,23,11,0,0,0,0,0,0,0,121,0,0,0,1,0,0,0,0,0,0,0
K25,loc:4005,locality,loc:4005,4005,חספין,2,2,891,645,644,1,ט,475,64,411,0.737578,0,2,50,7,0,0,0,0,0,0,475,0,0,0,0,0,18,0,0,64,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,1,0,18,0
K25,loc:4006,locality,loc:4006,4006,קשת,1,1,442,329,329,0,ט,242,33,209,0.735562,0,0,33,2,0,0,0,0,0,0,242,0,0,0,0,0,4,0,1,28,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,9,0
K25,loc:4007,locality,loc:4007,4007,יונתן,1,1,452,326,326,0,ט,161,65,96,0.493865,3,1,65,0,0,0,0,0,0,0,161,0,0,0,0,0,27,0,3,50,1,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,2,0,4,0
K25,loc:4008,locality,loc:4008,4008,מעלה גמלא,1,1,416,317,316,1,פה,133,60,73,0.420886,60,2,4,0,0,1,0,0,0,0,13,0,1,0,0,0,35,0,6,35,17,0,0,0,0,0,0,1,133,0,1,0,0,0,0,0,7,0,0,0
K25,loc:4009,locality,loc:4009,4009,שעל,1,1,237,180,179,1,פה,49,46,3,0.273743,14,1,3,0,0,0,0,0,0,0,12,0,1,0,0,0,36,0,5,46,5,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,1,0,6,0
K25,loc:4010,locality,loc:4010,4010,אודם,1,1,133,99,98,1,פה,30,19,11,0.306122,10,1,3,0,0,0,2,0,0,0,7,1,0,0,0,0,19,0,1,17,2,0,0,0,0,0,0,0,30,0,0,1,0,0,0,0,4,0,0,0
K25,loc:4011,locality,loc:4011,4011,אבני איתן,1,1,455,325,324,1,ט,206,47,159,0.635802,0,2,28,1,0,0,0,0,0,0,206,0,1,0,0,0,17,0,3,47,2,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,2,0,6,0
K25,loc:4012,locality,loc:4012,4012,אניעם,1,1,445,263,262,1,פה,84,68,16,0.320611,17,2,4,2,0,1,0,0,0,0,22,0,0,0,0,0,31,0,6,68,7,0,0,0,1,0,0,0,84,1,0,0,1,0,0,0,9,0,6,0
K25,loc:4013,locality,loc:4013,4013,אורטל,1,1,269,176,175,1,כן,53,50,3,0.302857,29,0,4,0,0,0,0,0,0,0,8,0,1,0,0,0,53,0,4,11,10,0,0,0,0,0,0,0,50,0,1,0,0,0,0,0,3,0,1,0
K25,loc:4014,locality,loc:4014,4014,נטור,1,1,312,228,228,0,ט,77,38,39,0.337719,8,0,20,1,0,0,0,0,0,0,77,0,0,0,0,0,38,0,2,30,13,0,0,0,0,0,0,0,34,0,0,0,1,0,0,0,2,0,2,0
K25,loc:4015,locality,loc:4015,4015,בני יהודה,2,2,935,588,585,3,פה,182,146,36,0.311111,39,4,1,1,1,0,0,0,0,0,64,0,3,0,0,0,68,2,29,146,14,0,0,0,0,0,0,0,182,0,3,1,0,0,1,0,14,0,11,1
K25,loc:4017,locality,loc:4017,4017,אלוני הבשן,1,1,237,162,162,0,ט,71,40,31,0.438272,1,0,29,1,0,0,0,0,0,0,71,0,1,0,0,0,10,0,1,40,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,2,0,1,0
K25,loc:4019,locality,loc:4019,4019,מיצר,1,1,138,104,103,1,פה,41,15,26,0.398058,15,1,4,0,0,1,0,0,0,0,5,0,1,0,0,0,12,0,5,7,7,0,0,0,0,0,0,0,41,0,0,0,0,1,0,0,3,0,0,0
K25,loc:402,locality,loc:402,402,ניר יצחק,1,1,561,367,363,4,מרצ,137,103,34,0.37741,51,1,2,0,0,4,0,0,0,0,0,0,2,0,0,0,49,0,3,8,137,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,2,0,1,0
K25,loc:4021,locality,loc:4021,4021,גבעת יואב,1,1,492,354,352,2,פה,125,68,57,0.355114,36,1,7,0,0,0,0,0,0,0,30,0,2,0,0,0,68,1,8,52,14,0,0,0,0,0,0,0,125,1,0,0,0,0,0,0,5,0,2,0
K25,loc:4022,locality,loc:4022,4022,גשור,1,1,239,153,153,0,פה,57,19,38,0.372549,10,2,4,0,0,0,1,0,0,0,11,0,1,0,0,0,19,0,7,19,18,0,0,0,0,0,0,0,57,0,1,0,0,0,0,0,2,0,0,1
K25,loc:4024,locality,loc:4024,4024,קלע,1,1,301,192,190,2,פה,50,43,7,0.263158,14,3,6,3,0,0,0,0,0,0,21,1,1,0,0,2,23,0,9,43,9,0,0,0,0,1,0,0,50,0,0,0,0,0,0,0,4,0,0,0
K25,loc:4025,locality,loc:4025,4025,קדמת צבי,1,1,431,294,291,3,פה,99,65,34,0.340206,22,0,3,0,0,0,0,0,0,0,19,0,1,0,0,0,58,0,3,65,10,0,0,0,0,0,0,0,99,0,1,0,1,0,0,0,8,0,1,0
K25,loc:4026,locality,loc:4026,4026,חד-נס,2,2,724,416,416,0,פה,137,126,11,0.329327,8,1,9,2,0,0,0,0,0,0,45,0,2,0,0,2,60,0,6,126,8,0,0,0,0,1,0,0,137,0,0,0,1,0,0,0,4,0,4,0
K25,loc:4028,locality,loc:4028,4028,כנף,1,1,350,219,217,2,פה,76,51,25,0.35023,24,4,7,2,0,0,0,0,0,0,15,0,2,0,0,0,51,0,4,25,7,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0
K25,loc:403,locality,loc:403,403,אורים,1,1,463,249,247,2,פה,83,53,30,0.336032,53,3,1,0,0,5,0,0,0,0,10,0,1,0,0,0,41,1,1,18,24,0,0,0,0,1,0,0,83,1,1,0,0,0,0,0,0,0,2,1
K25,loc:405,locality,loc:405,405,נווה אילן,2,2,736,506,505,1,פה,172,100,72,0.340594,43,0,3,3,0,4,0,0,0,0,8,0,0,0,0,0,100,0,18,98,48,0,0,0,0,0,0,1,172,0,0,0,0,0,0,0,2,0,5,0
K25,loc:406,locality,loc:406,406,חצור-אשדוד,1,1,693,484,483,1,פה,183,158,25,0.378882,52,0,1,0,0,2,0,0,0,0,1,0,1,0,0,0,56,0,4,20,158,0,0,0,0,0,0,1,183,0,1,1,0,0,0,0,2,0,0,0
K25,loc:407,locality,loc:407,407,דברת,1,1,372,258,258,0,פה,109,52,57,0.422481,40,2,1,0,0,0,0,0,0,0,5,0,6,0,0,0,52,0,5,27,7,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,4,0
K25,loc:408,locality,loc:408,408,נאות מרדכי,1,1,539,383,379,4,פה,152,77,75,0.401055,77,0,9,0,0,0,0,0,0,0,16,0,3,0,0,0,47,0,5,33,30,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,3,0,4,0
K25,loc:409,locality,loc:409,409,יחיעם,1,1,615,401,398,3,פה,132,70,62,0.331658,53,0,1,1,0,0,0,0,0,0,12,0,2,0,0,0,69,0,4,50,70,0,0,0,0,0,0,0,132,0,2,0,1,0,0,0,1,0,0,0
K25,loc:41,locality,loc:41,41,אליכין,4,4,2663,2018,2002,16,מחל,860,305,555,0.42957,54,13,20,33,0,0,0,0,0,0,305,1,9,0,0,0,164,0,15,860,25,0,0,0,0,0,0,0,194,1,3,0,1,0,0,0,10,1,293,0
K25,loc:4100,locality,loc:4100,4100,קצרין,11,11,6578,3588,3556,32,מחל,1094,767,327,0.307649,63,14,76,16,0,0,0,1,0,0,767,1,12,0,0,0,245,0,438,1094,33,2,1,0,4,2,0,2,590,0,15,0,3,0,8,3,25,2,137,2
K25,loc:4101,locality,loc:4101,4101,מרום גולן,1,1,606,416,415,1,פה,199,95,104,0.479518,53,0,0,1,0,1,1,0,0,0,9,0,0,0,0,0,95,0,8,28,13,0,0,0,0,0,0,1,199,0,2,0,1,0,0,0,3,0,0,0
K25,loc:413,locality,loc:413,413,צאלים,1,1,390,255,254,1,פה,74,54,20,0.291339,46,0,1,0,0,2,0,0,0,0,10,0,0,0,0,0,54,0,3,24,30,0,0,0,0,0,0,1,74,0,4,0,0,0,0,0,4,0,1,0
K25,loc:414,locality,loc:414,414,קלחים,1,1,383,299,298,1,מחל,85,65,20,0.285235,23,0,4,1,0,0,0,0,0,0,34,0,0,0,0,0,41,0,1,85,24,0,0,0,0,0,0,0,65,0,1,0,0,0,0,0,1,0,18,0
K25,loc:415,locality,loc:415,415,שוקדה,1,1,302,255,255,0,ט,112,82,30,0.439216,1,1,15,1,0,0,0,0,0,0,112,0,0,0,0,0,3,0,0,82,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,37,0
K25,loc:416,locality,loc:416,416,מעיין ברוך,1,1,489,322,322,0,פה,126,58,68,0.391304,58,0,5,0,0,1,0,0,0,0,12,0,2,0,0,0,41,0,16,36,22,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,1,0,2,0
