source_row_uid,election,source_row_id,source_locality_code,source_locality_name,source_kalpi,geography_assignment_status,geography_type,geography_id,stat_area_id,stat_area_vintage,stat_area_yishuv_stat,stat_area_number,locality_id,locality_code,locality_name,custom_geography_id,final_assignment_method,final_assignment_source,eligible_voters,actual_voters,valid_votes,invalid_votes,אמת,אצ,ב,ג,ד,ום,ז,זך,זנ,זץ,ט,י,יז,ינ,יץ,יק,כן,ך,ל,מחל,מרצ,נז,ני,נף,נץ,נק,נר,עם,פה,ף,צ,ץ,ק,קי,קך,קנ,קץ,רז,שס,ת,address_match_status,address_query,unresolved_reason
K25:7015,K25,7015,9999,מעטפות חיצוניות,416,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,501,500,1,17,1,7,76,4,6,0,0,0,0,62,0,4,0,0,0,49,0,12,80,7,0,0,0,0,0,0,0,88,1,2,0,0,0,0,0,1,0,83,0,,,non-geographic row is counted but not mapped
K25:7016,K25,7016,9999,מעטפות חיצוניות,417,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,503,499,4,29,6,7,28,1,9,0,0,0,0,61,0,0,0,1,0,69,0,10,122,18,0,0,0,0,1,0,0,96,0,0,1,0,0,0,0,0,0,40,0,,,non-geographic row is counted but not mapped
K25:7017,K25,7017,9999,מעטפות חיצוניות,418,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,493,491,2,33,5,5,49,2,4,0,0,0,0,64,0,0,0,0,0,60,0,13,98,10,0,0,0,0,0,0,1,75,2,1,1,0,0,0,0,0,0,68,0,,,non-geographic row is counted but not mapped
K25:7018,K25,7018,9999,מעטפות חיצוניות,419,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,501,497,4,24,11,6,30,6,6,0,0,0,0,71,0,0,0,0,1,45,0,11,124,4,0,0,0,0,0,0,3,94,0,2,0,0,1,0,0,1,0,57,0,,,non-geographic row is counted but not mapped
K25:7019,K25,7019,9999,מעטפות חיצוניות,420,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,500,498,2,19,6,12,17,2,7,0,0,0,0,101,0,5,0,0,0,48,0,16,120,8,0,0,0,0,0,0,2,81,0,4,0,1,0,0,0,1,0,48,0,,,non-geographic row is counted but not mapped
K25:7020,K25,7020,9999,מעטפות חיצוניות,421,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,303,302,1,15,6,4,41,1,0,0,0,0,0,46,0,4,1,0,0,29,0,6,54,9,0,0,0,0,0,0,2,28,0,2,0,0,0,0,0,0,0,54,0,,,non-geographic row is counted but not mapped
K25:7021,K25,7021,9999,מעטפות חיצוניות,422,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,189,185,4,7,1,1,13,0,3,0,0,0,0,36,0,1,0,0,0,21,0,5,40,5,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,1,0,22,0,,,non-geographic row is counted but not mapped
K25:7022,K25,7022,9999,מעטפות חיצוניות,423,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,302,301,1,14,6,4,11,0,2,0,0,0,0,58,0,2,0,0,0,41,0,10,60,6,0,0,0,0,0,0,4,62,1,1,0,0,0,0,0,2,0,17,0,,,non-geographic row is counted but not mapped
K25:7023,K25,7023,9999,מעטפות חיצוניות,424,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,302,301,1,15,4,6,11,3,2,0,0,0,0,38,0,0,0,0,0,33,0,13,80,6,0,0,0,0,1,0,1,62,0,0,0,0,0,0,0,2,0,24,0,,,non-geographic row is counted but not mapped
K25:7024,K25,7024,9999,מעטפות חיצוניות,426,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,601,597,4,24,7,9,39,3,5,0,0,0,0,78,1,3,0,0,0,94,0,24,132,16,0,0,0,0,2,0,1,91,2,1,0,1,1,0,0,2,0,60,1,,,non-geographic row is counted but not mapped
K25:7025,K25,7025,9999,מעטפות חיצוניות,427,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,600,595,5,52,7,5,4,8,22,0,1,0,0,51,1,1,0,0,0,64,0,29,114,28,1,2,0,0,2,0,18,149,0,2,1,1,0,0,0,5,0,26,1,,,non-geographic row is counted but not mapped
K25:7026,K25,7026,9999,מעטפות חיצוניות,428,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,597,593,4,53,4,5,5,4,12,0,0,0,0,39,0,2,0,0,0,78,0,18,137,32,0,0,0,0,2,0,5,174,1,2,0,0,0,0,0,2,0,18,0,,,non-geographic row is counted but not mapped
K25:7027,K25,7027,9999,מעטפות חיצוניות,429,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,601,595,6,31,7,9,5,11,14,0,0,0,0,84,0,3,0,0,0,49,0,27,145,26,0,0,0,0,0,0,9,129,0,0,0,0,0,0,0,1,1,44,0,,,non-geographic row is counted but not mapped
K25:7028,K25,7028,9999,מעטפות חיצוניות,430,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,597,593,4,40,1,4,11,9,6,0,0,0,0,88,0,4,0,0,0,60,0,29,160,22,0,0,0,0,1,0,10,106,0,3,0,0,0,0,0,2,0,36,1,,,non-geographic row is counted but not mapped
K25:7029,K25,7029,9999,מעטפות חיצוניות,431,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,489,484,5,17,7,6,1,0,0,0,0,0,0,138,1,2,1,0,0,50,1,8,150,3,0,0,0,0,1,0,0,62,1,12,0,0,0,0,0,1,0,22,0,,,non-geographic row is counted but not mapped
K25:7030,K25,7030,9999,מעטפות חיצוניות,432,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,599,597,2,24,3,10,4,0,0,1,0,0,0,136,0,2,0,0,0,71,1,16,196,14,0,1,0,0,0,0,1,83,2,2,0,0,0,0,0,1,0,29,0,,,non-geographic row is counted but not mapped
K25:7031,K25,7031,9999,מעטפות חיצוניות,433,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,518,513,5,40,3,4,10,9,5,0,0,0,0,80,0,2,0,0,0,50,0,17,120,15,0,0,0,0,0,1,13,98,0,5,0,0,0,0,0,1,0,40,0,,,non-geographic row is counted but not mapped
K25:7032,K25,7032,9999,מעטפות חיצוניות,434,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,600,598,2,35,5,7,8,26,22,0,0,0,0,84,0,2,0,0,0,56,0,30,142,13,0,0,0,0,1,0,26,96,0,6,0,0,1,0,0,2,0,36,0,,,non-geographic row is counted but not mapped
K25:7033,K25,7033,9999,מעטפות חיצוניות,435,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,600,598,2,32,3,9,20,13,20,0,0,0,0,71,0,1,0,0,0,49,0,20,137,20,0,0,0,0,1,0,69,89,2,0,0,0,0,0,0,5,0,37,0,,,non-geographic row is counted but not mapped
K25:7034,K25,7034,9999,מעטפות חיצוניות,437,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,595,592,3,21,7,6,2,0,1,0,0,0,0,115,0,1,0,0,0,98,0,14,167,9,0,0,0,0,0,0,0,131,0,6,0,0,0,0,0,2,0,12,0,,,non-geographic row is counted but not mapped
K25:7035,K25,7035,9999,מעטפות חיצוניות,438,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,605,599,6,29,5,12,7,57,44,0,0,0,0,65,0,2,0,0,0,50,0,25,103,32,0,0,0,1,0,0,57,79,0,4,0,0,0,0,0,0,1,26,0,,,non-geographic row is counted but not mapped
K25:7036,K25,7036,9999,מעטפות חיצוניות,439,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,592,590,2,33,4,9,58,7,5,0,0,0,0,59,0,1,0,0,0,66,2,21,113,21,0,0,1,0,0,0,2,125,0,4,0,0,0,0,0,2,0,56,1,,,non-geographic row is counted but not mapped
K25:7037,K25,7037,9999,מעטפות חיצוניות,440,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,600,594,6,21,4,9,8,12,9,0,0,0,0,110,0,1,0,0,0,56,0,14,157,17,0,1,0,0,0,0,54,82,0,2,0,0,0,0,0,1,0,36,0,,,non-geographic row is counted but not mapped
K25:7038,K25,7038,9999,מעטפות חיצוניות,441,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,603,600,3,33,7,3,0,0,0,0,0,0,0,102,0,1,0,0,0,104,0,19,157,16,0,0,0,0,0,0,1,131,0,6,0,0,0,0,0,0,0,20,0,,,non-geographic row is counted but not mapped
K25:7039,K25,7039,9999,מעטפות חיצוניות,442,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,602,600,2,33,6,15,13,4,9,0,0,0,0,96,0,3,0,0,0,71,1,21,144,14,0,0,0,0,0,0,2,121,0,2,0,1,0,0,0,1,0,43,0,,,non-geographic row is counted but not mapped
K25:7040,K25,7040,9999,מעטפות חיצוניות,443,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,603,601,2,30,12,4,0,0,0,0,0,0,0,134,0,1,0,0,0,97,0,32,145,29,0,0,0,0,0,0,0,99,1,6,0,0,0,0,0,0,0,11,0,,,non-geographic row is counted but not mapped
K25:7041,K25,7041,9999,מעטפות חיצוניות,444,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,597,593,4,29,13,18,0,0,0,0,0,0,0,89,0,2,0,0,0,95,0,13,178,12,0,0,0,0,0,0,2,122,1,7,0,0,0,0,0,0,0,11,1,,,non-geographic row is counted but not mapped
K25:7042,K25,7042,9999,מעטפות חיצוניות,445,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,601,599,2,33,11,11,17,2,5,0,0,0,0,90,0,1,0,0,0,70,0,16,196,13,0,0,0,0,1,0,2,98,0,5,0,1,0,0,0,0,0,27,0,,,non-geographic row is counted but not mapped
K25:7043,K25,7043,9999,מעטפות חיצוניות,446,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,600,591,9,21,9,12,2,0,0,0,0,0,0,127,0,3,0,0,0,81,0,18,162,9,0,0,0,0,1,0,6,109,1,5,0,0,0,0,0,1,0,24,0,,,non-geographic row is counted but not mapped
K25:7044,K25,7044,9999,מעטפות חיצוניות,447,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,594,591,3,25,4,12,30,17,10,0,0,0,0,124,0,3,0,0,0,52,0,14,103,13,0,0,0,0,0,0,47,73,0,1,0,0,0,0,0,2,0,61,0,,,non-geographic row is counted but not mapped
K25:7045,K25,7045,9999,מעטפות חיצוניות,448,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,612,605,7,44,11,12,3,0,2,0,0,0,0,89,1,0,0,0,0,92,0,21,178,16,0,0,0,0,0,0,0,119,0,7,0,0,0,0,0,1,0,9,0,,,non-geographic row is counted but not mapped
K25:7046,K25,7046,9999,מעטפות חיצוניות,449,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,599,586,13,39,7,3,1,0,2,0,0,0,0,110,0,1,0,0,0,97,0,19,189,10,0,1,0,0,0,0,1,89,0,4,0,2,0,0,0,2,0,9,0,,,non-geographic row is counted but not mapped
K25:7047,K25,7047,9999,מעטפות חיצוניות,450,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,602,594,8,21,4,14,3,0,0,0,0,1,0,150,0,1,0,0,0,90,0,11,151,12,0,0,0,0,0,0,1,112,0,5,0,0,0,1,0,0,0,17,0,,,non-geographic row is counted but not mapped
K25:7048,K25,7048,9999,מעטפות חיצוניות,451,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,602,595,7,20,7,9,30,5,7,0,0,0,0,82,0,2,0,0,0,66,0,10,172,15,0,0,0,0,0,0,0,102,1,1,0,1,0,0,0,1,1,63,0,,,non-geographic row is counted but not mapped
K25:7049,K25,7049,9999,מעטפות חיצוניות,452,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,553,550,3,30,4,5,14,13,7,0,0,0,0,89,0,2,0,1,0,63,1,15,131,17,0,0,0,0,0,0,16,99,0,0,0,1,0,0,0,3,0,39,0,,,non-geographic row is counted but not mapped
K25:7050,K25,7050,9999,מעטפות חיצוניות,453,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,609,604,5,16,3,8,37,8,15,0,0,0,0,86,0,7,0,0,0,60,0,18,147,14,0,0,0,0,1,0,38,86,0,3,0,2,0,0,1,0,0,54,0,,,non-geographic row is counted but not mapped
K25:7051,K25,7051,9999,מעטפות חיצוניות,454,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,574,569,5,36,7,5,0,0,0,0,0,0,0,108,0,2,0,0,0,94,0,17,157,11,0,0,0,0,0,0,0,100,3,10,0,0,0,0,0,2,0,17,0,,,non-geographic row is counted but not mapped
K25:7052,K25,7052,9999,מעטפות חיצוניות,455,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,608,606,2,31,5,3,0,0,1,0,0,0,0,100,0,9,0,0,0,91,0,23,180,12,0,0,0,0,0,0,0,127,1,2,0,0,0,0,0,0,0,21,0,,,non-geographic row is counted but not mapped
K25:7053,K25,7053,9999,מעטפות חיצוניות,456,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,606,603,3,28,7,10,22,16,11,0,0,0,0,101,0,4,0,0,0,45,0,13,163,15,0,0,0,0,0,0,4,113,0,0,0,0,0,0,0,1,1,49,0,,,non-geographic row is counted but not mapped
K25:7054,K25,7054,9999,מעטפות חיצוניות,457,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,602,598,4,27,10,2,0,0,2,0,0,0,0,122,0,3,0,0,0,76,0,19,169,19,0,0,0,0,0,0,1,115,2,5,0,0,0,0,0,0,0,26,0,,,non-geographic row is counted but not mapped
K25:7055,K25,7055,9999,מעטפות חיצוניות,458,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,598,595,3,20,7,3,0,0,1,0,0,0,0,105,1,2,0,0,0,67,0,13,216,8,0,0,0,0,0,0,1,127,2,10,0,0,0,0,0,0,0,12,0,,,non-geographic row is counted but not mapped
K25:7056,K25,7056,9999,מעטפות חיצוניות,459,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,560,557,3,23,11,5,0,0,0,0,0,0,0,154,0,2,0,0,0,56,0,10,176,5,0,0,0,0,0,0,0,91,2,5,0,0,0,0,0,1,0,16,0,,,non-geographic row is counted but not mapped
K25:7057,K25,7057,9999,מעטפות חיצוניות,460,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,595,594,1,30,13,9,0,0,0,0,0,0,0,96,0,3,1,0,0,87,0,25,182,11,0,0,0,0,0,0,1,113,1,7,0,0,0,0,0,0,0,15,0,,,non-geographic row is counted but not mapped
K25:7058,K25,7058,9999,מעטפות חיצוניות,461,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,602,601,1,27,3,5,0,0,0,0,0,0,0,111,0,1,0,0,1,89,0,27,190,9,0,0,0,0,0,0,1,109,0,3,0,0,0,0,0,0,0,25,0,,,non-geographic row is counted but not mapped
K25:7059,K25,7059,9999,מעטפות חיצוניות,462,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,600,595,5,35,6,12,13,19,20,0,0,0,0,79,0,4,0,0,0,56,0,29,128,23,0,0,0,0,0,0,17,105,0,4,0,1,1,0,0,5,1,37,0,,,non-geographic row is counted but not mapped
K25:7060,K25,7060,9999,מעטפות חיצוניות,463,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,600,579,21,45,6,6,1,0,2,0,0,0,0,85,0,4,0,0,0,74,0,23,178,21,0,0,0,0,0,0,9,104,1,5,0,1,0,0,0,1,0,13,0,,,non-geographic row is counted but not mapped
K25:7061,K25,7061,9999,מעטפות חיצוניות,464,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,603,598,5,20,8,5,75,14,11,0,0,1,0,84,0,2,0,0,0,62,0,17,108,13,1,0,0,0,0,0,28,73,0,2,0,0,0,0,0,2,0,72,0,,,non-geographic row is counted but not mapped
K25:7062,K25,7062,9999,מעטפות חיצוניות,465,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,600,592,8,53,7,13,9,4,12,0,0,0,0,98,0,3,0,0,0,69,0,20,113,20,1,0,0,0,1,0,5,130,0,2,0,1,0,0,0,0,0,30,1,,,non-geographic row is counted but not mapped
K25:7063,K25,7063,9999,מעטפות חיצוניות,466,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,604,600,4,48,1,10,0,0,0,0,0,0,0,106,0,1,0,0,0,97,0,22,144,22,0,0,0,0,0,0,0,129,3,3,0,0,0,0,0,1,0,13,0,,,non-geographic row is counted but not mapped
K25:7064,K25,7064,9999,מעטפות חיצוניות,467,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,591,587,4,26,9,8,0,0,0,0,0,0,1,96,0,3,0,0,0,78,0,20,185,7,0,0,0,0,1,0,0,132,6,2,0,1,0,0,0,0,0,12,0,,,non-geographic row is counted but not mapped
K25:7065,K25,7065,9999,מעטפות חיצוניות,468,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,598,595,3,36,9,9,0,0,0,0,0,0,0,137,0,3,0,0,0,82,0,20,178,6,0,1,0,0,0,0,0,87,1,6,0,0,0,0,0,1,0,19,0,,,non-geographic row is counted but not mapped
K25:7066,K25,7066,9999,מעטפות חיצוניות,469,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,596,593,3,22,7,7,9,4,1,0,0,0,0,97,0,4,0,0,0,77,1,19,146,22,0,0,0,0,0,0,3,134,1,3,0,0,0,0,0,1,0,34,1,,,non-geographic row is counted but not mapped
K25:7067,K25,7067,9999,מעטפות חיצוניות,470,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,601,598,3,33,7,10,19,1,7,0,0,1,0,81,0,1,0,0,0,70,1,17,162,12,0,0,0,0,0,0,1,118,1,2,0,0,0,0,0,1,0,53,0,,,non-geographic row is counted but not mapped
K25:7068,K25,7068,9999,מעטפות חיצוניות,471,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,588,580,8,29,8,7,1,0,0,0,0,0,0,126,0,2,0,0,0,100,0,19,151,16,0,0,0,0,1,0,3,99,2,4,0,0,0,0,0,1,0,11,0,,,non-geographic row is counted but not mapped
K25:7069,K25,7069,9999,מעטפות חיצוניות,472,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,610,608,2,31,8,5,6,15,22,0,0,1,0,81,1,3,0,0,0,65,0,22,126,26,0,1,0,0,0,0,46,95,1,1,0,1,0,0,0,3,0,48,0,,,non-geographic row is counted but not mapped
K25:7070,K25,7070,9999,מעטפות חיצוניות,473,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,600,594,6,34,11,11,1,0,1,0,0,0,0,104,0,7,0,0,0,91,0,20,150,18,0,0,0,0,0,1,0,124,1,2,0,0,0,0,0,1,0,17,0,,,non-geographic row is counted but not mapped
K25:7071,K25,7071,9999,מעטפות חיצוניות,474,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,600,597,3,26,10,5,3,0,1,0,0,0,0,105,0,1,0,0,0,77,2,24,211,12,0,0,0,0,0,0,0,102,2,3,0,0,0,1,0,0,0,12,0,,,non-geographic row is counted but not mapped
K25:7072,K25,7072,9999,מעטפות חיצוניות,475,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,585,576,9,36,5,5,20,9,16,0,0,0,0,97,0,1,0,0,0,60,0,22,135,17,0,0,0,0,1,0,22,83,0,2,0,0,0,1,0,3,0,41,0,,,non-geographic row is counted but not mapped
K25:7073,K25,7073,9999,מעטפות חיצוניות,476,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,616,613,3,25,8,6,23,30,36,0,0,0,0,71,0,0,0,0,0,61,0,32,120,20,1,0,0,0,1,0,37,95,0,0,0,0,1,0,0,0,0,46,0,,,non-geographic row is counted but not mapped
K25:7074,K25,7074,9999,מעטפות חיצוניות,477,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,591,586,5,36,1,8,15,18,25,0,0,0,0,82,0,5,0,0,0,67,0,18,113,22,0,0,0,0,1,0,20,107,0,2,0,1,0,0,0,4,0,41,0,,,non-geographic row is counted but not mapped
K25:7075,K25,7075,9999,מעטפות חיצוניות,478,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,605,602,3,33,3,9,20,12,17,0,0,0,0,95,0,3,0,0,0,71,0,14,134,16,0,0,0,0,0,0,31,88,1,1,1,2,0,1,0,0,0,50,0,,,non-geographic row is counted but not mapped
K25:7076,K25,7076,9999,מעטפות חיצוניות,479,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,601,598,3,29,6,10,0,0,2,0,0,0,0,97,1,3,0,0,0,94,0,16,162,20,0,0,0,0,0,0,0,135,1,2,0,0,0,0,0,1,0,19,0,,,non-geographic row is counted but not mapped
K25:7077,K25,7077,9999,מעטפות חיצוניות,480,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,594,590,4,34,4,14,8,18,13,0,0,0,0,101,0,5,0,0,0,52,0,13,134,18,0,0,0,0,0,0,26,88,0,6,0,0,0,0,0,4,0,52,0,,,non-geographic row is counted but not mapped
K25:7078,K25,7078,9999,מעטפות חיצוניות,481,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,600,596,4,24,6,6,2,0,0,0,0,0,0,154,0,1,0,0,0,83,0,12,184,5,0,0,0,0,2,0,0,89,5,5,0,0,0,0,0,0,0,18,0,,,non-geographic row is counted but not mapped
K25:7079,K25,7079,9999,מעטפות חיצוניות,482,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,601,589,12,28,9,7,0,1,0,0,0,0,0,127,0,5,0,0,0,70,0,13,170,7,0,0,0,0,0,0,16,114,4,6,0,0,0,0,0,0,0,12,0,,,non-geographic row is counted but not mapped
K25:7080,K25,7080,9999,מעטפות חיצוניות,483,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,601,595,6,22,10,15,21,9,15,0,0,0,0,106,1,1,0,0,0,57,0,21,143,14,0,0,0,0,1,0,18,93,0,4,0,0,0,0,0,0,0,44,0,,,non-geographic row is counted but not mapped
K25:7081,K25,7081,9999,מעטפות חיצוניות,484,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,600,596,4,20,6,8,10,13,14,0,0,0,0,94,0,4,0,0,0,46,1,18,134,18,0,0,0,1,0,0,69,80,0,4,0,0,0,0,0,0,0,56,0,,,non-geographic row is counted but not mapped
K25:7082,K25,7082,9999,מעטפות חיצוניות,485,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,588,579,9,32,4,1,15,11,20,0,0,0,0,101,0,5,0,0,0,58,0,16,122,23,0,0,0,0,0,0,23,100,0,2,0,0,0,0,0,5,0,41,0,,,non-geographic row is counted but not mapped
K25:7083,K25,7083,9999,מעטפות חיצוניות,486,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,606,599,7,26,2,6,2,0,0,0,0,0,0,145,0,4,0,0,0,93,0,11,173,7,0,0,0,1,0,0,3,108,1,2,0,0,0,0,0,2,0,13,0,,,non-geographic row is counted but not mapped
K25:7084,K25,7084,9999,מעטפות חיצוניות,487,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,597,591,6,21,6,7,1,0,0,0,0,0,0,112,1,7,0,0,0,74,0,25,187,6,0,0,0,0,1,0,0,119,3,4,0,0,0,0,0,0,0,16,1,,,non-geographic row is counted but not mapped
K25:7085,K25,7085,9999,מעטפות חיצוניות,488,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,598,593,5,38,9,14,0,0,1,0,0,0,0,104,0,2,0,0,0,93,0,28,123,19,0,0,0,0,0,0,1,150,0,2,0,1,0,0,0,1,0,7,0,,,non-geographic row is counted but not mapped
K25:7086,K25,7086,9999,מעטפות חיצוניות,489,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,586,583,3,26,2,9,25,12,17,0,0,0,0,98,0,2,0,0,0,46,1,25,144,16,0,0,0,0,0,0,33,73,0,4,0,0,0,0,0,4,0,46,0,,,non-geographic row is counted but not mapped
K25:7087,K25,7087,9999,מעטפות חיצוניות,490,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,600,600,0,25,7,9,1,0,0,0,0,0,0,159,0,2,0,0,0,51,0,17,192,6,0,0,0,0,2,0,2,100,2,3,0,0,0,0,0,0,0,22,0,,,non-geographic row is counted but not mapped
K25:7088,K25,7088,9999,מעטפות חיצוניות,491,official_envelope,official_envelope,special:envelope_votes,,,,,,,,special:envelope_votes,official_envelope,envelope_detection,0,607,606,1,32,3,5,15,13,19,0,0,0,0,102,0,4,0,0,0,47,0,21,151,30,0,1,0,0,0,0,35,82,0,2,0,0,0,0,0,2,1,41,0,,,non-geographic row is counted but not mapped
