source_row_uid,election,source_row_id,source_locality_code,source_locality_name,source_kalpi,geography_assignment_status,geography_type,geography_id,stat_area_id,stat_area_vintage,stat_area_yishuv_stat,stat_area_number,locality_id,locality_code,locality_name,custom_geography_id,final_assignment_method,final_assignment_source,eligible_voters,actual_voters,valid_votes,invalid_votes,אמת,ב,ג,ודעם,ז,זץ,ט,י,יז,ינ,יף,יק,יר,כ,כך,כן,ל,מחל,מרצ,נ,ני,נר,עם,פה,ףז,צי,צכ,צף,ץ,ק,קי,קך,קץ,ר,רנ,רף,רק,שס,ת,unresolved_reason
K24:11560,K24,11560,634,כפר קאסם,13.2,no_direct_historical_assignment,statistical_area_pending,,,,,,,634,כפר קאסם,,historical_stat_area_pending,automatic_code_match,535,340,335,5,2,0,0,43,0,0,0,0,0,0,0,0,0,0,0,5,1,3,69,0,0,0,210,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11561,K24,11561,634,כפר קאסם,13.3,no_direct_historical_assignment,statistical_area_pending,,,,,,,634,כפר קאסם,,historical_stat_area_pending,automatic_code_match,535,335,329,6,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,7,0,5,66,0,0,0,214,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11562,K24,11562,634,כפר קאסם,13.4,no_direct_historical_assignment,statistical_area_pending,,,,,,,634,כפר קאסם,,historical_stat_area_pending,automatic_code_match,532,308,301,7,2,0,0,48,0,0,0,0,1,0,0,0,0,0,0,2,0,2,61,0,0,0,182,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11563,K24,11563,634,כפר קאסם,16.1,no_direct_historical_assignment,statistical_area_pending,,,,,,,634,כפר קאסם,,historical_stat_area_pending,automatic_code_match,447,239,236,3,2,0,0,31,0,0,0,0,0,0,0,0,1,0,0,0,0,4,75,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11564,K24,11564,634,כפר קאסם,16.2,no_direct_historical_assignment,statistical_area_pending,,,,,,,634,כפר קאסם,,historical_stat_area_pending,automatic_code_match,447,272,267,5,1,0,0,33,0,0,0,0,1,0,0,0,0,0,0,0,0,2,72,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11565,K24,11565,634,כפר קאסם,16.3,no_direct_historical_assignment,statistical_area_pending,,,,,,,634,כפר קאסם,,historical_stat_area_pending,automatic_code_match,446,236,234,2,0,0,0,40,0,0,0,0,2,0,0,0,0,0,1,1,0,2,50,0,0,1,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11566,K24,11566,634,כפר קאסם,18.1,no_direct_historical_assignment,statistical_area_pending,,,,,,,634,כפר קאסם,,historical_stat_area_pending,automatic_code_match,562,219,215,4,2,1,0,49,0,0,0,0,0,0,0,1,0,0,0,0,0,4,18,0,0,0,136,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11567,K24,11567,634,כפר קאסם,18.2,no_direct_historical_assignment,statistical_area_pending,,,,,,,634,כפר קאסם,,historical_stat_area_pending,automatic_code_match,562,212,203,9,1,0,0,41,0,0,3,0,0,0,0,0,0,0,0,0,0,3,22,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11568,K24,11568,634,כפר קאסם,18.3,no_direct_historical_assignment,statistical_area_pending,,,,,,,634,כפר קאסם,,historical_stat_area_pending,automatic_code_match,562,191,189,2,0,0,0,53,0,0,2,0,0,0,0,0,0,0,0,0,0,2,35,0,0,0,92,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11569,K24,11569,634,כפר קאסם,18.4,no_direct_historical_assignment,statistical_area_pending,,,,,,,634,כפר קאסם,,historical_stat_area_pending,automatic_code_match,560,333,324,9,1,0,0,45,0,0,0,0,0,0,0,0,0,0,0,1,0,2,66,0,0,0,207,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11570,K24,11570,634,כפר קאסם,19.1,no_direct_historical_assignment,statistical_area_pending,,,,,,,634,כפר קאסם,,historical_stat_area_pending,automatic_code_match,453,173,171,2,0,0,0,20,0,0,2,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,132,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11571,K24,11571,634,כפר קאסם,19.2,no_direct_historical_assignment,statistical_area_pending,,,,,,,634,כפר קאסם,,historical_stat_area_pending,automatic_code_match,453,219,216,3,3,0,0,41,0,0,0,0,0,0,0,0,0,0,0,1,0,1,37,0,0,0,131,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11572,K24,11572,634,כפר קאסם,19.3,no_direct_historical_assignment,statistical_area_pending,,,,,,,634,כפר קאסם,,historical_stat_area_pending,automatic_code_match,451,251,246,5,1,1,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,2,50,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11573,K24,11573,634,כפר קאסם,20.1,no_direct_historical_assignment,statistical_area_pending,,,,,,,634,כפר קאסם,,historical_stat_area_pending,automatic_code_match,522,324,321,3,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,1,1,1,52,0,0,0,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11574,K24,11574,634,כפר קאסם,20.2,no_direct_historical_assignment,statistical_area_pending,,,,,,,634,כפר קאסם,,historical_stat_area_pending,automatic_code_match,522,413,408,5,2,1,0,27,0,0,0,0,0,0,0,0,0,0,0,1,0,1,50,0,0,0,325,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11575,K24,11575,634,כפר קאסם,20.3,no_direct_historical_assignment,statistical_area_pending,,,,,,,634,כפר קאסם,,historical_stat_area_pending,automatic_code_match,522,377,371,6,0,0,0,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,55,0,0,0,286,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11576,K24,11576,634,כפר קאסם,20.4,no_direct_historical_assignment,statistical_area_pending,,,,,,,634,כפר קאסם,,historical_stat_area_pending,automatic_code_match,522,297,289,8,0,0,0,37,0,0,0,0,0,1,0,0,0,0,0,0,0,0,34,0,0,0,216,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11577,K24,11577,634,כפר קאסם,20.5,no_direct_historical_assignment,statistical_area_pending,,,,,,,634,כפר קאסם,,historical_stat_area_pending,automatic_code_match,522,282,272,10,1,0,0,56,0,0,0,0,0,0,0,0,0,0,0,1,0,2,68,0,0,0,140,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11578,K24,11578,634,כפר קאסם,21.1,no_direct_historical_assignment,statistical_area_pending,,,,,,,634,כפר קאסם,,historical_stat_area_pending,automatic_code_match,494,268,265,3,0,0,0,43,0,0,0,0,0,0,1,0,0,0,0,1,1,7,42,0,0,0,169,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11579,K24,11579,634,כפר קאסם,21.2,no_direct_historical_assignment,statistical_area_pending,,,,,,,634,כפר קאסם,,historical_stat_area_pending,automatic_code_match,494,326,323,3,1,1,0,34,0,1,0,0,1,0,0,0,0,0,0,1,0,5,61,0,0,0,217,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11580,K24,11580,634,כפר קאסם,21.3,no_direct_historical_assignment,statistical_area_pending,,,,,,,634,כפר קאסם,,historical_stat_area_pending,automatic_code_match,494,314,309,5,1,0,0,42,0,0,1,0,0,1,0,0,0,0,0,0,0,3,56,0,0,0,204,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11581,K24,11581,634,כפר קאסם,21.4,no_direct_historical_assignment,statistical_area_pending,,,,,,,634,כפר קאסם,,historical_stat_area_pending,automatic_code_match,492,291,290,1,2,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,4,52,0,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11913,K24,11913,2730,טייבה,3.1,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,446,186,181,5,3,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,76,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11914,K24,11914,2730,טייבה,3.2,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,446,191,189,2,0,0,0,90,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7,1,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11915,K24,11915,2730,טייבה,3.3,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,446,185,183,2,2,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11916,K24,11916,2730,טייבה,7.1,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,644,266,264,2,2,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11917,K24,11917,2730,טייבה,7.2,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,644,258,253,5,1,0,0,170,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,66,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11918,K24,11918,2730,טייבה,7.3,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,644,305,303,2,0,0,0,213,0,0,0,0,0,1,0,0,0,0,0,0,0,1,20,0,0,0,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11919,K24,11919,2730,טייבה,7.4,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,644,295,291,4,1,0,0,207,0,0,0,0,1,0,0,0,0,0,0,0,0,5,22,0,0,0,52,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11920,K24,11920,2730,טייבה,9.1,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,633,228,227,1,1,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,79,3,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11921,K24,11921,2730,טייבה,9.2,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,633,290,287,3,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,0,0,0,73,3,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11922,K24,11922,2730,טייבה,14.1,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,620,282,278,4,2,0,0,204,0,0,0,0,0,1,0,0,0,0,0,1,0,3,9,0,0,0,55,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11923,K24,11923,2730,טייבה,14.2,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,620,324,321,3,1,0,0,240,0,0,0,0,0,0,0,0,0,0,0,1,0,2,16,0,0,0,56,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11924,K24,11924,2730,טייבה,14.3,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,618,273,272,1,2,0,0,203,0,0,0,0,0,0,0,0,1,0,0,0,0,3,14,0,0,0,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11925,K24,11925,2730,טייבה,19.1,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,434,157,156,1,2,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11926,K24,11926,2730,טייבה,19.2,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,434,193,190,3,1,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11927,K24,11927,2730,טייבה,19.3,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,433,215,212,3,0,1,0,143,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,0,0,0,51,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11928,K24,11928,2730,טייבה,21.1,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,444,185,181,4,4,0,0,119,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,1,47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11929,K24,11929,2730,טייבה,21.2,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,444,229,224,5,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,54,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11930,K24,11930,2730,טייבה,21.3,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,443,239,235,4,0,0,0,152,0,0,0,0,1,0,0,0,0,0,0,1,0,0,11,0,0,0,64,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11931,K24,11931,2730,טייבה,22.1,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,631,277,274,3,4,0,0,161,1,0,0,0,0,0,0,0,0,0,0,1,0,6,10,0,0,0,88,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11932,K24,11932,2730,טייבה,22.2,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,631,303,302,1,0,0,0,204,0,0,0,0,0,0,0,0,0,1,0,0,0,2,19,0,0,0,67,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11933,K24,11933,2730,טייבה,23.1,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,650,288,283,5,3,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,81,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11934,K24,11934,2730,טייבה,23.2,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,650,277,275,2,2,0,0,179,0,0,0,0,2,0,0,0,0,0,0,0,0,1,7,0,0,0,76,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11935,K24,11935,2730,טייבה,23.3,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,650,226,221,5,1,0,0,154,0,0,0,0,0,0,0,0,0,0,0,1,0,2,11,0,0,0,48,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11936,K24,11936,2730,טייבה,23.4,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,650,280,280,0,2,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,70,4,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11937,K24,11937,2730,טייבה,25.1,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,489,212,212,0,0,0,0,147,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11938,K24,11938,2730,טייבה,25.2,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,489,226,223,3,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11939,K24,11939,2730,טייבה,25.3,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,489,212,210,2,0,0,0,140,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7,0,0,0,58,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11940,K24,11940,2730,טייבה,25.4,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,488,200,199,1,0,0,0,130,0,0,0,0,1,1,0,0,0,0,0,0,0,1,6,0,0,0,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11941,K24,11941,2730,טייבה,29.1,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,536,235,233,2,0,1,0,143,0,0,0,0,0,0,0,0,0,0,1,0,0,1,14,0,0,0,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11942,K24,11942,2730,טייבה,29.2,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,536,265,263,2,1,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,0,63,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11943,K24,11943,2730,טייבה,29.3,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,536,264,261,3,2,0,0,187,0,0,0,0,1,0,0,0,0,0,0,0,0,3,13,0,0,0,51,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11944,K24,11944,2730,טייבה,29.4,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,536,246,243,3,1,0,0,167,0,0,0,0,1,0,0,0,0,0,0,0,0,1,10,0,0,0,60,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11945,K24,11945,2730,טייבה,29.5,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,534,232,231,1,1,1,0,129,0,0,1,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,79,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11946,K24,11946,2730,טייבה,30,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,632,228,223,5,0,0,0,133,0,0,0,0,0,1,0,0,0,0,0,0,0,3,9,0,0,0,69,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11947,K24,11947,2730,טייבה,32.1,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,490,202,202,0,0,0,0,137,0,0,0,0,0,1,0,0,0,0,0,0,0,2,5,0,0,0,53,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11948,K24,11948,2730,טייבה,32.2,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,490,234,231,3,4,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,47,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11949,K24,11949,2730,טייבה,32.3,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,490,197,194,3,1,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,43,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11950,K24,11950,2730,טייבה,32.4,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,488,234,231,3,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,40,4,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11951,K24,11951,2730,טייבה,34,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,635,262,257,5,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,1,0,0,63,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11952,K24,11952,2730,טייבה,37.1,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,497,177,175,2,1,0,0,114,0,0,0,0,0,1,0,0,0,0,0,1,0,3,9,0,0,0,40,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11953,K24,11953,2730,טייבה,37.2,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,497,216,214,2,2,0,0,139,0,0,0,0,0,0,0,0,0,0,0,4,0,1,3,0,0,0,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11954,K24,11954,2730,טייבה,37.3,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,497,174,171,3,2,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11955,K24,11955,2730,טייבה,37.4,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,496,260,258,2,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,62,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11956,K24,11956,2730,טייבה,39.1,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,444,169,166,3,0,0,0,103,0,0,1,0,1,0,0,0,0,0,0,0,0,1,4,0,0,0,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11957,K24,11957,2730,טייבה,39.2,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,444,191,177,14,0,0,0,129,0,0,0,0,1,0,0,0,0,0,0,1,0,2,5,0,0,0,36,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11958,K24,11958,2730,טייבה,39.3,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,442,205,204,1,2,0,0,134,0,0,0,0,1,0,0,0,0,0,0,0,0,2,7,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11959,K24,11959,2730,טייבה,40,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,608,277,272,5,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,67,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K24:11960,K24,11960,2730,טייבה,41.1,no_direct_historical_assignment,statistical_area_pending,,,,,,,2730,טייבה,,historical_stat_area_pending,automatic_code_match,490,212,208,4,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,88,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no official ballot crosswalk row and locality is not uniquely one historical statistical area
